peak_index,peak_raw_ecg_value
9,0.207
19,0.244
30,0.255
41,0.21600000000000003
52,0.19699999999999998
62,0.243
72,0.205
82,0.11699999999999999
91,0.20800000000000002
100,0.21
107,0.187
122,0.185
136,0.188
145,0.154
159,0.2
176,0.21100000000000002
185,0.163
200,0.335
212,0.304
224,0.243
235,0.188
246,0.16
257,0.183
265,0.13699999999999998
276,0.109
287,0.11199999999999999
299,0.126
311,0.152
323,0.179
338,0.245
346,0.198
361,0.26
369,0.124
379,0.073
389,0.205
400,0.141
410,0.162
421,0.086
431,0.16399999999999998
442,0.16399999999999998
453,0.196
464,0.107
474,0.151
485,0.175
496,0.191
507,0.18
518,0.071
529,0.183
541,0.159
553,0.17
568,0.228
576,0.19
591,0.27899999999999997
599,0.218
610,0.126
620,0.198
631,0.231
642,0.205
653,0.18899999999999997
663,0.096
673,0.168
683,0.203
697,0.2
708,0.163
716,0.10400000000000001
734,0.276
746,0.205
761,0.142
775,0.214
789,0.217
802,0.237
815,0.126
826,0.126
837,0.209
848,0.191
863,0.24
874,0.19899999999999998
881,0.10400000000000001
892,0.165
903,0.171
914,0.187
926,0.048
936,0.08199999999999999
948,0.213
959,0.21
970,0.14300000000000002
980,0.094
990,0.196
1004,0.267
1011,0.215
1021,0.183
1034,0.228
1041,0.17800000000000002
1052,0.182
1068,0.182
1080,0.133
1093,0.18899999999999997
1105,0.223
1116,0.185
1126,0.19899999999999998
1137,0.188
1147,0.204
1161,0.215
1171,0.20199999999999999
1181,0.243
1188,0.174
1198,0.235
1209,0.15
1222,0.185
1232,0.22699999999999998
1240,0.149
1251,0.077
1261,0.079
1272,0.153
1283,0.19899999999999998
1294,0.174
1305,0.113
1316,0.18
1327,0.212
1341,0.198
1351,0.177
1358,0.09699999999999999
1368,0.14300000000000002
1377,0.092
1387,0.174
1397,0.20600000000000002
1407,0.209
1417,0.22899999999999998
1428,0.179
1437,0.10800000000000001
1447,0.13
1457,0.126
1466,0.12
1476,0.13
1486,0.081
1495,-0.004
1505,0.145
1515,0.162
1526,0.037000000000000005
1537,0.12300000000000001
1548,0.06
1559,0.17600000000000002
1570,0.128
1582,0.19
1594,0.16699999999999998
1605,0.13
1615,0.156
1625,0.187
1639,0.249
1646,0.215
1657,0.19699999999999998
1668,0.15
1682,0.223
1690,0.209
1702,0.21600000000000003
1718,0.20199999999999999
1726,0.138
1737,0.17600000000000002
1748,0.223
1764,0.244
1773,0.209
1789,0.21600000000000003
1800,0.209
1811,0.23600000000000002
1818,0.23
1829,0.198
1840,0.166
1851,0.059000000000000004
1861,0.107
1872,0.20800000000000002
1884,0.172
1897,0.23
1909,0.147
1920,0.16
1931,0.2
1942,0.11900000000000001
1954,0.174
1965,0.017
1975,0.09300000000000001
1985,0.21
1996,0.223
2007,-0.039
2020,-0.07200000000000001
2027,0.25
2036,0.138
2047,0.172
2059,0.22
2072,0.21
2085,0.198
2095,-0.033
2109,0.16
2123,0.244
2134,0.23399999999999999
2145,0.203
2154,0.172
2166,0.17300000000000001
2178,0.145
2189,0.192
2201,0.193
2214,0.187
2231,0.237
2244,0.179
2255,0.187
2266,0.22
2274,0.21899999999999997
2286,0.235
2303,0.261
2316,0.22399999999999998
2324,0.153
2336,0.231
2349,0.205
2365,0.272
2374,0.193
2386,0.136
2398,0.19
2410,0.233
2426,0.266
2435,0.15
2446,0.155
2458,0.19699999999999998
2473,0.258
2483,0.11900000000000001
2496,0.07400000000000001
2505,-0.077
2511,0.23399999999999999
2520,0.21899999999999997
2533,0.18100000000000002
2549,0.222
2561,0.213
2573,0.24600000000000002
2582,0.19899999999999998
2594,0.19399999999999998
2606,0.051
2616,0.113
2627,0.21600000000000003
2638,0.19899999999999998
2650,0.22
2662,0.18
2675,0.237
2688,0.18100000000000002
2702,0.212
2714,0.198
2726,0.209
2738,0.23
2753,0.237
2764,0.121
2774,0.21100000000000002
2786,0.242
2795,0.153
2808,0.191
2820,0.187
2836,0.239
2845,0.179
2857,0.183
2873,0.22
2881,0.121
2893,0.18600000000000003
2905,0.192
2921,0.242
2930,0.185
2942,0.11599999999999999
2953,0.102
2965,0.162
2976,0.17600000000000002
2991,0.20199999999999999
3001,0.174
3009,0.14300000000000002
3020,0.18600000000000003
3032,0.203
3045,0.141
3056,0.125
3067,0.122
3079,0.228
3091,0.187
3105,0.23800000000000002
3115,0.24100000000000002
3123,0.207
3133,0.222
3144,0.198
3158,0.217
3165,0.12
3176,0.149
3187,0.18
3199,0.195
3212,0.133
3227,0.222
3239,0.252
