,Time,Sample,#,Type,Sub,Chan,Num,Aux
0,0:00.024,6,N,0,0,0,,
1,0:01.224,306,N,0,0,0,,
2,0:02.416,604,N,0,0,0,,
3,0:03.616,904,N,0,0,0,,
4,0:04.816,1204,N,0,0,0,,
5,0:05.984,1496,N,0,0,0,,
6,0:07.112,1778,N,0,0,0,,
7,0:08.248,2062,N,0,0,0,,
8,0:09.392,2348,N,0,0,0,,
9,0:10.520,2630,N,0,0,0,,
10,0:11.640,2910,N,0,0,0,,
11,0:12.792,3198,N,0,0,0,,
12,0:13.976,3494,N,0,0,0,,
13,0:15.120,3780,N,0,0,0,,
14,0:16.264,4066,N,0,0,0,,
15,0:17.400,4350,N,0,0,0,,
16,0:18.488,4622,N,0,0,0,,
17,0:19.568,4892,N,0,0,0,,
18,0:20.648,5162,N,0,0,0,,
19,0:21.776,5444,N,0,0,0,,
20,0:22.888,5722,N,0,0,0,,
21,0:24.016,6004,N,0,0,0,,
22,0:25.184,6296,N,0,0,0,,
23,0:26.264,6566,N,0,0,0,,
24,0:26.784,6696,T,0,0,0,AT2+300,
25,0:27.304,6826,N,0,0,0,,
26,0:28.320,7080,N,0,0,0,,
27,0:29.352,7338,N,0,0,0,,
28,0:30.424,7606,N,0,0,0,,
29,0:31.536,7884,N,0,0,0,,
30,0:32.656,8164,N,0,0,0,,
31,0:33.768,8442,N,0,0,0,,
32,0:34.840,8710,N,0,0,0,,
33,0:35.888,8972,N,0,0,0,,
34,0:36.880,9220,N,0,0,0,,
35,0:37.832,9458,N,0,0,0,,
36,0:38.792,9698,N,0,0,0,,
37,0:39.760,9940,N,0,0,0,,
38,0:40.728,10182,N,0,0,0,,
39,0:41.720,10430,N,0,0,0,,
40,0:42.768,10692,N,0,0,0,,
41,0:43.840,10960,N,0,0,0,,
42,0:44.888,11222,N,0,0,0,,
43,0:45.928,11482,N,0,0,0,,
44,0:46.992,11748,N,0,0,0,,
45,0:48.104,12026,N,0,0,0,,
46,0:49.192,12298,N,0,0,0,,
47,0:50.272,12568,N,0,0,0,,
48,0:51.368,12842,N,0,0,0,,
49,0:52.464,13116,N,0,0,0,,
50,0:53.528,13382,N,0,0,0,,
51,0:54.592,13648,N,0,0,0,,
52,0:55.688,13922,N,0,0,0,,
53,0:56.752,14188,N,0,0,0,,
54,0:57.784,14446,N,0,0,0,,
55,0:58.840,14710,N,0,0,0,,
56,0:59.920,14980,N,0,0,0,,
57,1:01.064,15266,N,0,0,0,,
58,1:02.208,15552,N,0,0,0,,
59,1:03.384,15846,N,0,0,0,,
60,1:04.592,16148,N,0,0,0,,
61,1:05.776,16444,N,0,0,0,,
62,1:06.944,16736,N,0,0,0,,
63,1:08.064,17016,N,0,0,0,,
64,1:09.248,17312,N,0,0,0,,
65,1:10.416,17604,N,0,0,0,,
66,1:11.600,17900,N,0,0,0,,
67,1:12.728,18182,N,0,0,0,,
68,1:13.872,18468,N,0,0,0,,
69,1:14.992,18748,N,0,0,0,,
70,1:16.120,19030,N,0,0,0,,
71,1:17.240,19310,N,0,0,0,,
72,1:18.320,19580,N,0,0,0,,
73,1:19.416,19854,N,0,0,0,,
74,1:20.512,20128,N,0,0,0,,
75,1:21.608,20402,N,0,0,0,,
76,1:22.704,20676,N,0,0,0,,
77,1:23.816,20954,N,0,0,0,,
78,1:24.976,21244,N,0,0,0,,
79,1:26.112,21528,N,0,0,0,,
80,1:27.296,21824,N,0,0,0,,
81,1:28.448,22112,N,0,0,0,,
82,1:29.600,22400,N,0,0,0,,
83,1:30.752,22688,N,0,0,0,,
84,1:31.904,22976,N,0,0,0,,
85,1:33.088,23272,N,0,0,0,,
86,1:34.208,23552,N,0,0,0,,
87,1:35.336,23834,N,0,0,0,,
88,1:36.440,24110,N,0,0,0,,
89,1:37.544,24386,N,0,0,0,,
90,1:38.624,24656,N,0,0,0,,
91,1:39.736,24934,N,0,0,0,,
92,1:40.888,25222,N,0,0,0,,
93,1:42.016,25504,N,0,0,0,,
94,1:43.152,25788,N,0,0,0,,
95,1:44.296,26074,N,0,0,0,,
96,1:45.480,26370,N,0,0,0,,
97,1:46.664,26666,N,0,0,0,,
98,1:47.824,26956,N,0,0,0,,
99,1:48.960,27240,N,0,0,0,,
100,1:50.112,27528,N,0,0,0,,
101,1:51.232,27808,N,0,0,0,,
102,1:52.232,28058,N,0,0,0,,
103,1:53.208,28302,N,0,0,0,,
104,1:54.168,28542,N,0,0,0,,
105,1:55.120,28780,N,0,0,0,,
106,1:55.600,28900,s,0,0,0,(ST2+,
107,1:56.080,29020,N,0,0,0,,
108,1:57.000,29250,N,0,0,0,,
109,1:57.896,29474,N,0,0,0,,
110,1:58.792,29698,N,0,0,0,,
111,1:59.656,29914,N,0,0,0,,
112,2:00.536,30134,N,0,0,0,,
113,2:01.456,30364,N,0,0,0,,
114,2:02.392,30598,N,0,0,0,,
115,2:03.368,30842,N,0,0,0,,
116,2:04.376,31094,N,0,0,0,,
117,2:05.368,31342,N,0,0,0,,
118,2:06.408,31602,N,0,0,0,,
119,2:07.456,31864,N,0,0,0,,
120,2:08.192,32048,s,0,0,0,AST2+100,
121,2:08.504,32126,N,0,0,0,,
122,2:09.520,32380,N,0,0,0,,
123,2:10.568,32642,N,0,0,0,,
124,2:11.648,32912,N,0,0,0,,
125,2:12.704,33176,N,0,0,0,,
126,2:13.808,33452,N,0,0,0,,
127,2:14.936,33734,N,0,0,0,,
128,2:16.040,34010,N,0,0,0,,
129,2:17.184,34296,N,0,0,0,,
130,2:18.312,34578,N,0,0,0,,
131,2:19.472,34868,N,0,0,0,,
132,2:20.624,35156,N,0,0,0,,
133,2:21.792,35448,N,0,0,0,,
134,2:22.936,35734,N,0,0,0,,
135,2:24.024,36006,N,0,0,0,,
136,2:25.112,36278,N,0,0,0,,
137,2:26.200,36550,N,0,0,0,,
138,2:27.264,36816,N,0,0,0,,
139,2:28.240,37060,N,0,0,0,,
140,2:28.904,37226,s,0,0,0,ST2+),
141,2:29.216,37304,N,0,0,0,,
142,2:30.184,37546,N,0,0,0,,
143,2:31.128,37782,N,0,0,0,,
144,2:32.072,38018,N,0,0,0,,
145,2:33.016,38254,N,0,0,0,,
146,2:33.992,38498,N,0,0,0,,
147,2:34.984,38746,N,0,0,0,,
148,2:35.992,38998,N,0,0,0,,
149,2:37.064,39266,N,0,0,0,,
150,2:38.136,39534,N,0,0,0,,
151,2:39.200,39800,N,0,0,0,,
152,2:40.280,40070,N,0,0,0,,
153,2:41.336,40334,N,0,0,0,,
154,2:42.368,40592,N,0,0,0,,
