,Time,Sample,#,Type,Sub,Chan,Num,Aux
0,0:00.592,148,/,0,0,0,,
1,0:01.404,351,/,0,0,0,,
2,0:02.224,556,/,0,0,0,,
3,0:03.056,764,/,0,0,0,,
4,0:03.916,979,/,0,0,0,,
5,0:04.788,1197,/,0,0,0,,
6,0:05.616,1404,/,0,0,0,,
7,0:06.408,1602,/,0,0,0,,
8,0:07.200,1800,/,0,0,0,,
9,0:08.016,2004,/,0,0,0,,
10,0:08.852,2213,/,0,0,0,,
11,0:09.688,2422,/,0,0,0,,
12,0:10.552,2638,/,0,0,0,,
13,0:11.404,2851,/,0,0,0,,
14,0:12.200,3050,/,0,0,0,,
15,0:12.988,3247,/,0,0,0,,
16,0:13.792,3448,/,0,0,0,,
17,0:14.632,3658,/,0,0,0,,
18,0:15.488,3872,/,0,0,0,,
19,0:16.328,4082,/,0,0,0,,
20,0:17.184,4296,/,0,0,0,,
21,0:18.008,4502,/,0,0,0,,
22,0:18.792,4698,/,0,0,0,,
23,0:19.588,4897,/,0,0,0,,
24,0:20.400,5100,/,0,0,0,,
25,0:21.260,5315,/,0,0,0,,
26,0:22.116,5529,/,0,0,0,,
27,0:23.016,5754,/,0,0,0,,
28,0:23.788,5947,/,0,0,0,,
29,0:24.600,6150,/,0,0,0,,
30,0:25.392,6348,/,0,0,0,,
31,0:26.200,6550,/,0,0,0,,
32,0:27.044,6761,/,0,0,0,,
33,0:27.924,6981,/,0,0,0,,
34,0:28.772,7193,/,0,0,0,,
35,0:29.584,7396,/,0,0,0,,
36,0:30.404,7601,/,0,0,0,,
37,0:31.268,7817,/,0,0,0,,
38,0:32.000,8000,/,0,0,0,,
39,0:32.824,8206,/,0,0,0,,
40,0:33.676,8419,/,0,0,0,,
41,0:34.544,8636,/,0,0,0,,
42,0:35.376,8844,/,0,0,0,,
43,0:36.172,9043,/,0,0,0,,
44,0:37.000,9250,/,0,0,0,,
45,0:37.808,9452,/,0,0,0,,
46,0:38.624,9656,/,0,0,0,,
47,0:39.476,9869,/,0,0,0,,
48,0:40.328,10082,/,0,0,0,,
49,0:41.188,10297,/,0,0,0,,
50,0:41.992,10498,/,0,0,0,,
51,0:42.780,10695,/,0,0,0,,
