,Time,Sample,#,Type,Sub,Chan,Num,Aux
0,0:00.432,108,N,0,0,0,,
1,0:00.984,246,N,0,0,0,,
2,0:01.536,384,N,0,0,0,,
3,0:02.088,522,N,0,0,0,,
4,0:02.632,658,N,0,0,0,,
5,0:03.176,794,N,0,0,0,,
6,0:03.712,928,N,0,0,0,,
7,0:04.256,1064,N,0,0,0,,
8,0:04.792,1198,N,0,0,0,,
9,0:05.320,1330,N,0,0,0,,
10,0:05.848,1462,N,0,0,0,,
11,0:06.376,1594,N,0,0,0,,
12,0:06.920,1730,N,0,0,0,,
13,0:07.456,1864,N,0,0,0,,
14,0:08.000,2000,N,0,0,0,,
15,0:08.536,2134,N,0,0,0,,
16,0:09.072,2268,N,0,0,0,,
17,0:09.608,2402,N,0,0,0,,
18,0:10.152,2538,N,0,0,0,,
19,0:10.696,2674,N,0,0,0,,
20,0:11.232,2808,N,0,0,0,,
21,0:11.768,2942,N,0,0,0,,
22,0:12.304,3076,N,0,0,0,,
23,0:12.840,3210,N,0,0,0,,
24,0:13.384,3346,N,0,0,0,,
25,0:13.928,3482,N,0,0,0,,
26,0:14.472,3618,N,0,0,0,,
27,0:15.016,3754,N,0,0,0,,
28,0:15.568,3892,N,0,0,0,,
29,0:16.120,4030,N,0,0,0,,
30,0:16.680,4170,N,0,0,0,,
31,0:17.248,4312,N,0,0,0,,
32,0:17.808,4452,N,0,0,0,,
33,0:18.376,4594,N,0,0,0,,
34,0:18.952,4738,N,0,0,0,,
35,0:19.512,4878,N,0,0,0,,
36,0:20.072,5018,N,0,0,0,,
37,0:20.624,5156,N,0,0,0,,
38,0:21.192,5298,N,0,0,0,,
39,0:21.768,5442,N,0,0,0,,
40,0:22.328,5582,N,0,0,0,,
41,0:22.896,5724,N,0,0,0,,
42,0:23.456,5864,N,0,0,0,,
43,0:23.992,5998,N,0,0,0,,
44,0:24.528,6132,N,0,0,0,,
45,0:25.064,6266,N,0,0,0,,
46,0:25.600,6400,N,0,0,0,,
47,0:26.160,6540,N,0,0,0,,
48,0:26.720,6680,N,0,0,0,,
49,0:27.288,6822,N,0,0,0,,
50,0:27.864,6966,N,0,0,0,,
51,0:28.432,7108,N,0,0,0,,
52,0:29.016,7254,N,0,0,0,,
53,0:29.608,7402,N,0,0,0,,
54,0:30.192,7548,N,0,0,0,,
55,0:30.784,7696,N,0,0,0,,
56,0:31.352,7838,N,0,0,0,,
57,0:31.936,7984,N,0,0,0,,
58,0:32.512,8128,N,0,0,0,,
59,0:33.096,8274,N,0,0,0,,
60,0:33.672,8418,N,0,0,0,,
61,0:34.248,8562,N,0,0,0,,
62,0:34.824,8706,N,0,0,0,,
63,0:35.408,8852,N,0,0,0,,
64,0:35.984,8996,N,0,0,0,,
65,0:36.552,9138,N,0,0,0,,
66,0:37.128,9282,N,0,0,0,,
67,0:37.704,9426,N,0,0,0,,
68,0:38.280,9570,N,0,0,0,,
69,0:38.856,9714,N,0,0,0,,
70,0:39.440,9860,N,0,0,0,,
71,0:40.024,10006,N,0,0,0,,
72,0:40.616,10154,N,0,0,0,,
73,0:41.200,10300,N,0,0,0,,
74,0:41.792,10448,N,0,0,0,,
75,0:42.384,10596,N,0,0,0,,
76,0:42.968,10742,N,0,0,0,,
77,0:43.544,10886,N,0,0,0,,
78,0:44.112,11028,N,0,0,0,,
79,0:44.696,11174,N,0,0,0,,
80,0:45.272,11318,N,0,0,0,,
81,0:45.856,11464,N,0,0,0,,
82,0:46.432,11608,N,0,0,0,,
83,0:47.008,11752,N,0,0,0,,
84,0:47.584,11896,N,0,0,0,,
85,0:48.160,12040,N,0,0,0,,
86,0:48.736,12184,N,0,0,0,,
87,0:49.304,12326,N,0,0,0,,
88,0:49.872,12468,N,0,0,0,,
89,0:50.440,12610,N,0,0,0,,
90,0:51.000,12750,N,0,0,0,,
91,0:51.568,12892,N,0,0,0,,
92,0:52.144,13036,N,0,0,0,,
93,0:52.712,13178,N,0,0,0,,
94,0:53.280,13320,N,0,0,0,,
95,0:53.848,13462,N,0,0,0,,
96,0:54.424,13606,N,0,0,0,,
97,0:54.992,13748,N,0,0,0,,
98,0:55.552,13888,N,0,0,0,,
99,0:56.104,14026,N,0,0,0,,
100,0:56.656,14164,N,0,0,0,,
101,0:57.216,14304,N,0,0,0,,
102,0:57.760,14440,N,0,0,0,,
103,0:58.312,14578,N,0,0,0,,
104,0:58.856,14714,N,0,0,0,,
105,0:59.408,14852,N,0,0,0,,
106,0:59.952,14988,N,0,0,0,,
107,1:00.488,15122,N,0,0,0,,
108,1:01.032,15258,N,0,0,0,,
109,1:01.568,15392,N,0,0,0,,
110,1:02.096,15524,N,0,0,0,,
111,1:02.624,15656,N,0,0,0,,
112,1:03.144,15786,N,0,0,0,,
113,1:03.672,15918,N,0,0,0,,
114,1:04.208,16052,N,0,0,0,,
115,1:04.736,16184,N,0,0,0,,
116,1:05.272,16318,N,0,0,0,,
117,1:05.816,16454,N,0,0,0,,
118,1:06.360,16590,N,0,0,0,,
119,1:06.904,16726,N,0,0,0,,
120,1:07.440,16860,N,0,0,0,,
121,1:07.976,16994,N,0,0,0,,
122,1:08.520,17130,N,0,0,0,,
123,1:09.056,17264,N,0,0,0,,
124,1:09.600,17400,N,0,0,0,,
125,1:10.152,17538,N,0,0,0,,
126,1:10.704,17676,N,0,0,0,,
127,1:11.248,17812,N,0,0,0,,
128,1:11.792,17948,N,0,0,0,,
