,Time,Sample,#,Type,Sub,Chan,Num,Aux
0,0:00.384,96,N,0,0,0,,
1,0:01.708,427,N,0,0,0,,
2,0:02.976,744,N,0,0,0,,
3,0:04.044,1011,N,0,0,0,,
4,0:05.056,1264,N,0,0,0,,
5,0:06.080,1520,N,0,0,0,,
6,0:07.072,1768,N,0,0,0,,
7,0:08.100,2025,N,0,0,0,,
8,0:09.520,2380,N,0,0,0,,
9,0:10.844,2711,N,0,0,0,,
10,0:12.236,3059,N,0,0,0,,
11,0:13.552,3388,N,0,0,0,,
12,0:14.860,3715,N,0,0,0,,
13,0:16.248,4062,N,0,0,0,,
14,0:17.480,4370,N,0,0,0,,
15,0:18.688,4672,N,0,0,0,,
16,0:20.024,5006,N,0,0,0,,
17,0:21.284,5321,N,0,0,0,,
18,0:22.456,5614,N,0,0,0,,
19,0:23.688,5922,N,0,0,0,,
20,0:24.836,6209,N,0,0,0,,
21,0:25.928,6482,N,0,0,0,,
22,0:27.216,6804,N,0,0,0,,
23,0:28.352,7088,N,0,0,0,,
24,0:29.380,7345,N,0,0,0,,
25,0:30.440,7610,N,0,0,0,,
26,0:31.464,7866,N,0,0,0,,
27,0:32.868,8217,N,0,0,0,,
28,0:34.188,8547,N,0,0,0,,
29,0:35.488,8872,N,0,0,0,,
30,0:36.864,9216,N,0,0,0,,
31,0:38.136,9534,N,0,0,0,,
32,0:39.396,9849,N,0,0,0,,
33,0:40.636,10159,N,0,0,0,,
34,0:41.772,10443,N,0,0,0,,
35,0:43.048,10762,N,0,0,0,,
36,0:44.244,11061,N,0,0,0,,
37,0:45.380,11345,N,0,0,0,,
38,0:46.544,11636,N,0,0,0,,
39,0:47.804,11951,N,0,0,0,,
40,0:48.900,12225,N,0,0,0,,
41,0:50.008,12502,N,0,0,0,,
42,0:51.028,12757,N,0,0,0,,
43,0:52.016,13004,N,0,0,0,,
44,0:53.060,13265,N,0,0,0,,
45,0:54.072,13518,N,0,0,0,,
46,0:55.148,13787,N,0,0,0,,
47,0:56.512,14128,N,0,0,0,,
48,0:57.816,14454,N,0,0,0,,
49,0:59.180,14795,N,0,0,0,,
50,1:00.524,15131,N,0,0,0,,
51,1:01.736,15434,N,0,0,0,,
52,1:02.928,15732,N,0,0,0,,
53,1:04.220,16055,N,0,0,0,,
54,1:05.404,16351,N,0,0,0,,
55,1:06.608,16652,N,0,0,0,,
56,1:07.852,16963,N,0,0,0,,
57,1:09.036,17259,N,0,0,0,,
58,1:10.188,17547,N,0,0,0,,
59,1:11.508,17877,N,0,0,0,,
60,1:12.708,18177,N,0,0,0,,
61,1:13.840,18460,N,0,0,0,,
62,1:15.076,18769,N,0,0,0,,
63,1:16.348,19087,N,0,0,0,,
64,1:17.500,19375,N,0,0,0,,
65,1:18.868,19717,N,0,0,0,,
66,1:20.076,20019,N,0,0,0,,
67,1:21.216,20304,N,0,0,0,,
68,1:22.472,20618,N,0,0,0,,
69,1:23.716,20929,N,0,0,0,,
70,1:24.852,21213,N,0,0,0,,
71,1:26.108,21527,N,0,0,0,,
72,1:27.344,21836,N,0,0,0,,
73,1:28.476,22119,N,0,0,0,,
74,1:29.736,22434,N,0,0,0,,
75,1:30.844,22711,N,0,0,0,,
76,1:31.892,22973,N,0,0,0,,
77,1:32.916,23229,N,0,0,0,,
78,1:33.904,23476,N,0,0,0,,
79,1:34.916,23729,N,0,0,0,,
80,1:35.900,23975,N,0,0,0,,
81,1:36.904,24226,N,0,0,0,,
82,1:37.904,24476,N,0,0,0,,
83,1:38.916,24729,N,0,0,0,,
84,1:40.316,25079,N,0,0,0,,
85,1:41.588,25397,N,0,0,0,,
86,1:42.892,25723,N,0,0,0,,
87,1:44.272,26068,N,0,0,0,,
88,1:45.532,26383,N,0,0,0,,
89,1:46.860,26715,N,0,0,0,,
90,1:48.244,27061,N,0,0,0,,
91,1:49.472,27368,N,0,0,0,,
92,1:50.724,27681,N,0,0,0,,
