,Time,Sample,#,Type,Sub,Chan,Num,Aux
0,0:00.060,15,N,0,0,0,,
1,0:00.796,199,N,0,0,0,,
2,0:01.528,382,N,0,0,0,,
3,0:02.256,564,N,0,0,0,,
4,0:02.992,748,N,0,0,0,,
5,0:03.732,933,N,0,0,0,,
6,0:04.404,1101,N,0,0,0,,
7,0:05.200,1300,N,0,0,0,,
8,0:05.952,1488,N,0,0,0,,
9,0:06.700,1675,N,0,0,0,,
10,0:07.444,1861,N,0,0,0,,
11,0:08.192,2048,N,0,0,0,,
12,0:08.936,2234,N,0,0,0,,
13,0:09.676,2419,N,0,0,0,,
14,0:10.396,2599,N,0,0,0,,
15,0:11.060,2765,N,0,0,0,,
16,0:11.748,2937,N,0,0,0,,
17,0:12.484,3121,N,0,0,0,,
18,0:13.164,3291,N,0,0,0,,
19,0:13.796,3449,N,0,0,0,,
20,0:14.536,3634,N,0,0,0,,
21,0:15.240,3810,N,0,0,0,,
22,0:15.928,3982,N,0,0,0,,
23,0:16.608,4152,N,0,0,0,,
24,0:17.272,4318,N,0,0,0,,
25,0:17.944,4486,N,0,0,0,,
26,0:18.624,4656,N,0,0,0,,
27,0:19.312,4828,N,0,0,0,,
28,0:19.984,4996,N,0,0,0,,
29,0:20.668,5167,N,0,0,0,,
30,0:21.348,5337,N,0,0,0,,
31,0:22.036,5509,N,0,0,0,,
32,0:22.724,5681,N,0,0,0,,
33,0:23.412,5853,N,0,0,0,,
34,0:24.100,6025,N,0,0,0,,
35,0:24.788,6197,N,0,0,0,,
36,0:25.468,6367,N,0,0,0,,
37,0:26.156,6539,N,0,0,0,,
38,0:26.840,6710,N,0,0,0,,
39,0:27.520,6880,N,0,0,0,,
40,0:28.208,7052,N,0,0,0,,
41,0:28.896,7224,N,0,0,0,,
42,0:29.584,7396,N,0,0,0,,
43,0:30.264,7566,N,0,0,0,,
44,0:30.952,7738,N,0,0,0,,
45,0:31.640,7910,N,0,0,0,,
46,0:32.332,8083,N,0,0,0,,
47,0:33.012,8253,N,0,0,0,,
48,0:33.716,8429,N,0,0,0,,
49,0:34.412,8603,N,0,0,0,,
50,0:35.116,8779,N,0,0,0,,
51,0:35.804,8951,N,0,0,0,,
52,0:36.520,9130,N,0,0,0,,
53,0:37.232,9308,N,0,0,0,,
54,0:37.944,9486,N,0,0,0,,
55,0:38.656,9664,N,0,0,0,,
56,0:39.356,9839,N,0,0,0,,
57,0:40.060,10015,N,0,0,0,,
58,0:40.764,10191,N,0,0,0,,
59,0:41.460,10365,N,0,0,0,,
60,0:42.124,10531,N,0,0,0,,
61,0:42.832,10708,N,0,0,0,,
62,0:43.512,10878,N,0,0,0,,
63,0:44.192,11048,N,0,0,0,,
64,0:44.856,11214,N,0,0,0,,
65,0:45.528,11382,N,0,0,0,,
