,Time,Sample,#,Type,Sub,Chan,Num,Aux
0,0:00.032,8,/,0,0,0,,
1,0:00.852,213,/,0,0,0,,
2,0:01.672,418,/,0,0,0,,
3,0:02.496,624,/,0,0,0,,
4,0:03.272,818,/,0,0,0,,
5,0:04.080,1020,f,0,0,0,,
6,0:04.912,1228,f,0,0,0,,
7,0:05.716,1429,f,0,0,0,,
8,0:06.536,1634,/,0,0,0,,
9,0:07.360,1840,/,0,0,0,,
10,0:08.180,2045,/,0,0,0,,
11,0:08.976,2244,/,0,0,0,,
12,0:09.744,2436,/,0,0,0,,
13,0:10.580,2645,f,0,0,0,,
14,0:11.428,2857,f,0,0,0,,
15,0:12.212,3053,f,0,0,0,,
16,0:13.048,3262,/,0,0,0,,
17,0:13.860,3465,/,0,0,0,,
18,0:14.672,3668,/,0,0,0,,
19,0:15.440,3860,/,0,0,0,,
20,0:16.232,4058,/,0,0,0,,
21,0:17.080,4270,f,0,0,0,,
22,0:17.940,4485,f,0,0,0,,
23,0:18.720,4680,f,0,0,0,,
24,0:19.548,4887,/,0,0,0,,
25,0:20.364,5091,/,0,0,0,,
26,0:21.144,5286,/,0,0,0,,
27,0:21.908,5477,/,0,0,0,,
28,0:22.744,5686,/,0,0,0,,
29,0:23.568,5892,f,0,0,0,,
30,0:24.388,6097,f,0,0,0,,
31,0:25.208,6302,f,0,0,0,,
32,0:25.992,6498,V,1,0,0,,
33,0:26.816,6704,/,0,0,0,,
34,0:27.588,6897,/,0,0,0,,
35,0:28.408,7102,/,0,0,0,,
36,0:29.236,7309,/,0,0,0,,
37,0:30.032,7508,f,0,0,0,,
38,0:30.872,7718,f,0,0,0,,
39,0:31.772,7943,f,0,0,0,,
40,0:32.520,8130,/,0,0,0,,
41,0:33.292,8323,/,0,0,0,,
42,0:34.080,8520,/,0,0,0,,
43,0:34.908,8727,/,0,0,0,,
44,0:35.724,8931,/,0,0,0,,
45,0:36.560,9140,/,0,0,0,,
46,0:37.368,9342,f,0,0,0,,
47,0:38.212,9553,f,0,0,0,,
48,0:39.044,9761,f,0,0,0,,
49,0:39.760,9940,f,0,0,0,,
50,0:40.592,10148,/,0,0,0,,
51,0:41.408,10352,/,0,0,0,,
52,0:42.232,10558,/,0,0,0,,
53,0:43.060,10765,/,0,0,0,,
54,0:43.896,10974,/,0,0,0,,
55,0:44.688,11172,/,0,0,0,,
56,0:45.452,11363,f,0,0,0,,
57,0:46.324,11581,f,0,0,0,,
58,0:47.100,11775,/,0,0,0,,
59,0:47.924,11981,/,0,0,0,,
60,0:48.760,12190,/,0,0,0,,
61,0:49.592,12398,/,0,0,0,,
62,0:50.400,12600,/,0,0,0,,
63,0:51.172,12793,/,0,0,0,,
64,0:51.968,12992,/,0,0,0,,
65,0:52.780,13195,f,0,0,0,,
66,0:53.648,13412,f,0,0,0,,
67,0:54.444,13611,f,0,0,0,,
68,0:55.276,13819,/,0,0,0,,
69,0:56.108,14027,/,0,0,0,,
70,0:56.884,14221,/,0,0,0,,
71,0:57.652,14413,/,0,0,0,,
72,0:58.488,14622,/,0,0,0,,
73,0:59.308,14827,f,0,0,0,,
74,1:00.124,15031,f,0,0,0,,
75,1:00.952,15238,f,0,0,0,,
76,1:01.796,15449,/,0,0,0,,
77,1:02.580,15645,/,0,0,0,,
78,1:03.348,15837,/,0,0,0,,
79,1:04.172,16043,/,0,0,0,,
80,1:04.984,16246,/,0,0,0,,
81,1:05.800,16450,/,0,0,0,,
82,1:06.648,16662,f,0,0,0,,
83,1:07.460,16865,f,0,0,0,,
84,1:08.280,17070,/,0,0,0,,
85,1:09.056,17264,/,0,0,0,,
86,1:09.848,17462,/,0,0,0,,
87,1:10.664,17666,/,0,0,0,,
88,1:11.480,17870,/,0,0,0,,
89,1:12.316,18079,f,0,0,0,,
90,1:13.152,18288,f,0,0,0,,
91,1:13.988,18497,f,0,0,0,,
92,1:14.764,18691,/,0,0,0,,
93,1:15.544,18886,/,0,0,0,,
94,1:16.360,19090,/,0,0,0,,
95,1:17.160,19290,/,0,0,0,,
96,1:17.984,19496,/,0,0,0,,
97,1:18.816,19704,f,0,0,0,,
98,1:19.652,19913,f,0,0,0,,
99,1:20.452,20113,f,0,0,0,,
100,1:21.216,20304,/,0,0,0,,
101,1:22.044,20511,/,0,0,0,,
102,1:22.852,20713,/,0,0,0,,
103,1:23.652,20913,/,0,0,0,,
104,1:24.488,21122,/,0,0,0,,
105,1:25.340,21335,/,0,0,0,,
106,1:26.088,21522,N,0,0,0,,
107,1:26.900,21725,f,0,0,0,,
108,1:27.696,21924,f,0,0,0,,
109,1:28.500,22125,/,0,0,0,,
110,1:29.312,22328,/,0,0,0,,
111,1:30.152,22538,/,0,0,0,,
112,1:30.984,22746,/,0,0,0,,
113,1:31.824,22956,/,0,0,0,,
114,1:32.600,23150,/,0,0,0,,
115,1:33.380,23345,f,0,0,0,,
116,1:34.164,23541,N,0,0,0,,
117,1:35.000,23750,f,0,0,0,,
118,1:35.900,23975,f,0,0,0,,
119,1:36.668,24167,/,0,0,0,,
120,1:37.516,24379,/,0,0,0,,
121,1:38.300,24575,/,0,0,0,,
122,1:39.072,24768,/,0,0,0,,
123,1:39.892,24973,/,0,0,0,,
124,1:40.684,25171,/,0,0,0,,
125,1:41.492,25373,/,0,0,0,,
126,1:42.248,25562,N,0,0,0,,
127,1:43.144,25786,f,0,0,0,,
128,1:43.944,25986,f,0,0,0,,
129,1:44.716,26179,/,0,0,0,,
130,1:45.532,26383,/,0,0,0,,
131,1:46.336,26584,/,0,0,0,,
132,1:47.124,26781,/,0,0,0,,
133,1:47.960,26990,/,0,0,0,,
134,1:48.800,27200,/,0,0,0,,
135,1:49.612,27403,f,0,0,0,,
136,1:50.420,27605,f,0,0,0,,
137,1:51.280,27820,f,0,0,0,,
138,1:52.016,28004,/,0,0,0,,
139,1:52.812,28203,/,0,0,0,,
140,1:53.644,28411,/,0,0,0,,
141,1:54.484,28621,/,0,0,0,,
142,1:55.344,28836,/,0,0,0,,
143,1:56.144,29036,/,0,0,0,,
144,1:56.912,29228,f,0,0,0,,
145,1:57.724,29431,f,0,0,0,,
146,1:58.516,29629,f,0,0,0,,
147,1:59.312,29828,/,0,0,0,,
148,2:00.156,30039,/,0,0,0,,
149,2:01.008,30252,/,0,0,0,,
150,2:01.824,30456,/,0,0,0,,
151,2:02.600,30650,/,0,0,0,,
152,2:03.416,30854,/,0,0,0,,
153,2:04.220,31055,f,0,0,0,,
154,2:04.996,31249,f,0,0,0,,
155,2:05.832,31458,/,0,0,0,,
156,2:06.680,31670,/,0,0,0,,
157,2:07.516,31879,/,0,0,0,,
158,2:08.308,32077,/,0,0,0,,
159,2:09.100,32275,/,0,0,0,,
160,2:09.900,32475,/,0,0,0,,
161,2:10.700,32675,f,0,0,0,,
162,2:11.516,32879,f,0,0,0,,
163,2:12.364,33091,/,0,0,0,,
164,2:13.216,33304,/,0,0,0,,
165,2:14.012,33503,/,0,0,0,,
166,2:14.792,33698,/,0,0,0,,
167,2:15.608,33902,/,0,0,0,,
168,2:16.400,34100,/,0,0,0,,
169,2:17.208,34302,f,0,0,0,,
170,2:18.108,34527,f,0,0,0,,
171,2:18.900,34725,/,0,0,0,,
172,2:19.716,34929,/,0,0,0,,
173,2:20.488,35122,/,0,0,0,,
174,2:21.312,35328,/,0,0,0,,
175,2:22.104,35526,/,0,0,0,,
176,2:22.884,35721,/,0,0,0,,
177,2:23.676,35919,N,0,0,0,,
178,2:24.560,36140,f,0,0,0,,
179,2:25.388,36347,f,0,0,0,,
180,2:26.184,36546,/,0,0,0,,
181,2:26.992,36748,/,0,0,0,,
182,2:27.788,36947,/,0,0,0,,
183,2:28.576,37144,/,0,0,0,,
