,Time,Sample,#,Type,Sub,Chan,Num,Aux
0,0:00.756,189,N,0,0,0,,
1,0:01.732,433,N,0,0,0,,
2,0:02.716,679,N,0,0,0,,
3,0:03.692,923,N,0,0,0,,
4,0:04.668,1167,N,0,0,0,,
5,0:05.664,1416,N,0,0,0,,
6,0:06.656,1664,N,0,0,0,,
7,0:07.648,1912,N,0,0,0,,
8,0:08.708,2177,N,0,0,0,,
9,0:09.748,2437,N,0,0,0,,
10,0:10.764,2691,N,0,0,0,,
11,0:11.740,2935,N,0,0,0,,
12,0:12.724,3181,N,0,0,0,,
13,0:13.692,3423,N,0,0,0,,
14,0:14.648,3662,N,0,0,0,,
15,0:15.624,3906,N,0,0,0,,
16,0:16.592,4148,N,0,0,0,,
17,0:17.560,4390,N,0,0,0,,
18,0:18.552,4638,N,0,0,0,,
19,0:19.552,4888,N,0,0,0,,
20,0:20.544,5136,N,0,0,0,,
21,0:21.560,5390,N,0,0,0,,
22,0:22.528,5632,N,0,0,0,,
23,0:23.484,5871,N,0,0,0,,
24,0:24.436,6109,N,0,0,0,,
25,0:25.364,6341,N,0,0,0,,
26,0:26.304,6576,N,0,0,0,,
27,0:27.248,6812,N,0,0,0,,
28,0:28.168,7042,N,0,0,0,,
29,0:29.092,7273,N,0,0,0,,
30,0:30.028,7507,N,0,0,0,,
31,0:30.960,7740,N,0,0,0,,
32,0:31.904,7976,N,0,0,0,,
33,0:32.848,8212,N,0,0,0,,
34,0:33.788,8447,N,0,0,0,,
35,0:34.748,8687,N,0,0,0,,
36,0:35.700,8925,N,0,0,0,,
37,0:36.668,9167,N,0,0,0,,
38,0:37.648,9412,N,0,0,0,,
39,0:38.624,9656,N,0,0,0,,
40,0:39.616,9904,N,0,0,0,,
41,0:40.592,10148,N,0,0,0,,
42,0:41.552,10388,N,0,0,0,,
43,0:42.528,10632,N,0,0,0,,
44,0:43.492,10873,N,0,0,0,,
45,0:44.452,11113,N,0,0,0,,
46,0:45.420,11355,N,0,0,0,,
47,0:46.364,11591,N,0,0,0,,
48,0:47.356,11839,N,0,0,0,,
49,0:48.348,12087,N,0,0,0,,
50,0:49.332,12333,N,0,0,0,,
51,0:50.332,12583,N,0,0,0,,
52,0:51.340,12835,N,0,0,0,,
53,0:52.340,13085,N,0,0,0,,
54,0:53.320,13330,N,0,0,0,,
55,0:54.264,13566,N,0,0,0,,
56,0:55.224,13806,N,0,0,0,,
57,0:56.148,14037,N,0,0,0,,
58,0:57.060,14265,N,0,0,0,,
59,0:57.984,14496,N,0,0,0,,
60,0:58.888,14722,N,0,0,0,,
61,0:59.820,14955,N,0,0,0,,
62,1:00.740,15185,N,0,0,0,,
63,1:01.668,15417,N,0,0,0,,
64,1:02.608,15652,N,0,0,0,,
65,1:03.544,15886,N,0,0,0,,
66,1:04.512,16128,N,0,0,0,,
67,1:05.468,16367,N,0,0,0,,
68,1:06.420,16605,N,0,0,0,,
69,1:07.388,16847,N,0,0,0,,
70,1:08.348,17087,N,0,0,0,,
71,1:09.328,17332,N,0,0,0,,
72,1:10.272,17568,N,0,0,0,,
73,1:11.208,17802,N,0,0,0,,
74,1:12.148,18037,N,0,0,0,,
75,1:13.068,18267,N,0,0,0,,
76,1:14.000,18500,N,0,0,0,,
77,1:14.928,18732,N,0,0,0,,
78,1:15.840,18960,N,0,0,0,,
79,1:16.788,19197,N,0,0,0,,
80,1:17.724,19431,N,0,0,0,,
81,1:18.684,19671,N,0,0,0,,
82,1:19.648,19912,N,0,0,0,,
83,1:20.600,20150,N,0,0,0,,
84,1:21.576,20394,N,0,0,0,,
85,1:22.544,20636,N,0,0,0,,
86,1:23.520,20880,N,0,0,0,,
87,1:24.484,21121,N,0,0,0,,
88,1:25.436,21359,N,0,0,0,,
89,1:26.420,21605,N,0,0,0,,
90,1:27.380,21845,N,0,0,0,,
91,1:28.356,22089,N,0,0,0,,
92,1:29.332,22333,N,0,0,0,,
93,1:30.304,22576,N,0,0,0,,
94,1:31.288,22822,N,0,0,0,,
95,1:32.264,23066,N,0,0,0,,
96,1:33.232,23308,N,0,0,0,,
97,1:34.192,23548,N,0,0,0,,
98,1:35.156,23789,N,0,0,0,,
99,1:36.068,24017,N,0,0,0,,
100,1:36.992,24248,N,0,0,0,,
101,1:37.896,24474,N,0,0,0,,
