,Time,Sample,#,Type,Sub,Chan,Num,Aux
0,0:00.704,176,N,0,0,0,,
1,0:01.472,368,N,0,0,0,,
2,0:02.024,506,V,0,0,0,,
3,0:03.128,782,N,0,0,0,,
4,0:03.856,964,N,0,0,0,,
5,0:04.592,1148,N,0,0,0,,
6,0:05.360,1340,N,0,0,0,,
7,0:06.144,1536,N,0,0,0,,
8,0:06.928,1732,N,0,0,0,,
9,0:07.776,1944,N,0,0,0,,
10,0:08.304,2076,V,0,0,0,,
11,0:09.520,2380,N,0,0,0,,
12,0:10.280,2570,N,0,0,0,,
13,0:11.064,2766,N,0,0,0,,
14,0:11.848,2962,N,0,0,0,,
15,0:12.664,3166,N,0,0,0,,
16,0:13.440,3360,N,0,0,0,,
17,0:13.944,3486,V,0,0,0,,
18,0:15.080,3770,N,0,0,0,,
19,0:15.848,3962,N,0,0,0,,
20,0:16.584,4146,N,0,0,0,,
21,0:17.336,4334,N,0,0,0,,
22,0:18.128,4532,N,0,0,0,,
23,0:18.952,4738,N,0,0,0,,
24,0:19.776,4944,N,0,0,0,,
25,0:20.592,5148,N,0,0,0,,
26,0:21.448,5362,N,0,0,0,,
27,0:22.312,5578,N,0,0,0,,
28,0:23.120,5780,N,0,0,0,,
29,0:23.944,5986,N,0,0,0,,
30,0:24.424,6106,V,0,0,0,,
31,0:25.576,6394,N,0,0,0,,
32,0:26.296,6574,N,0,0,0,,
33,0:27.016,6754,N,0,0,0,,
34,0:27.760,6940,N,0,0,0,,
35,0:28.504,7126,N,0,0,0,,
36,0:29.264,7316,N,0,0,0,,
37,0:30.120,7530,N,0,0,0,,
38,0:31.032,7758,N,0,0,0,,
39,0:31.904,7976,N,0,0,0,,
40,0:32.808,8202,N,0,0,0,,
41,0:33.704,8426,N,0,0,0,,
42,0:34.536,8634,N,0,0,0,,
43,0:35.320,8830,N,0,0,0,,
44,0:36.120,9030,N,0,0,0,,
45,0:36.640,9160,V,0,0,0,,
46,0:37.696,9424,N,0,0,0,,
47,0:38.408,9602,N,0,0,0,,
48,0:39.120,9780,N,0,0,0,,
49,0:39.848,9962,N,0,0,0,,
50,0:40.616,10154,N,0,0,0,,
51,0:41.384,10346,N,0,0,0,,
52,0:42.232,10558,N,0,0,0,,
53,0:43.120,10780,N,0,0,0,,
54,0:44.000,11000,N,0,0,0,,
55,0:44.840,11210,N,0,0,0,,
56,0:45.704,11426,N,0,0,0,,
57,0:46.504,11626,N,0,0,0,,
58,0:47.240,11810,N,0,0,0,,
59,0:47.968,11992,N,0,0,0,,
60,0:48.688,12172,N,0,0,0,,
61,0:49.376,12344,N,0,0,0,,
62,0:50.080,12520,N,0,0,0,,
63,0:50.792,12698,N,0,0,0,,
64,0:51.504,12876,N,0,0,0,,
65,0:52.192,13048,N,0,0,0,,
66,0:52.760,13190,V,0,0,0,,
67,0:53.584,13396,N,0,0,0,,
68,0:54.272,13568,N,0,0,0,,
69,0:54.944,13736,N,0,0,0,,
70,0:55.600,13900,N,0,0,0,,
71,0:56.272,14068,N,0,0,0,,
72,0:56.984,14246,N,0,0,0,,
73,0:57.736,14434,N,0,0,0,,
74,0:58.496,14624,N,0,0,0,,
75,0:59.304,14826,N,0,0,0,,
