,Time,Sample,#,Type,Sub,Chan,Num,Aux
0,0:00.088,22,N,0,0,0,,
1,0:01.016,254,N,0,0,0,,
2,0:01.968,492,N,0,0,0,,
3,0:02.976,744,N,0,0,0,,
4,0:03.984,996,N,0,0,0,,
5,0:04.968,1242,N,0,0,0,,
6,0:05.920,1480,N,0,0,0,,
7,0:06.848,1712,N,0,0,0,,
8,0:07.760,1940,N,0,0,0,,
9,0:08.664,2166,N,0,0,0,,
10,0:09.568,2392,N,0,0,0,,
11,0:10.480,2620,N,0,0,0,,
12,0:11.400,2850,N,0,0,0,,
13,0:12.312,3078,N,0,0,0,,
14,0:13.232,3308,N,0,0,0,,
15,0:14.168,3542,N,0,0,0,,
16,0:15.088,3772,N,0,0,0,,
17,0:16.016,4004,N,0,0,0,,
18,0:16.968,4242,N,0,0,0,,
19,0:17.936,4484,N,0,0,0,,
20,0:18.896,4724,N,0,0,0,,
21,0:19.864,4966,N,0,0,0,,
22,0:20.840,5210,N,0,0,0,,
23,0:21.808,5452,N,0,0,0,,
24,0:22.776,5694,N,0,0,0,,
25,0:23.744,5936,N,0,0,0,,
26,0:24.752,6188,N,0,0,0,,
27,0:25.752,6438,N,0,0,0,,
28,0:26.744,6686,N,0,0,0,,
29,0:27.752,6938,N,0,0,0,,
30,0:28.752,7188,N,0,0,0,,
31,0:29.744,7436,N,0,0,0,,
32,0:30.728,7682,N,0,0,0,,
33,0:31.696,7924,N,0,0,0,,
34,0:32.680,8170,N,0,0,0,,
35,0:33.672,8418,N,0,0,0,,
36,0:34.688,8672,N,0,0,0,,
37,0:35.704,8926,N,0,0,0,,
38,0:36.712,9178,N,0,0,0,,
39,0:37.752,9438,N,0,0,0,,
40,0:38.768,9692,N,0,0,0,,
41,0:39.752,9938,N,0,0,0,,
42,0:40.688,10172,N,0,0,0,,
43,0:41.616,10404,N,0,0,0,,
44,0:42.544,10636,N,0,0,0,,
45,0:43.520,10880,N,0,0,0,,
46,0:44.520,11130,N,0,0,0,,
47,0:45.496,11374,N,0,0,0,,
48,0:46.440,11610,N,0,0,0,,
49,0:47.376,11844,N,0,0,0,,
50,0:48.336,12084,N,0,0,0,,
51,0:49.296,12324,N,0,0,0,,
52,0:50.280,12570,N,0,0,0,,
53,0:51.288,12822,N,0,0,0,,
54,0:52.288,13072,N,0,0,0,,
55,0:53.280,13320,N,0,0,0,,
56,0:54.264,13566,N,0,0,0,,
57,0:55.264,13816,N,0,0,0,,
58,0:56.240,14060,N,0,0,0,,
59,0:57.232,14308,N,0,0,0,,
60,0:58.248,14562,N,0,0,0,,
61,0:59.256,14814,N,0,0,0,,
62,1:00.256,15064,N,0,0,0,,
63,1:01.248,15312,N,0,0,0,,
64,1:02.232,15558,N,0,0,0,,
65,1:03.216,15804,N,0,0,0,,
66,1:04.224,16056,N,0,0,0,,
67,1:05.224,16306,N,0,0,0,,
68,1:06.200,16550,N,0,0,0,,
69,1:07.184,16796,N,0,0,0,,
70,1:08.136,17034,N,0,0,0,,
71,1:09.072,17268,N,0,0,0,,
72,1:10.016,17504,N,0,0,0,,
73,1:10.976,17744,N,0,0,0,,
74,1:11.936,17984,N,0,0,0,,
75,1:12.904,18226,N,0,0,0,,
76,1:13.888,18472,N,0,0,0,,
77,1:14.896,18724,N,0,0,0,,
78,1:15.848,18962,N,0,0,0,,
79,1:16.816,19204,N,0,0,0,,
80,1:17.752,19438,N,0,0,0,,
81,1:18.672,19668,N,0,0,0,,
82,1:19.592,19898,N,0,0,0,,
83,1:20.496,20124,N,0,0,0,,
84,1:21.424,20356,N,0,0,0,,
85,1:22.368,20592,N,0,0,0,,
86,1:23.296,20824,N,0,0,0,,
87,1:24.208,21052,N,0,0,0,,
88,1:25.104,21276,N,0,0,0,,
89,1:25.984,21496,N,0,0,0,,
90,1:26.420,21605,~,1,0,0,,
91,1:26.856,21714,N,0,0,0,,
92,1:27.720,21930,N,0,0,0,,
93,1:28.584,22146,N,0,0,0,,
94,1:29.472,22368,N,0,0,0,,
95,1:30.392,22598,N,0,0,0,,
96,1:31.336,22834,N,0,0,0,,
97,1:32.288,23072,N,0,0,0,,
98,1:33.224,23306,N,0,0,0,,
99,1:34.144,23536,N,0,0,0,,
100,1:35.056,23764,N,0,0,0,,
101,1:35.960,23990,N,0,0,0,,
102,1:36.880,24220,N,0,0,0,,
103,1:37.800,24450,N,0,0,0,,
104,1:38.712,24678,N,0,0,0,,
105,1:39.632,24908,N,0,0,0,,
106,1:40.592,25148,N,0,0,0,,
107,1:41.568,25392,N,0,0,0,,
108,1:42.520,25630,N,0,0,0,,
109,1:43.464,25866,N,0,0,0,,
110,1:44.400,26100,N,0,0,0,,
111,1:45.352,26338,N,0,0,0,,
112,1:46.304,26576,N,0,0,0,,
113,1:47.256,26814,N,0,0,0,,
114,1:48.176,27044,N,0,0,0,,
115,1:49.056,27264,N,0,0,0,,
116,1:49.936,27484,N,0,0,0,,
117,1:50.376,27594,~,0,0,0,,
118,1:50.816,27704,N,0,0,0,,
119,1:51.688,27922,N,0,0,0,,
120,1:52.560,28140,N,0,0,0,,
121,1:53.448,28362,N,0,0,0,,
122,1:54.360,28590,N,0,0,0,,
123,1:55.288,28822,N,0,0,0,,
124,1:56.224,29056,N,0,0,0,,
125,1:57.176,29294,N,0,0,0,,
126,1:58.112,29528,N,0,0,0,,
127,1:59.056,29764,N,0,0,0,,
128,2:00.032,30008,N,0,0,0,,
129,2:01.024,30256,N,0,0,0,,
130,2:01.992,30498,N,0,0,0,,
131,2:02.952,30738,N,0,0,0,,
132,2:03.904,30976,N,0,0,0,,
133,2:04.372,31093,~,1,0,0,,
134,2:04.840,31210,N,0,0,0,,
135,2:05.768,31442,N,0,0,0,,
136,2:06.712,31678,N,0,0,0,,
137,2:07.640,31910,N,0,0,0,,
138,2:08.544,32136,N,0,0,0,,
139,2:09.456,32364,N,0,0,0,,
140,2:10.392,32598,N,0,0,0,,
141,2:11.344,32836,N,0,0,0,,
142,2:12.296,33074,N,0,0,0,,
143,2:13.256,33314,N,0,0,0,,
144,2:14.192,33548,N,0,0,0,,
145,2:15.080,33770,N,0,0,0,,
146,2:15.968,33992,N,0,0,0,,
147,2:16.888,34222,N,0,0,0,,
148,2:17.824,34456,N,0,0,0,,
149,2:18.736,34684,N,0,0,0,,
150,2:19.600,34900,N,0,0,0,,
151,2:20.456,35114,N,0,0,0,,
152,2:21.320,35330,N,0,0,0,,
153,2:21.760,35440,~,0,0,0,,
154,2:22.200,35550,N,0,0,0,,
155,2:23.096,35774,N,0,0,0,,
156,2:23.992,35998,N,0,0,0,,
157,2:24.872,36218,N,0,0,0,,
158,2:25.760,36440,N,0,0,0,,
159,2:26.664,36666,N,0,0,0,,
160,2:27.568,36892,N,0,0,0,,
161,2:28.472,37118,N,0,0,0,,
162,2:29.368,37342,N,0,0,0,,
163,2:30.320,37580,N,0,0,0,,
164,2:31.296,37824,N,0,0,0,,
165,2:32.264,38066,N,0,0,0,,
166,2:33.232,38308,N,0,0,0,,
167,2:34.216,38554,N,0,0,0,,
168,2:35.208,38802,N,0,0,0,,
169,2:36.192,39048,N,0,0,0,,
170,2:37.168,39292,N,0,0,0,,
171,2:38.160,39540,N,0,0,0,,
172,2:39.136,39784,N,0,0,0,,
