,Time,Sample,#,Type,Sub,Chan,Num,Aux
0,0:00.496,124,N,0,0,0,,
1,0:01.064,266,N,0,0,0,,
2,0:01.640,410,N,0,0,0,,
3,0:02.208,552,N,0,0,0,,
4,0:02.784,696,N,0,0,0,,
5,0:03.352,838,N,0,0,0,,
6,0:03.928,982,N,0,0,0,,
7,0:04.496,1124,N,0,0,0,,
8,0:05.064,1266,N,0,0,0,,
9,0:05.632,1408,N,0,0,0,,
10,0:06.200,1550,N,0,0,0,,
11,0:06.768,1692,N,0,0,0,,
12,0:07.328,1832,N,0,0,0,,
13,0:07.888,1972,N,0,0,0,,
14,0:08.448,2112,N,0,0,0,,
15,0:08.968,2242,N,0,0,0,,
16,0:09.552,2388,N,0,0,0,,
17,0:10.104,2526,N,0,0,0,,
18,0:10.648,2662,N,0,0,0,,
19,0:11.200,2800,N,0,0,0,,
20,0:11.752,2938,N,0,0,0,,
21,0:12.304,3076,N,0,0,0,,
22,0:12.872,3218,N,0,0,0,,
23,0:13.432,3358,N,0,0,0,,
24,0:14.000,3500,N,0,0,0,,
25,0:14.568,3642,N,0,0,0,,
26,0:15.136,3784,N,0,0,0,,
27,0:15.704,3926,N,0,0,0,,
28,0:16.272,4068,N,0,0,0,,
29,0:16.848,4212,N,0,0,0,,
30,0:17.424,4356,N,0,0,0,,
31,0:18.000,4500,N,0,0,0,,
32,0:18.568,4642,N,0,0,0,,
33,0:19.136,4784,N,0,0,0,,
34,0:19.712,4928,N,0,0,0,,
35,0:20.288,5072,N,0,0,0,,
36,0:20.864,5216,N,0,0,0,,
37,0:21.448,5362,N,0,0,0,,
38,0:22.024,5506,N,0,0,0,,
39,0:22.608,5652,N,0,0,0,,
40,0:23.192,5798,N,0,0,0,,
41,0:23.768,5942,N,0,0,0,,
42,0:24.344,6086,N,0,0,0,,
43,0:24.928,6232,N,0,0,0,,
44,0:25.504,6376,N,0,0,0,,
45,0:26.080,6520,N,0,0,0,,
46,0:26.656,6664,N,0,0,0,,
47,0:27.232,6808,N,0,0,0,,
48,0:27.808,6952,N,0,0,0,,
49,0:28.384,7096,N,0,0,0,,
50,0:28.960,7240,N,0,0,0,,
51,0:29.528,7382,N,0,0,0,,
52,0:30.104,7526,N,0,0,0,,
53,0:30.680,7670,N,0,0,0,,
54,0:31.256,7814,N,0,0,0,,
55,0:31.832,7958,N,0,0,0,,
56,0:32.408,8102,N,0,0,0,,
57,0:32.984,8246,N,0,0,0,,
58,0:33.560,8390,N,0,0,0,,
59,0:34.128,8532,N,0,0,0,,
60,0:34.696,8674,N,0,0,0,,
61,0:35.256,8814,N,0,0,0,,
62,0:35.816,8954,N,0,0,0,,
63,0:36.384,9096,N,0,0,0,,
64,0:36.960,9240,N,0,0,0,,
65,0:37.528,9382,N,0,0,0,,
66,0:38.104,9526,N,0,0,0,,
67,0:38.680,9670,N,0,0,0,,
68,0:39.248,9812,N,0,0,0,,
69,0:39.824,9956,N,0,0,0,,
70,0:40.392,10098,N,0,0,0,,
71,0:40.960,10240,N,0,0,0,,
72,0:41.528,10382,N,0,0,0,,
73,0:42.096,10524,N,0,0,0,,
74,0:42.672,10668,N,0,0,0,,
75,0:43.240,10810,N,0,0,0,,
76,0:43.808,10952,N,0,0,0,,
77,0:44.384,11096,N,0,0,0,,
78,0:44.952,11238,N,0,0,0,,
79,0:45.528,11382,N,0,0,0,,
80,0:46.096,11524,N,0,0,0,,
81,0:46.672,11668,N,0,0,0,,
82,0:47.248,11812,N,0,0,0,,
83,0:47.816,11954,N,0,0,0,,
84,0:48.392,12098,N,0,0,0,,
85,0:48.968,12242,N,0,0,0,,
86,0:49.544,12386,N,0,0,0,,
87,0:50.120,12530,N,0,0,0,,
88,0:50.688,12672,N,0,0,0,,
89,0:51.264,12816,N,0,0,0,,
90,0:51.840,12960,N,0,0,0,,
91,0:52.416,13104,N,0,0,0,,
92,0:52.992,13248,N,0,0,0,,
93,0:53.568,13392,N,0,0,0,,
94,0:54.152,13538,N,0,0,0,,
95,0:54.728,13682,N,0,0,0,,
96,0:55.304,13826,N,0,0,0,,
97,0:55.888,13972,N,0,0,0,,
98,0:56.464,14116,N,0,0,0,,
99,0:57.032,14258,N,0,0,0,,
100,0:57.608,14402,N,0,0,0,,
101,0:58.176,14544,N,0,0,0,,
102,0:58.752,14688,N,0,0,0,,
103,0:59.320,14830,N,0,0,0,,
104,0:59.888,14972,N,0,0,0,,
105,1:00.464,15116,N,0,0,0,,
106,1:01.040,15260,N,0,0,0,,
107,1:01.616,15404,N,0,0,0,,
108,1:02.192,15548,N,0,0,0,,
109,1:02.760,15690,N,0,0,0,,
110,1:03.336,15834,N,0,0,0,,
111,1:03.904,15976,N,0,0,0,,
112,1:04.472,16118,N,0,0,0,,
113,1:05.040,16260,N,0,0,0,,
114,1:05.608,16402,N,0,0,0,,
115,1:06.184,16546,N,0,0,0,,
116,1:06.752,16688,N,0,0,0,,
117,1:07.320,16830,N,0,0,0,,
118,1:07.888,16972,N,0,0,0,,
119,1:08.456,17114,N,0,0,0,,
120,1:09.024,17256,N,0,0,0,,
121,1:09.592,17398,N,0,0,0,,
122,1:10.160,17540,N,0,0,0,,
123,1:10.728,17682,N,0,0,0,,
124,1:11.296,17824,N,0,0,0,,
125,1:11.864,17966,N,0,0,0,,
126,1:12.432,18108,N,0,0,0,,
127,1:13.000,18250,N,0,0,0,,
128,1:13.568,18392,N,0,0,0,,
129,1:14.144,18536,N,0,0,0,,
130,1:14.712,18678,N,0,0,0,,
131,1:15.280,18820,N,0,0,0,,
132,1:15.840,18960,N,0,0,0,,
133,1:16.392,19098,N,0,0,0,,
134,1:16.952,19238,N,0,0,0,,
135,1:17.512,19378,N,0,0,0,,
136,1:18.072,19518,N,0,0,0,,
137,1:18.632,19658,N,0,0,0,,
138,1:19.200,19800,N,0,0,0,,
139,1:19.768,19942,N,0,0,0,,
140,1:20.344,20086,N,0,0,0,,
141,1:20.912,20228,N,0,0,0,,
142,1:21.480,20370,N,0,0,0,,
143,1:22.048,20512,N,0,0,0,,
144,1:22.608,20652,N,0,0,0,,
145,1:23.176,20794,N,0,0,0,,
146,1:23.744,20936,N,0,0,0,,
147,1:24.312,21078,N,0,0,0,,
148,1:24.880,21220,N,0,0,0,,
149,1:25.440,21360,N,0,0,0,,
150,1:26.008,21502,N,0,0,0,,
151,1:26.568,21642,N,0,0,0,,
152,1:27.128,21782,N,0,0,0,,
153,1:27.696,21924,N,0,0,0,,
154,1:28.256,22064,N,0,0,0,,
155,1:28.816,22204,N,0,0,0,,
156,1:29.384,22346,N,0,0,0,,
157,1:29.952,22488,N,0,0,0,,
158,1:30.520,22630,N,0,0,0,,
159,1:31.088,22772,N,0,0,0,,
160,1:31.656,22914,N,0,0,0,,
161,1:32.216,23054,N,0,0,0,,
162,1:32.784,23196,N,0,0,0,,
163,1:33.352,23338,N,0,0,0,,
164,1:33.920,23480,N,0,0,0,,
165,1:34.488,23622,N,0,0,0,,
166,1:35.064,23766,N,0,0,0,,
167,1:35.632,23908,N,0,0,0,,
168,1:36.200,24050,N,0,0,0,,
169,1:36.768,24192,N,0,0,0,,
170,1:37.336,24334,N,0,0,0,,
171,1:37.904,24476,N,0,0,0,,
172,1:38.480,24620,N,0,0,0,,
173,1:39.048,24762,N,0,0,0,,
174,1:39.608,24902,N,0,0,0,,
175,1:40.176,25044,N,0,0,0,,
176,1:40.744,25186,N,0,0,0,,
177,1:41.312,25328,N,0,0,0,,
178,1:41.880,25470,N,0,0,0,,
179,1:42.440,25610,N,0,0,0,,
180,1:43.008,25752,N,0,0,0,,
181,1:43.568,25892,N,0,0,0,,
182,1:44.136,26034,N,0,0,0,,
183,1:44.696,26174,N,0,0,0,,
184,1:45.264,26316,N,0,0,0,,
185,1:45.824,26456,N,0,0,0,,
186,1:46.392,26598,N,0,0,0,,
187,1:46.952,26738,N,0,0,0,,
188,1:47.520,26880,N,0,0,0,,
189,1:48.088,27022,N,0,0,0,,
190,1:48.648,27162,N,0,0,0,,
191,1:49.216,27304,N,0,0,0,,
192,1:49.792,27448,N,0,0,0,,
193,1:50.360,27590,N,0,0,0,,
194,1:50.928,27732,N,0,0,0,,
195,1:51.496,27874,N,0,0,0,,
196,1:52.072,28018,N,0,0,0,,
197,1:52.640,28160,N,0,0,0,,
198,1:53.208,28302,N,0,0,0,,
199,1:53.784,28446,N,0,0,0,,
200,1:54.352,28588,N,0,0,0,,
201,1:54.920,28730,N,0,0,0,,
202,1:55.488,28872,N,0,0,0,,
203,1:56.048,29012,N,0,0,0,,
204,1:56.616,29154,N,0,0,0,,
205,1:57.184,29296,N,0,0,0,,
206,1:57.752,29438,N,0,0,0,,
207,1:58.312,29578,N,0,0,0,,
208,1:58.880,29720,N,0,0,0,,
209,1:59.456,29864,N,0,0,0,,
210,2:00.024,30006,N,0,0,0,,
211,2:00.592,30148,N,0,0,0,,
212,2:01.168,30292,N,0,0,0,,
213,2:01.736,30434,N,0,0,0,,
214,2:02.304,30576,N,0,0,0,,
215,2:02.872,30718,N,0,0,0,,
216,2:03.448,30862,N,0,0,0,,
217,2:04.008,31002,N,0,0,0,,
218,2:04.584,31146,N,0,0,0,,
219,2:05.152,31288,N,0,0,0,,
220,2:05.712,31428,N,0,0,0,,
221,2:06.280,31570,N,0,0,0,,
222,2:06.848,31712,N,0,0,0,,
223,2:07.416,31854,N,0,0,0,,
224,2:07.976,31994,N,0,0,0,,
225,2:08.536,32134,N,0,0,0,,
226,2:09.088,32272,N,0,0,0,,
227,2:09.648,32412,N,0,0,0,,
228,2:10.216,32554,N,0,0,0,,
229,2:10.776,32694,N,0,0,0,,
230,2:11.344,32836,N,0,0,0,,
231,2:11.912,32978,N,0,0,0,,
232,2:12.480,33120,N,0,0,0,,
233,2:13.048,33262,N,0,0,0,,
234,2:13.616,33404,N,0,0,0,,
235,2:14.184,33546,N,0,0,0,,
236,2:14.752,33688,N,0,0,0,,
237,2:15.312,33828,N,0,0,0,,
238,2:15.880,33970,N,0,0,0,,
239,2:16.448,34112,N,0,0,0,,
240,2:17.008,34252,N,0,0,0,,
241,2:17.576,34394,N,0,0,0,,
242,2:18.136,34534,N,0,0,0,,
243,2:18.704,34676,N,0,0,0,,
244,2:19.272,34818,N,0,0,0,,
245,2:19.832,34958,N,0,0,0,,
246,2:20.400,35100,N,0,0,0,,
247,2:20.960,35240,N,0,0,0,,
248,2:21.528,35382,N,0,0,0,,
249,2:22.088,35522,N,0,0,0,,
250,2:22.656,35664,N,0,0,0,,
251,2:23.224,35806,N,0,0,0,,
252,2:23.792,35948,N,0,0,0,,
253,2:24.360,36090,N,0,0,0,,
254,2:24.928,36232,N,0,0,0,,
255,2:25.496,36374,N,0,0,0,,
256,2:26.064,36516,N,0,0,0,,
257,2:26.632,36658,N,0,0,0,,
258,2:27.200,36800,N,0,0,0,,
259,2:27.768,36942,N,0,0,0,,
260,2:28.336,37084,N,0,0,0,,
261,2:28.896,37224,N,0,0,0,,
262,2:29.464,37366,N,0,0,0,,
263,2:30.024,37506,N,0,0,0,,
264,2:30.592,37648,N,0,0,0,,
265,2:31.160,37790,N,0,0,0,,
266,2:31.720,37930,N,0,0,0,,
267,2:32.288,38072,N,0,0,0,,
268,2:32.848,38212,N,0,0,0,,
269,2:33.408,38352,N,0,0,0,,
270,2:33.976,38494,N,0,0,0,,
271,2:34.536,38634,N,0,0,0,,
272,2:35.104,38776,N,0,0,0,,
273,2:35.664,38916,N,0,0,0,,
274,2:36.232,39058,N,0,0,0,,
275,2:36.800,39200,N,0,0,0,,
276,2:37.360,39340,N,0,0,0,,
277,2:37.928,39482,N,0,0,0,,
278,2:38.496,39624,N,0,0,0,,
279,2:39.056,39764,N,0,0,0,,
280,2:39.624,39906,N,0,0,0,,
281,2:40.192,40048,N,0,0,0,,
282,2:40.760,40190,N,0,0,0,,
283,2:41.328,40332,N,0,0,0,,
284,2:41.888,40472,N,0,0,0,,
285,2:42.456,40614,N,0,0,0,,
286,2:43.016,40754,N,0,0,0,,
287,2:43.576,40894,N,0,0,0,,
