,Time,Sample,#,Type,Sub,Chan,Num,Aux
0,0:00.392,98,N,0,0,0,,
1,0:01.136,284,N,0,0,0,,
2,0:01.920,480,N,0,0,0,,
3,0:02.752,688,N,0,0,0,,
4,0:03.576,894,N,0,0,0,,
5,0:04.456,1114,N,0,0,0,,
6,0:05.368,1342,N,0,0,0,,
7,0:06.288,1572,N,0,0,0,,
8,0:07.176,1794,N,0,0,0,,
9,0:08.040,2010,N,0,0,0,,
10,0:08.920,2230,N,0,0,0,,
11,0:09.808,2452,N,0,0,0,,
12,0:10.688,2672,N,0,0,0,,
13,0:11.520,2880,N,0,0,0,,
14,0:12.384,3096,N,0,0,0,,
15,0:13.288,3322,N,0,0,0,,
16,0:14.200,3550,N,0,0,0,,
17,0:15.072,3768,N,0,0,0,,
18,0:15.936,3984,N,0,0,0,,
19,0:16.840,4210,N,0,0,0,,
20,0:17.752,4438,N,0,0,0,,
21,0:18.672,4668,N,0,0,0,,
22,0:19.544,4886,N,0,0,0,,
23,0:20.400,5100,N,0,0,0,,
24,0:21.240,5310,N,0,0,0,,
25,0:22.080,5520,N,0,0,0,,
26,0:22.888,5722,N,0,0,0,,
27,0:23.680,5920,N,0,0,0,,
28,0:24.504,6126,N,0,0,0,,
29,0:25.352,6338,N,0,0,0,,
30,0:26.208,6552,N,0,0,0,,
31,0:27.032,6758,N,0,0,0,,
32,0:27.864,6966,N,0,0,0,,
33,0:28.688,7172,N,0,0,0,,
34,0:29.200,7300,V,0,0,0,,
35,0:30.296,7574,N,0,0,0,,
36,0:30.864,7716,V,0,0,0,,
37,0:31.832,7958,N,0,0,0,,
38,0:32.560,8140,N,0,0,0,,
39,0:33.264,8316,N,0,0,0,,
40,0:33.984,8496,N,0,0,0,,
41,0:34.720,8680,N,0,0,0,,
42,0:35.496,8874,N,0,0,0,,
43,0:36.312,9078,N,0,0,0,,
44,0:37.184,9296,N,0,0,0,,
45,0:38.136,9534,N,0,0,0,,
46,0:39.088,9772,N,0,0,0,,
47,0:40.008,10002,N,0,0,0,,
48,0:40.944,10236,N,0,0,0,,
49,0:41.392,10348,V,0,0,0,,
50,0:42.656,10664,N,0,0,0,,
51,0:43.424,10856,N,0,0,0,,
52,0:44.176,11044,N,0,0,0,,
53,0:44.936,11234,N,0,0,0,,
54,0:45.696,11424,N,0,0,0,,
55,0:46.080,11520,V,0,0,0,,
56,0:47.272,11818,N,0,0,0,,
57,0:47.792,11948,V,0,0,0,,
58,0:48.808,12202,N,0,0,0,,
59,0:49.528,12382,N,0,0,0,,
60,0:49.976,12494,V,0,0,0,,
61,0:51.104,12776,N,0,0,0,,
62,0:51.648,12912,V,0,0,0,,
63,0:52.672,13168,N,0,0,0,,
64,0:53.392,13348,N,0,0,0,,
65,0:53.864,13466,V,0,0,0,,
66,0:54.888,13722,N,0,0,0,,
67,0:55.624,13906,N,0,0,0,,
68,0:56.376,14094,N,0,0,0,,
69,0:57.168,14292,N,0,0,0,,
70,0:57.624,14406,V,0,0,0,,
71,0:58.824,14706,N,0,0,0,,
72,0:59.288,14822,V,0,0,0,,
73,1:00.440,15110,N,0,0,0,,
74,1:01.216,15304,N,0,0,0,,
75,1:02.016,15504,N,0,0,0,,
76,1:02.816,15704,N,0,0,0,,
77,1:03.664,15916,N,0,0,0,,
78,1:04.552,16138,N,0,0,0,,
79,1:05.464,16366,N,0,0,0,,
80,1:06.376,16594,N,0,0,0,,
81,1:07.288,16822,N,0,0,0,,
82,1:08.216,17054,N,0,0,0,,
83,1:09.136,17284,N,0,0,0,,
84,1:10.016,17504,N,0,0,0,,
85,1:10.888,17722,N,0,0,0,,
86,1:11.768,17942,N,0,0,0,,
87,1:12.640,18160,N,0,0,0,,
88,1:13.496,18374,N,0,0,0,,
89,1:14.336,18584,N,0,0,0,,
90,1:15.192,18798,N,0,0,0,,
91,1:16.096,19024,N,0,0,0,,
92,1:16.976,19244,N,0,0,0,,
93,1:17.816,19454,N,0,0,0,,
94,1:18.672,19668,N,0,0,0,,
95,1:19.568,19892,N,0,0,0,,
96,1:20.456,20114,N,0,0,0,,
97,1:21.312,20328,N,0,0,0,,
98,1:22.184,20546,N,0,0,0,,
99,1:22.624,20656,V,0,0,0,,
100,1:23.864,20966,N,0,0,0,,
101,1:24.648,21162,N,0,0,0,,
102,1:25.432,21358,N,0,0,0,,
103,1:26.272,21568,N,0,0,0,,
104,1:27.128,21782,N,0,0,0,,
105,1:27.976,21994,N,0,0,0,,
106,1:28.872,22218,N,0,0,0,,
107,1:29.816,22454,N,0,0,0,,
108,1:30.776,22694,N,0,0,0,,
109,1:31.624,22906,V,0,0,0,,
110,1:32.672,23168,N,0,0,0,,
111,1:33.632,23408,N,0,0,0,,
112,1:34.568,23642,N,0,0,0,,
113,1:35.456,23864,N,0,0,0,,
114,1:36.328,24082,N,0,0,0,,
115,1:37.248,24312,N,0,0,0,,
116,1:38.208,24552,N,0,0,0,,
117,1:39.160,24790,N,0,0,0,,
118,1:40.048,25012,N,0,0,0,,
119,1:40.944,25236,N,0,0,0,,
120,1:41.856,25464,N,0,0,0,,
121,1:42.768,25692,N,0,0,0,,
122,1:43.648,25912,N,0,0,0,,
123,1:44.520,26130,N,0,0,0,,
124,1:45.416,26354,N,0,0,0,,
125,1:46.296,26574,N,0,0,0,,
126,1:47.152,26788,N,0,0,0,,
127,1:48.008,27002,N,0,0,0,,
