,Time,Sample,#,Type,Sub,Chan,Num,Aux
0,0:00.168,42,N,0,0,0,,
1,0:01.192,298,N,0,0,0,,
2,0:02.208,552,N,0,0,0,,
3,0:03.264,816,N,0,0,0,,
4,0:04.280,1070,N,0,0,0,,
5,0:05.296,1324,N,0,0,0,,
6,0:06.328,1582,N,0,0,0,,
7,0:07.364,1841,N,0,0,0,,
8,0:08.388,2097,N,0,0,0,,
9,0:09.404,2351,N,0,0,0,,
10,0:10.452,2613,N,0,0,0,,
11,0:11.484,2871,N,0,0,0,,
12,0:12.492,3123,N,0,0,0,,
13,0:13.500,3375,N,0,0,0,,
14,0:14.520,3630,N,0,0,0,,
15,0:15.552,3888,N,0,0,0,,
16,0:16.560,4140,N,0,0,0,,
17,0:17.568,4392,N,0,0,0,,
18,0:18.608,4652,N,0,0,0,,
19,0:19.632,4908,N,0,0,0,,
20,0:20.648,5162,N,0,0,0,,
21,0:21.684,5421,N,0,0,0,,
22,0:22.724,5681,N,0,0,0,,
23,0:23.740,5935,N,0,0,0,,
24,0:24.740,6185,N,0,0,0,,
25,0:25.764,6441,N,0,0,0,,
26,0:26.780,6695,N,0,0,0,,
27,0:27.788,6947,N,0,0,0,,
28,0:28.804,7201,N,0,0,0,,
29,0:29.820,7455,N,0,0,0,,
30,0:30.820,7705,N,0,0,0,,
31,0:31.832,7958,N,0,0,0,,
32,0:32.856,8214,N,0,0,0,,
33,0:33.880,8470,N,0,0,0,,
34,0:34.888,8722,N,0,0,0,,
35,0:35.904,8976,N,0,0,0,,
36,0:36.936,9234,N,0,0,0,,
37,0:37.944,9486,N,0,0,0,,
38,0:38.960,9740,N,0,0,0,,
39,0:39.984,9996,N,0,0,0,,
40,0:41.004,10251,N,0,0,0,,
41,0:42.020,10505,N,0,0,0,,
42,0:43.052,10763,N,0,0,0,,
43,0:44.076,11019,N,0,0,0,,
44,0:45.084,11271,N,0,0,0,,
45,0:46.100,11525,N,0,0,0,,
46,0:47.116,11779,N,0,0,0,,
47,0:48.140,12035,N,0,0,0,,
48,0:49.148,12287,N,0,0,0,,
49,0:50.164,12541,N,0,0,0,,
50,0:51.200,12800,N,0,0,0,,
51,0:52.224,13056,N,0,0,0,,
52,0:53.224,13306,N,0,0,0,,
53,0:54.256,13564,N,0,0,0,,
54,0:55.272,13818,N,0,0,0,,
55,0:56.288,14072,N,0,0,0,,
56,0:57.296,14324,N,0,0,0,,
57,0:58.320,14580,N,0,0,0,,
58,0:59.320,14830,N,0,0,0,,
59,1:00.320,15080,N,0,0,0,,
60,1:01.332,15333,N,0,0,0,,
61,1:02.340,15585,N,0,0,0,,
62,1:03.328,15832,N,0,0,0,,
63,1:04.340,16085,N,0,0,0,,
64,1:05.356,16339,N,0,0,0,,
65,1:06.372,16593,N,0,0,0,,
66,1:07.372,16843,N,0,0,0,,
67,1:08.404,17101,N,0,0,0,,
68,1:09.428,17357,N,0,0,0,,
69,1:10.436,17609,N,0,0,0,,
70,1:11.460,17865,N,0,0,0,,
71,1:12.484,18121,N,0,0,0,,
72,1:13.500,18375,N,0,0,0,,
73,1:14.504,18626,N,0,0,0,,
74,1:15.528,18882,N,0,0,0,,
75,1:16.536,19134,N,0,0,0,,
76,1:17.544,19386,N,0,0,0,,
77,1:18.552,19638,N,0,0,0,,
78,1:19.584,19896,N,0,0,0,,
79,1:20.600,20150,N,0,0,0,,
80,1:21.608,20402,N,0,0,0,,
81,1:22.632,20658,N,0,0,0,,
82,1:23.656,20914,N,0,0,0,,
83,1:24.668,21167,N,0,0,0,,
84,1:25.692,21423,N,0,0,0,,
85,1:26.740,21685,N,0,0,0,,
86,1:27.780,21945,N,0,0,0,,
87,1:28.812,22203,N,0,0,0,,
88,1:29.832,22458,N,0,0,0,,
89,1:30.848,22712,N,0,0,0,,
90,1:31.864,22966,N,0,0,0,,
91,1:32.864,23216,N,0,0,0,,
92,1:33.856,23464,N,0,0,0,,
93,1:34.864,23716,N,0,0,0,,
94,1:35.864,23966,N,0,0,0,,
95,1:36.856,24214,N,0,0,0,,
96,1:37.828,24457,N,0,0,0,,
97,1:38.848,24712,N,0,0,0,,
98,1:39.864,24966,N,0,0,0,,
99,1:40.848,25212,N,0,0,0,,
100,1:41.864,25466,N,0,0,0,,
101,1:42.896,25724,N,0,0,0,,
102,1:43.912,25978,N,0,0,0,,
103,1:44.928,26232,N,0,0,0,,
104,1:45.960,26490,N,0,0,0,,
105,1:47.004,26751,N,0,0,0,,
106,1:48.028,27007,N,0,0,0,,
107,1:49.076,27269,N,0,0,0,,
108,1:50.124,27531,N,0,0,0,,
109,1:51.156,27789,N,0,0,0,,
110,1:52.192,28048,N,0,0,0,,
111,1:53.248,28312,N,0,0,0,,
112,1:54.312,28578,N,0,0,0,,
113,1:55.348,28837,N,0,0,0,,
114,1:56.428,29107,N,0,0,0,,
115,1:57.492,29373,N,0,0,0,,
116,1:58.544,29636,N,0,0,0,,
117,1:59.600,29900,N,0,0,0,,
118,2:00.640,30160,N,0,0,0,,
119,2:01.684,30421,N,0,0,0,,
120,2:02.732,30683,N,0,0,0,,
121,2:03.788,30947,N,0,0,0,,
122,2:04.828,31207,N,0,0,0,,
123,2:05.848,31462,N,0,0,0,,
124,2:06.872,31718,N,0,0,0,,
125,2:07.896,31974,N,0,0,0,,
126,2:08.904,32226,N,0,0,0,,
127,2:09.928,32482,N,0,0,0,,
128,2:10.984,32746,N,0,0,0,,
129,2:11.992,32998,N,0,0,0,,
130,2:13.000,33250,N,0,0,0,,
131,2:14.028,33507,N,0,0,0,,
132,2:15.052,33763,N,0,0,0,,
133,2:16.052,34013,N,0,0,0,,
134,2:17.076,34269,N,0,0,0,,
135,2:18.092,34523,N,0,0,0,,
136,2:19.108,34777,N,0,0,0,,
137,2:20.132,35033,N,0,0,0,,
138,2:21.184,35296,N,0,0,0,,
139,2:22.240,35560,N,0,0,0,,
140,2:23.280,35820,N,0,0,0,,
141,2:24.332,36083,N,0,0,0,,
142,2:25.404,36351,N,0,0,0,,
143,2:26.468,36617,N,0,0,0,,
144,2:27.520,36880,N,0,0,0,,
145,2:28.584,37146,N,0,0,0,,
146,2:29.640,37410,N,0,0,0,,
147,2:30.716,37679,N,0,0,0,,
148,2:31.812,37953,N,0,0,0,,
149,2:32.888,38222,N,0,0,0,,
150,2:33.960,38490,N,0,0,0,,
151,2:35.044,38761,N,0,0,0,,
152,2:36.124,39031,N,0,0,0,,
153,2:37.192,39298,N,0,0,0,,
154,2:38.256,39564,N,0,0,0,,
155,2:39.312,39828,N,0,0,0,,
156,2:40.364,40091,N,0,0,0,,
157,2:41.412,40353,N,0,0,0,,
158,2:42.444,40611,N,0,0,0,,
159,2:43.484,40871,N,0,0,0,,
160,2:44.528,41132,N,0,0,0,,
161,2:45.544,41386,N,0,0,0,,
162,2:46.568,41642,N,0,0,0,,
163,2:47.608,41902,N,0,0,0,,
164,2:48.656,42164,N,0,0,0,,
165,2:49.676,42419,N,0,0,0,,
166,2:50.692,42673,N,0,0,0,,
167,2:51.740,42935,N,0,0,0,,
168,2:52.756,43189,N,0,0,0,,
169,2:53.780,43445,N,0,0,0,,
170,2:54.812,43703,N,0,0,0,,
171,2:55.848,43962,N,0,0,0,,
172,2:56.888,44222,N,0,0,0,,
173,2:57.912,44478,N,0,0,0,,
174,2:58.960,44740,N,0,0,0,,
175,2:59.992,44998,N,0,0,0,,
176,3:01.020,45255,N,0,0,0,,
177,3:02.092,45523,N,0,0,0,,
178,3:03.124,45781,N,0,0,0,,
179,3:04.124,46031,N,0,0,0,,
180,3:05.148,46287,N,0,0,0,,
181,3:06.164,46541,N,0,0,0,,
182,3:07.156,46789,N,0,0,0,,
183,3:08.164,47041,N,0,0,0,,
184,3:09.184,47296,N,0,0,0,,
185,3:10.184,47546,N,0,0,0,,
186,3:11.208,47802,N,0,0,0,,
187,3:12.240,48060,N,0,0,0,,
188,3:13.248,48312,N,0,0,0,,
189,3:14.264,48566,N,0,0,0,,
190,3:15.296,48824,N,0,0,0,,
191,3:16.312,49078,N,0,0,0,,
192,3:17.328,49332,N,0,0,0,,
193,3:18.356,49589,N,0,0,0,,
194,3:19.388,49847,N,0,0,0,,
195,3:20.412,50103,N,0,0,0,,
196,3:21.444,50361,N,0,0,0,,
197,3:22.476,50619,N,0,0,0,,
198,3:23.484,50871,N,0,0,0,,
199,3:24.492,51123,N,0,0,0,,
200,3:25.504,51376,N,0,0,0,,
201,3:26.512,51628,N,0,0,0,,
202,3:27.528,51882,N,0,0,0,,
203,3:28.552,52138,N,0,0,0,,
204,3:29.592,52398,N,0,0,0,,
205,3:30.608,52652,N,0,0,0,,
206,3:31.624,52906,N,0,0,0,,
