,Time,Sample,#,Type,Sub,Chan,Num,Aux
0,0:00.640,160,N,0,0,0,,
1,0:01.776,444,N,0,0,0,,
2,0:02.864,716,N,0,0,0,,
3,0:03.968,992,N,0,0,0,,
4,0:05.104,1276,N,0,0,0,,
5,0:06.224,1556,N,0,0,0,,
6,0:07.312,1828,N,0,0,0,,
7,0:08.432,2108,N,0,0,0,,
8,0:09.592,2398,N,0,0,0,,
9,0:10.720,2680,N,0,0,0,,
10,0:11.816,2954,N,0,0,0,,
11,0:12.952,3238,N,0,0,0,,
12,0:14.112,3528,N,0,0,0,,
13,0:15.256,3814,N,0,0,0,,
14,0:16.360,4090,N,0,0,0,,
15,0:17.504,4376,N,0,0,0,,
16,0:18.664,4666,N,0,0,0,,
17,0:19.816,4954,N,0,0,0,,
18,0:20.920,5230,N,0,0,0,,
19,0:22.040,5510,N,0,0,0,,
20,0:23.176,5794,N,0,0,0,,
21,0:24.304,6076,N,0,0,0,,
22,0:25.416,6354,N,0,0,0,,
23,0:26.544,6636,N,0,0,0,,
24,0:26.548,6637,T,0,0,0,(T2-,
25,0:27.672,6918,N,0,0,0,,
26,0:28.760,7190,N,0,0,0,,
27,0:29.832,7458,N,0,0,0,,
28,0:30.968,7742,N,0,0,0,,
29,0:32.104,8026,N,0,0,0,,
30,0:33.184,8296,N,0,0,0,,
31,0:34.280,8570,N,0,0,0,,
32,0:35.408,8852,N,0,0,0,,
33,0:36.528,9132,N,0,0,0,,
34,0:37.600,9400,N,0,0,0,,
35,0:38.696,9674,N,0,0,0,,
36,0:39.808,9952,N,0,0,0,,
37,0:40.888,10222,N,0,0,0,,
38,0:41.960,10490,N,0,0,0,,
39,0:43.096,10774,N,0,0,0,,
40,0:44.240,11060,N,0,0,0,,
41,0:45.352,11338,N,0,0,0,,
42,0:46.432,11608,N,0,0,0,,
43,0:47.544,11886,N,0,0,0,,
44,0:48.664,12166,N,0,0,0,,
45,0:49.784,12446,N,0,0,0,,
46,0:50.864,12716,N,0,0,0,,
47,0:51.984,12996,N,0,0,0,,
48,0:53.120,13280,N,0,0,0,,
49,0:54.240,13560,N,0,0,0,,
50,0:55.344,13836,N,0,0,0,,
51,0:56.488,14122,N,0,0,0,,
52,0:57.648,14412,N,0,0,0,,
53,0:58.776,14694,N,0,0,0,,
54,0:59.832,14958,N,0,0,0,,
55,1:00.928,15232,N,0,0,0,,
56,1:02.032,15508,N,0,0,0,,
57,1:03.136,15784,N,0,0,0,,
58,1:04.208,16052,N,0,0,0,,
59,1:05.352,16338,N,0,0,0,,
60,1:06.528,16632,N,0,0,0,,
61,1:07.664,16916,N,0,0,0,,
62,1:08.784,17196,N,0,0,0,,
63,1:09.936,17484,N,0,0,0,,
64,1:11.080,17770,N,0,0,0,,
65,1:12.216,18054,N,0,0,0,,
66,1:13.344,18336,N,0,0,0,,
67,1:14.504,18626,N,0,0,0,,
68,1:15.656,18914,N,0,0,0,,
69,1:16.792,19198,N,0,0,0,,
70,1:17.912,19478,N,0,0,0,,
71,1:19.072,19768,N,0,0,0,,
72,1:20.240,20060,N,0,0,0,,
73,1:21.344,20336,N,0,0,0,,
74,1:22.400,20600,N,0,0,0,,
75,1:23.504,20876,N,0,0,0,,
76,1:24.632,21158,N,0,0,0,,
77,1:25.752,21438,N,0,0,0,,
78,1:26.840,21710,N,0,0,0,,
79,1:27.968,21992,N,0,0,0,,
80,1:29.112,22278,N,0,0,0,,
81,1:30.248,22562,N,0,0,0,,
82,1:31.352,22838,N,0,0,0,,
83,1:32.488,23122,N,0,0,0,,
84,1:33.664,23416,N,0,0,0,,
85,1:34.808,23702,N,0,0,0,,
86,1:35.920,23980,N,0,0,0,,
87,1:37.056,24264,N,0,0,0,,
88,1:38.192,24548,N,0,0,0,,
89,1:39.280,24820,N,0,0,0,,
90,1:40.368,25092,N,0,0,0,,
91,1:41.512,25378,N,0,0,0,,
92,1:42.656,25664,N,0,0,0,,
93,1:43.768,25942,N,0,0,0,,
94,1:44.824,26206,N,0,0,0,,
95,1:45.936,26484,N,0,0,0,,
96,1:47.064,26766,N,0,0,0,,
97,1:48.184,27046,N,0,0,0,,
98,1:49.256,27314,N,0,0,0,,
99,1:50.376,27594,N,0,0,0,,
100,1:51.536,27884,N,0,0,0,,
101,1:52.680,28170,N,0,0,0,,
102,1:53.784,28446,N,0,0,0,,
103,1:54.928,28732,N,0,0,0,,
104,1:56.080,29020,N,0,0,0,,
105,1:57.232,29308,N,0,0,0,,
106,1:58.344,29586,N,0,0,0,,
107,1:59.488,29872,N,0,0,0,,
108,2:00.656,30164,N,0,0,0,,
109,2:01.816,30454,N,0,0,0,,
110,2:02.944,30736,N,0,0,0,,
111,2:04.072,31018,N,0,0,0,,
112,2:05.224,31306,N,0,0,0,,
113,2:06.376,31594,N,0,0,0,,
114,2:07.512,31878,N,0,0,0,,
115,2:08.608,32152,N,0,0,0,,
116,2:09.744,32436,N,0,0,0,,
117,2:10.896,32724,N,0,0,0,,
118,2:12.008,33002,N,0,0,0,,
119,2:13.096,33274,N,0,0,0,,
120,2:14.200,33550,N,0,0,0,,
