,Time,Sample,#,Type,Sub,Chan,Num,Aux
0,0:00.536,134,N,0,0,0,,
1,0:01.584,396,N,0,0,0,,
2,0:02.616,654,N,0,0,0,,
3,0:03.664,916,N,0,0,0,,
4,0:04.688,1172,N,0,0,0,,
5,0:05.728,1432,N,0,0,0,,
6,0:06.784,1696,N,0,0,0,,
7,0:07.824,1956,N,0,0,0,,
8,0:08.904,2226,N,0,0,0,,
9,0:10.008,2502,N,0,0,0,,
10,0:11.064,2766,N,0,0,0,,
11,0:12.136,3034,N,0,0,0,,
12,0:13.208,3302,N,0,0,0,,
13,0:14.296,3574,N,0,0,0,,
14,0:15.368,3842,N,0,0,0,,
15,0:16.424,4106,N,0,0,0,,
16,0:17.480,4370,N,0,0,0,,
17,0:18.536,4634,N,0,0,0,,
18,0:19.608,4902,N,0,0,0,,
19,0:20.696,5174,N,0,0,0,,
20,0:21.760,5440,N,0,0,0,,
21,0:22.824,5706,N,0,0,0,,
22,0:23.912,5978,N,0,0,0,,
23,0:24.968,6242,N,0,0,0,,
24,0:26.024,6506,N,0,0,0,,
25,0:27.088,6772,N,0,0,0,,
26,0:28.152,7038,N,0,0,0,,
27,0:29.200,7300,N,0,0,0,,
28,0:30.232,7558,N,0,0,0,,
29,0:31.248,7812,N,0,0,0,,
30,0:32.264,8066,N,0,0,0,,
31,0:33.296,8324,N,0,0,0,,
32,0:34.328,8582,N,0,0,0,,
33,0:35.384,8846,N,0,0,0,,
34,0:36.496,9124,N,0,0,0,,
35,0:37.616,9404,N,0,0,0,,
36,0:38.760,9690,N,0,0,0,,
37,0:39.912,9978,N,0,0,0,,
38,0:41.040,10260,N,0,0,0,,
39,0:42.120,10530,N,0,0,0,,
40,0:43.208,10802,N,0,0,0,,
41,0:44.304,11076,N,0,0,0,,
42,0:45.400,11350,N,0,0,0,,
43,0:46.496,11624,N,0,0,0,,
44,0:47.552,11888,N,0,0,0,,
45,0:48.584,12146,N,0,0,0,,
46,0:49.576,12394,N,0,0,0,,
47,0:50.528,12632,N,0,0,0,,
48,0:51.504,12876,N,0,0,0,,
49,0:52.520,13130,N,0,0,0,,
50,0:53.552,13388,N,0,0,0,,
51,0:54.608,13652,N,0,0,0,,
52,0:55.704,13926,N,0,0,0,,
53,0:56.800,14200,N,0,0,0,,
54,0:57.896,14474,N,0,0,0,,
55,0:59.000,14750,N,0,0,0,,
56,1:00.128,15032,N,0,0,0,,
57,1:01.248,15312,N,0,0,0,,
58,1:02.320,15580,N,0,0,0,,
59,1:03.376,15844,N,0,0,0,,
60,1:04.448,16112,N,0,0,0,,
61,1:05.552,16388,N,0,0,0,,
62,1:06.640,16660,N,0,0,0,,
63,1:07.720,16930,N,0,0,0,,
64,1:08.800,17200,N,0,0,0,,
65,1:09.888,17472,N,0,0,0,,
66,1:10.976,17744,N,0,0,0,,
67,1:12.088,18022,N,0,0,0,,
68,1:13.216,18304,N,0,0,0,,
69,1:14.344,18586,N,0,0,0,,
70,1:15.480,18870,N,0,0,0,,
71,1:16.592,19148,N,0,0,0,,
72,1:17.688,19422,N,0,0,0,,
73,1:18.784,19696,N,0,0,0,,
74,1:19.888,19972,N,0,0,0,,
75,1:21.016,20254,N,0,0,0,,
76,1:22.136,20534,N,0,0,0,,
77,1:23.248,20812,N,0,0,0,,
78,1:24.408,21102,N,0,0,0,,
79,1:25.568,21392,N,0,0,0,,
80,1:26.712,21678,N,0,0,0,,
81,1:27.824,21956,N,0,0,0,,
82,1:28.968,22242,N,0,0,0,,
83,1:30.112,22528,N,0,0,0,,
84,1:31.224,22806,N,0,0,0,,
85,1:32.320,23080,N,0,0,0,,
86,1:33.424,23356,N,0,0,0,,
87,1:34.480,23620,N,0,0,0,,
88,1:35.568,23892,N,0,0,0,,
89,1:36.672,24168,N,0,0,0,,
90,1:37.776,24444,N,0,0,0,,
91,1:38.888,24722,N,0,0,0,,
92,1:39.984,24996,N,0,0,0,,
93,1:41.056,25264,N,0,0,0,,
94,1:42.160,25540,N,0,0,0,,
95,1:43.272,25818,N,0,0,0,,
96,1:44.392,26098,N,0,0,0,,
97,1:45.504,26376,N,0,0,0,,
98,1:46.632,26658,N,0,0,0,,
99,1:47.744,26936,N,0,0,0,,
100,1:48.840,27210,N,0,0,0,,
101,1:49.944,27486,N,0,0,0,,
102,1:51.032,27758,N,0,0,0,,
103,1:52.136,28034,N,0,0,0,,
