,Time,Sample,#,Type,Sub,Chan,Num,Aux
0,0:00.512,128,N,0,0,0,,
1,0:01.848,462,N,0,0,0,,
2,0:03.184,796,N,0,0,0,,
3,0:04.468,1117,N,0,0,0,,
4,0:05.724,1431,N,0,0,0,,
5,0:07.012,1753,N,0,0,0,,
6,0:08.296,2074,N,0,0,0,,
7,0:09.500,2375,N,0,0,0,,
8,0:10.748,2687,N,0,0,0,,
9,0:12.076,3019,N,0,0,0,,
10,0:13.328,3332,N,0,0,0,,
11,0:14.600,3650,N,0,0,0,,
12,0:15.920,3980,N,0,0,0,,
13,0:17.232,4308,N,0,0,0,,
14,0:18.560,4640,N,0,0,0,,
15,0:19.880,4970,N,0,0,0,,
16,0:21.116,5279,N,0,0,0,,
17,0:22.380,5595,N,0,0,0,,
18,0:23.684,5921,N,0,0,0,,
19,0:24.960,6240,N,0,0,0,,
20,0:26.264,6566,N,0,0,0,,
21,0:27.568,6892,N,0,0,0,,
22,0:28.764,7191,N,0,0,0,,
23,0:30.000,7500,N,0,0,0,,
24,0:31.280,7820,N,0,0,0,,
25,0:32.600,8150,N,0,0,0,,
26,0:33.904,8476,N,0,0,0,,
27,0:35.164,8791,N,0,0,0,,
28,0:36.412,9103,N,0,0,0,,
29,0:37.724,9431,N,0,0,0,,
30,0:39.036,9759,N,0,0,0,,
31,0:40.304,10076,N,0,0,0,,
32,0:41.608,10402,N,0,0,0,,
33,0:42.848,10712,N,0,0,0,,
34,0:44.084,11021,N,0,0,0,,
35,0:45.364,11341,N,0,0,0,,
36,0:46.664,11666,N,0,0,0,,
37,0:47.888,11972,N,0,0,0,,
38,0:49.176,12294,N,0,0,0,,
39,0:50.452,12613,N,0,0,0,,
40,0:51.780,12945,N,0,0,0,,
41,0:53.044,13261,N,0,0,0,,
42,0:54.288,13572,N,0,0,0,,
43,0:55.520,13880,N,0,0,0,,
44,0:57.000,14250,N,0,0,0,,
45,0:58.272,14568,N,0,0,0,,
46,0:59.560,14890,N,0,0,0,,
47,1:01.012,15253,N,0,0,0,,
48,1:02.280,15570,N,0,0,0,,
49,1:03.592,15898,N,0,0,0,,
50,1:04.928,16232,N,0,0,0,,
51,1:06.224,16556,N,0,0,0,,
52,1:07.500,16875,N,0,0,0,,
53,1:08.804,17201,N,0,0,0,,
54,1:10.068,17517,N,0,0,0,,
55,1:11.312,17828,N,0,0,0,,
56,1:12.592,18148,N,0,0,0,,
57,1:13.848,18462,N,0,0,0,,
58,1:15.092,18773,N,0,0,0,,
59,1:16.380,19095,N,0,0,0,,
60,1:17.656,19414,N,0,0,0,,
61,1:18.888,19722,N,0,0,0,,
62,1:20.240,20060,N,0,0,0,,
63,1:21.544,20386,N,0,0,0,,
64,1:22.796,20699,N,0,0,0,,
65,1:24.076,21019,N,0,0,0,,
66,1:25.396,21349,N,0,0,0,,
67,1:26.648,21662,N,0,0,0,,
68,1:27.936,21984,N,0,0,0,,
69,1:29.296,22324,N,0,0,0,,
70,1:30.600,22650,N,0,0,0,,
71,1:31.888,22972,N,0,0,0,,
72,1:33.248,23312,N,0,0,0,,
73,1:34.544,23636,N,0,0,0,,
74,1:35.832,23958,N,0,0,0,,
75,1:37.132,24283,N,0,0,0,,
76,1:38.396,24599,N,0,0,0,,
77,1:39.632,24908,N,0,0,0,,
78,1:40.944,25236,N,0,0,0,,
79,1:42.388,25597,N,0,0,0,,
80,1:43.608,25902,N,0,0,0,,
81,1:44.928,26232,N,0,0,0,,
82,1:46.272,26568,N,0,0,0,,
83,1:47.528,26882,N,0,0,0,,
84,1:48.856,27214,N,0,0,0,,
85,1:50.192,27548,N,0,0,0,,
86,1:51.460,27865,N,0,0,0,,
87,1:52.804,28201,N,0,0,0,,
88,1:54.116,28529,N,0,0,0,,
89,1:55.356,28839,N,0,0,0,,
90,1:56.640,29160,N,0,0,0,,
91,1:57.912,29478,N,0,0,0,,
92,1:59.140,29785,N,0,0,0,,
93,2:00.444,30111,N,0,0,0,,
94,2:01.716,30429,N,0,0,0,,
95,2:02.928,30732,N,0,0,0,,
96,2:04.168,31042,N,0,0,0,,
97,2:05.412,31353,N,0,0,0,,
98,2:06.692,31673,N,0,0,0,,
99,2:07.992,31998,N,0,0,0,,
100,2:09.264,32316,N,0,0,0,,
101,2:10.500,32625,N,0,0,0,,
102,2:11.772,32943,N,0,0,0,,
103,2:13.068,33267,N,0,0,0,,
104,2:14.332,33583,N,0,0,0,,
105,2:15.780,33945,N,0,0,0,,
106,2:16.984,34246,N,0,0,0,,
107,2:18.248,34562,N,0,0,0,,
108,2:19.536,34884,N,0,0,0,,
109,2:20.828,35207,N,0,0,0,,
110,2:22.148,35537,N,0,0,0,,
111,2:23.568,35892,N,0,0,0,,
112,2:24.796,36199,N,0,0,0,,
113,2:26.084,36521,N,0,0,0,,
114,2:27.436,36859,N,0,0,0,,
115,2:28.724,37181,N,0,0,0,,
116,2:29.968,37492,N,0,0,0,,
117,2:31.240,37810,N,0,0,0,,
118,2:32.492,38123,N,0,0,0,,
119,2:33.748,38437,N,0,0,0,,
120,2:35.224,38806,N,0,0,0,,
121,2:36.492,39123,N,0,0,0,,
122,2:37.740,39435,N,0,0,0,,
123,2:39.044,39761,N,0,0,0,,
124,2:40.380,40095,N,0,0,0,,
125,2:41.648,40412,N,0,0,0,,
126,2:42.920,40730,N,0,0,0,,
127,2:44.224,41056,N,0,0,0,,
128,2:45.500,41375,N,0,0,0,,
129,2:46.812,41703,N,0,0,0,,
130,2:48.076,42019,N,0,0,0,,
131,2:49.280,42320,N,0,0,0,,
132,2:50.504,42626,N,0,0,0,,
133,2:51.780,42945,N,0,0,0,,
134,2:53.132,43283,N,0,0,0,,
135,2:54.380,43595,N,0,0,0,,
136,2:55.664,43916,N,0,0,0,,
137,2:56.944,44236,N,0,0,0,,
138,2:58.224,44556,N,0,0,0,,
139,2:59.560,44890,N,0,0,0,,
140,3:00.856,45214,N,0,0,0,,
141,3:02.124,45531,N,0,0,0,,
142,3:03.452,45863,N,0,0,0,,
143,3:04.764,46191,N,0,0,0,,
144,3:06.004,46501,N,0,0,0,,
145,3:07.272,46818,N,0,0,0,,
146,3:08.512,47128,N,0,0,0,,
147,3:09.732,47433,N,0,0,0,,
148,3:11.012,47753,N,0,0,0,,
149,3:12.320,48080,N,0,0,0,,
150,3:13.592,48398,N,0,0,0,,
151,3:14.896,48724,N,0,0,0,,
152,3:16.184,49046,N,0,0,0,,
153,3:17.452,49363,N,0,0,0,,
154,3:18.872,49718,N,0,0,0,,
155,3:20.084,50021,N,0,0,0,,
156,3:21.348,50337,N,0,0,0,,
157,3:22.668,50667,N,0,0,0,,
158,3:23.928,50982,N,0,0,0,,
159,3:25.164,51291,N,0,0,0,,
160,3:26.452,51613,N,0,0,0,,
161,3:27.780,51945,N,0,0,0,,
162,3:29.044,52261,N,0,0,0,,
163,3:30.320,52580,N,0,0,0,,
164,3:31.608,52902,N,0,0,0,,
165,3:32.848,53212,N,0,0,0,,
166,3:34.116,53529,N,0,0,0,,
167,3:35.420,53855,N,0,0,0,,
168,3:36.668,54167,N,0,0,0,,
169,3:37.920,54480,N,0,0,0,,
170,3:39.200,54800,N,0,0,0,,
171,3:40.484,55121,N,0,0,0,,
172,3:41.732,55433,N,0,0,0,,
173,3:43.036,55759,N,0,0,0,,
174,3:44.356,56089,N,0,0,0,,
175,3:45.552,56388,N,0,0,0,,
176,3:46.764,56691,N,0,0,0,,
177,3:48.036,57009,N,0,0,0,,
178,3:49.264,57316,N,0,0,0,,
179,3:50.676,57669,N,0,0,0,,
180,3:51.936,57984,N,0,0,0,,
181,3:53.208,58302,N,0,0,0,,
182,3:54.512,58628,N,0,0,0,,
183,3:55.872,58968,N,0,0,0,,
184,3:57.168,59292,N,0,0,0,,
185,3:58.520,59630,N,0,0,0,,
186,3:59.828,59957,N,0,0,0,,
187,4:01.084,60271,N,0,0,0,,
188,4:02.380,60595,N,0,0,0,,
189,4:03.640,60910,N,0,0,0,,
190,4:04.856,61214,N,0,0,0,,
191,4:06.140,61535,N,0,0,0,,
