,Time,Sample,#,Type,Sub,Chan,Num,Aux
0,0:00.696,174,N,0,0,0,,
1,0:01.432,358,N,0,0,0,,
2,0:02.240,560,N,0,0,0,,
3,0:03.256,814,N,0,0,0,,
4,0:03.984,996,N,0,0,0,,
5,0:04.672,1168,N,0,0,0,,
6,0:05.384,1346,N,0,0,0,,
7,0:06.080,1520,N,0,0,0,,
8,0:06.776,1694,N,0,0,0,,
9,0:07.464,1866,N,0,0,0,,
10,0:08.152,2038,N,0,0,0,,
11,0:08.896,2224,N,0,0,0,,
12,0:09.712,2428,N,0,0,0,,
13,0:10.600,2650,N,0,0,0,,
14,0:11.328,2832,N,0,0,0,,
15,0:12.048,3012,N,0,0,0,,
16,0:12.760,3190,N,0,0,0,,
17,0:13.488,3372,N,0,0,0,,
18,0:14.184,3546,N,0,0,0,,
19,0:14.888,3722,N,0,0,0,,
20,0:15.608,3902,N,0,0,0,,
21,0:16.336,4084,N,0,0,0,,
22,0:17.080,4270,N,0,0,0,,
23,0:17.872,4468,N,0,0,0,,
24,0:18.216,4554,+,0,0,0,(SAB,
25,0:18.560,4640,N,0,0,0,,
26,0:19.760,4940,N,0,0,0,,
27,0:20.616,5154,N,0,0,0,,
28,0:21.384,5346,N,0,0,0,,
29,0:21.828,5457,+,0,0,0,(N,
30,0:22.272,5568,N,0,0,0,,
31,0:23.320,5830,N,0,0,0,,
32,0:24.152,6038,N,0,0,0,,
33,0:24.936,6234,N,0,0,0,,
34,0:25.888,6472,N,0,0,0,,
35,0:26.632,6658,N,0,0,0,,
36,0:27.480,6870,N,0,0,0,,
37,0:28.168,7042,N,0,0,0,,
38,0:28.872,7218,N,0,0,0,,
39,0:29.568,7392,N,0,0,0,,
40,0:30.272,7568,N,0,0,0,,
41,0:30.952,7738,N,0,0,0,,
42,0:31.632,7908,N,0,0,0,,
43,0:32.328,8082,N,0,0,0,,
44,0:33.040,8260,N,0,0,0,,
45,0:33.752,8438,N,0,0,0,,
46,0:34.472,8618,N,0,0,0,,
47,0:35.192,8798,N,0,0,0,,
48,0:36.008,9002,N,0,0,0,,
49,0:36.760,9190,N,0,0,0,,
50,0:37.392,9348,N,0,0,0,,
51,0:38.160,9540,N,0,0,0,,
52,0:38.872,9718,N,0,0,0,,
53,0:39.512,9878,N,0,0,0,,
54,0:40.304,10076,N,0,0,0,,
55,0:41.008,10252,N,0,0,0,,
56,0:41.680,10420,N,0,0,0,,
57,0:42.384,10596,N,0,0,0,,
58,0:43.080,10770,N,0,0,0,,
59,0:43.776,10944,N,0,0,0,,
60,0:44.464,11116,N,0,0,0,,
61,0:45.160,11290,N,0,0,0,,
62,0:45.880,11470,N,0,0,0,,
63,0:46.592,11648,N,0,0,0,,
64,0:47.296,11824,N,0,0,0,,
65,0:47.992,11998,N,0,0,0,,
66,0:48.696,12174,N,0,0,0,,
67,0:49.400,12350,N,0,0,0,,
68,0:50.096,12524,N,0,0,0,,
69,0:50.824,12706,N,0,0,0,,
70,0:51.512,12878,N,0,0,0,,
71,0:52.192,13048,N,0,0,0,,
72,0:52.912,13228,N,0,0,0,,
73,0:53.616,13404,N,0,0,0,,
74,0:54.240,13560,N,0,0,0,,
75,0:55.000,13750,N,0,0,0,,
76,0:55.704,13926,N,0,0,0,,
77,0:56.408,14102,N,0,0,0,,
78,0:57.104,14276,N,0,0,0,,
79,0:57.712,14428,N,0,0,0,,
80,0:58.504,14626,N,0,0,0,,
81,0:59.216,14804,N,0,0,0,,
82,0:59.920,14980,N,0,0,0,,
83,1:00.640,15160,N,0,0,0,,
84,1:01.344,15336,N,0,0,0,,
85,1:02.048,15512,N,0,0,0,,
86,1:02.776,15694,N,0,0,0,,
87,1:03.488,15872,N,0,0,0,,
