,Time,Sample,#,Type,Sub,Chan,Num,Aux
0,0:00.336,84,N,0,0,0,,
1,0:01.240,310,N,0,0,0,,
2,0:02.144,536,N,0,0,0,,
3,0:03.080,770,N,0,0,0,,
4,0:04.008,1002,N,0,0,0,,
5,0:04.912,1228,N,0,0,0,,
6,0:05.784,1446,N,0,0,0,,
7,0:06.656,1664,N,0,0,0,,
8,0:07.544,1886,N,0,0,0,,
9,0:08.408,2102,N,0,0,0,,
10,0:09.280,2320,N,0,0,0,,
11,0:10.120,2530,N,0,0,0,,
12,0:10.984,2746,N,0,0,0,,
13,0:11.872,2968,N,0,0,0,,
14,0:12.752,3188,N,0,0,0,,
15,0:13.600,3400,N,0,0,0,,
16,0:14.424,3606,N,0,0,0,,
17,0:15.288,3822,N,0,0,0,,
18,0:16.192,4048,N,0,0,0,,
19,0:17.120,4280,N,0,0,0,,
20,0:18.072,4518,N,0,0,0,,
21,0:19.032,4758,N,0,0,0,,
22,0:19.992,4998,N,0,0,0,,
23,0:20.960,5240,N,0,0,0,,
24,0:21.920,5480,N,0,0,0,,
25,0:22.872,5718,N,0,0,0,,
26,0:23.776,5944,N,0,0,0,,
27,0:24.712,6178,N,0,0,0,,
28,0:25.672,6418,N,0,0,0,,
29,0:26.640,6660,N,0,0,0,,
30,0:27.600,6900,N,0,0,0,,
31,0:28.568,7142,N,0,0,0,,
32,0:29.512,7378,N,0,0,0,,
33,0:30.440,7610,N,0,0,0,,
34,0:31.360,7840,N,0,0,0,,
35,0:32.264,8066,N,0,0,0,,
36,0:33.120,8280,N,0,0,0,,
37,0:34.000,8500,N,0,0,0,,
38,0:34.928,8732,N,0,0,0,,
39,0:35.872,8968,N,0,0,0,,
40,0:36.832,9208,N,0,0,0,,
41,0:37.776,9444,N,0,0,0,,
42,0:38.704,9676,N,0,0,0,,
43,0:39.640,9910,N,0,0,0,,
44,0:40.520,10130,N,0,0,0,,
45,0:41.440,10360,N,0,0,0,,
46,0:42.352,10588,N,0,0,0,,
47,0:43.232,10808,N,0,0,0,,
48,0:44.144,11036,N,0,0,0,,
49,0:45.120,11280,N,0,0,0,,
50,0:46.128,11532,N,0,0,0,,
51,0:47.144,11786,N,0,0,0,,
52,0:48.160,12040,N,0,0,0,,
53,0:49.160,12290,N,0,0,0,,
54,0:50.152,12538,N,0,0,0,,
55,0:51.112,12778,N,0,0,0,,
56,0:52.064,13016,N,0,0,0,,
57,0:53.016,13254,N,0,0,0,,
58,0:53.968,13492,N,0,0,0,,
59,0:54.856,13714,N,0,0,0,,
60,0:55.760,13940,N,0,0,0,,
61,0:56.680,14170,N,0,0,0,,
62,0:57.616,14404,N,0,0,0,,
63,0:58.576,14644,N,0,0,0,,
64,0:59.536,14884,N,0,0,0,,
65,1:00.440,15110,N,0,0,0,,
66,1:01.360,15340,N,0,0,0,,
67,1:02.280,15570,N,0,0,0,,
68,1:03.184,15796,N,0,0,0,,
69,1:04.064,16016,N,0,0,0,,
70,1:04.952,16238,N,0,0,0,,
71,1:05.824,16456,N,0,0,0,,
72,1:06.680,16670,N,0,0,0,,
73,1:07.544,16886,N,0,0,0,,
74,1:08.368,17092,N,0,0,0,,
75,1:09.256,17314,N,0,0,0,,
76,1:10.176,17544,N,0,0,0,,
77,1:11.136,17784,N,0,0,0,,
78,1:12.128,18032,N,0,0,0,,
79,1:13.120,18280,N,0,0,0,,
80,1:14.112,18528,N,0,0,0,,
81,1:15.096,18774,N,0,0,0,,
82,1:16.072,19018,N,0,0,0,,
83,1:17.032,19258,N,0,0,0,,
84,1:17.960,19490,N,0,0,0,,
85,1:18.864,19716,N,0,0,0,,
86,1:19.752,19938,N,0,0,0,,
87,1:20.600,20150,N,0,0,0,,
88,1:21.424,20356,N,0,0,0,,
89,1:22.256,20564,N,0,0,0,,
90,1:23.096,20774,N,0,0,0,,
91,1:23.920,20980,N,0,0,0,,
92,1:24.776,21194,N,0,0,0,,
93,1:25.664,21416,N,0,0,0,,
94,1:26.544,21636,N,0,0,0,,
95,1:27.464,21866,N,0,0,0,,
96,1:28.424,22106,N,0,0,0,,
97,1:29.400,22350,N,0,0,0,,
98,1:30.376,22594,N,0,0,0,,
99,1:31.336,22834,N,0,0,0,,
100,1:32.272,23068,N,0,0,0,,
101,1:33.176,23294,N,0,0,0,,
102,1:34.040,23510,N,0,0,0,,
103,1:34.880,23720,N,0,0,0,,
104,1:35.728,23932,N,0,0,0,,
105,1:36.576,24144,N,0,0,0,,
106,1:37.440,24360,N,0,0,0,,
107,1:38.312,24578,N,0,0,0,,
108,1:39.168,24792,N,0,0,0,,
109,1:40.024,25006,N,0,0,0,,
