,Time,Sample,#,Type,Sub,Chan,Num,Aux
0,0:00.464,116,N,0,0,0,,
1,0:01.024,256,N,0,0,0,,
2,0:01.584,396,N,0,0,0,,
3,0:02.136,534,N,0,0,0,,
4,0:02.696,674,N,0,0,0,,
5,0:03.256,814,N,0,0,0,,
6,0:03.824,956,N,0,0,0,,
7,0:04.384,1096,N,0,0,0,,
8,0:04.944,1236,N,0,0,0,,
9,0:05.504,1376,N,0,0,0,,
10,0:06.080,1520,N,0,0,0,,
11,0:06.648,1662,N,0,0,0,,
12,0:07.216,1804,N,0,0,0,,
13,0:07.784,1946,N,0,0,0,,
14,0:08.360,2090,N,0,0,0,,
15,0:08.936,2234,N,0,0,0,,
16,0:09.504,2376,N,0,0,0,,
17,0:10.088,2522,N,0,0,0,,
18,0:10.664,2666,N,0,0,0,,
19,0:11.248,2812,N,0,0,0,,
20,0:11.824,2956,N,0,0,0,,
21,0:12.400,3100,N,0,0,0,,
22,0:12.976,3244,N,0,0,0,,
23,0:13.552,3388,N,0,0,0,,
24,0:14.128,3532,N,0,0,0,,
25,0:14.704,3676,N,0,0,0,,
26,0:15.272,3818,N,0,0,0,,
27,0:15.840,3960,N,0,0,0,,
28,0:16.416,4104,N,0,0,0,,
29,0:16.992,4248,N,0,0,0,,
30,0:17.560,4390,N,0,0,0,,
31,0:18.128,4532,N,0,0,0,,
32,0:18.688,4672,N,0,0,0,,
33,0:19.240,4810,N,0,0,0,,
34,0:19.808,4952,N,0,0,0,,
35,0:20.376,5094,N,0,0,0,,
36,0:20.944,5236,N,0,0,0,,
37,0:21.512,5378,N,0,0,0,,
38,0:22.080,5520,N,0,0,0,,
39,0:22.632,5658,N,0,0,0,,
40,0:23.192,5798,N,0,0,0,,
41,0:23.760,5940,N,0,0,0,,
42,0:24.320,6080,N,0,0,0,,
43,0:24.872,6218,N,0,0,0,,
44,0:25.424,6356,N,0,0,0,,
45,0:25.976,6494,N,0,0,0,,
46,0:26.544,6636,N,0,0,0,,
47,0:27.104,6776,N,0,0,0,,
48,0:27.656,6914,N,0,0,0,,
49,0:28.216,7054,N,0,0,0,,
50,0:28.776,7194,N,0,0,0,,
51,0:29.336,7334,N,0,0,0,,
52,0:29.896,7474,N,0,0,0,,
53,0:30.472,7618,N,0,0,0,,
54,0:31.040,7760,N,0,0,0,,
55,0:31.608,7902,N,0,0,0,,
56,0:32.176,8044,N,0,0,0,,
57,0:32.736,8184,N,0,0,0,,
58,0:33.296,8324,N,0,0,0,,
59,0:33.856,8464,N,0,0,0,,
60,0:34.408,8602,N,0,0,0,,
61,0:34.968,8742,N,0,0,0,,
62,0:35.528,8882,N,0,0,0,,
63,0:36.080,9020,N,0,0,0,,
64,0:36.648,9162,N,0,0,0,,
65,0:37.208,9302,N,0,0,0,,
66,0:37.768,9442,N,0,0,0,,
67,0:38.344,9586,N,0,0,0,,
68,0:38.912,9728,N,0,0,0,,
69,0:39.472,9868,N,0,0,0,,
70,0:40.040,10010,N,0,0,0,,
71,0:40.608,10152,N,0,0,0,,
72,0:41.184,10296,N,0,0,0,,
