,Time,Sample,#,Type,Sub,Chan,Num,Aux
0,0:01.200,300,N,0,0,0,,
1,0:02.568,642,N,0,0,0,,
2,0:03.912,978,N,0,0,0,,
3,0:05.272,1318,N,0,0,0,,
4,0:06.640,1660,N,0,0,0,,
5,0:08.008,2002,N,0,0,0,,
6,0:09.384,2346,N,0,0,0,,
7,0:10.776,2694,N,0,0,0,,
8,0:12.160,3040,N,0,0,0,,
9,0:13.536,3384,N,0,0,0,,
10,0:14.896,3724,N,0,0,0,,
11,0:16.272,4068,N,0,0,0,,
12,0:17.632,4408,N,0,0,0,,
13,0:18.976,4744,N,0,0,0,,
14,0:20.336,5084,N,0,0,0,,
15,0:21.712,5428,N,0,0,0,,
16,0:23.072,5768,N,0,0,0,,
17,0:24.432,6108,N,0,0,0,,
18,0:25.816,6454,N,0,0,0,,
19,0:27.176,6794,N,0,0,0,,
20,0:28.528,7132,N,0,0,0,,
21,0:29.872,7468,N,0,0,0,,
22,0:31.240,7810,N,0,0,0,,
23,0:32.592,8148,N,0,0,0,,
24,0:33.952,8488,N,0,0,0,,
25,0:35.288,8822,N,0,0,0,,
26,0:36.672,9168,N,0,0,0,,
27,0:38.056,9514,N,0,0,0,,
28,0:39.416,9854,N,0,0,0,,
29,0:40.792,10198,N,0,0,0,,
30,0:42.184,10546,N,0,0,0,,
31,0:43.536,10884,N,0,0,0,,
32,0:44.904,11226,N,0,0,0,,
33,0:46.280,11570,N,0,0,0,,
34,0:47.640,11910,N,0,0,0,,
35,0:48.992,12248,N,0,0,0,,
36,0:50.360,12590,N,0,0,0,,
37,0:51.720,12930,N,0,0,0,,
38,0:53.072,13268,N,0,0,0,,
39,0:54.472,13618,N,0,0,0,,
40,0:55.848,13962,N,0,0,0,,
41,0:57.224,14306,N,0,0,0,,
42,0:58.616,14654,N,0,0,0,,
43,0:59.960,14990,N,0,0,0,,
44,1:01.368,15342,N,0,0,0,,
45,1:02.728,15682,N,0,0,0,,
46,1:04.040,16010,N,0,0,0,,
47,1:05.376,16344,N,0,0,0,,
48,1:06.768,16692,N,0,0,0,,
49,1:08.128,17032,N,0,0,0,,
50,1:09.504,17376,N,0,0,0,,
51,1:10.888,17722,N,0,0,0,,
52,1:12.272,18068,N,0,0,0,,
53,1:13.632,18408,N,0,0,0,,
54,1:15.008,18752,N,0,0,0,,
55,1:16.376,19094,N,0,0,0,,
56,1:17.728,19432,N,0,0,0,,
57,1:19.096,19774,N,0,0,0,,
58,1:20.456,20114,N,0,0,0,,
59,1:21.808,20452,N,0,0,0,,
60,1:23.168,20792,N,0,0,0,,
61,1:24.528,21132,N,0,0,0,,
62,1:25.776,21444,N,0,0,0,,
63,1:27.216,21804,N,0,0,0,,
64,1:28.576,22144,N,0,0,0,,
65,1:29.968,22492,N,0,0,0,,
66,1:31.320,22830,N,0,0,0,,
67,1:32.696,23174,N,0,0,0,,
68,1:34.008,23502,N,0,0,0,,
69,1:35.384,23846,N,0,0,0,,
70,1:36.704,24176,N,0,0,0,,
71,1:38.064,24516,N,0,0,0,,
72,1:39.384,24846,N,0,0,0,,
73,1:40.768,25192,N,0,0,0,,
74,1:42.096,25524,N,0,0,0,,
75,1:43.480,25870,N,0,0,0,,
76,1:44.848,26212,N,0,0,0,,
77,1:46.240,26560,N,0,0,0,,
78,1:47.600,26900,N,0,0,0,,
79,1:48.976,27244,N,0,0,0,,
80,1:50.320,27580,N,0,0,0,,
81,1:51.680,27920,N,0,0,0,,
82,1:53.040,28260,N,0,0,0,,
83,1:54.392,28598,N,0,0,0,,
84,1:55.776,28944,N,0,0,0,,
85,1:57.152,29288,N,0,0,0,,
86,1:58.504,29626,N,0,0,0,,
87,1:59.880,29970,N,0,0,0,,
88,2:01.256,30314,N,0,0,0,,
89,2:02.632,30658,N,0,0,0,,
90,2:04.008,31002,N,0,0,0,,
91,2:05.392,31348,N,0,0,0,,
92,2:06.736,31684,N,0,0,0,,
93,2:08.104,32026,N,0,0,0,,
94,2:09.464,32366,N,0,0,0,,
95,2:10.816,32704,N,0,0,0,,
96,2:12.184,33046,N,0,0,0,,
97,2:13.568,33392,N,0,0,0,,
98,2:14.936,33734,N,0,0,0,,
99,2:16.320,34080,N,0,0,0,,
100,2:17.680,34420,N,0,0,0,,
101,2:19.048,34762,N,0,0,0,,
102,2:20.432,35108,N,0,0,0,,
103,2:21.800,35450,N,0,0,0,,
104,2:23.152,35788,N,0,0,0,,
105,2:24.520,36130,N,0,0,0,,
106,2:25.888,36472,N,0,0,0,,
107,2:27.264,36816,N,0,0,0,,
108,2:28.656,37164,N,0,0,0,,
109,2:30.032,37508,N,0,0,0,,
110,2:31.416,37854,N,0,0,0,,
111,2:32.752,38188,N,0,0,0,,
