,Time,Sample,#,Type,Sub,Chan,Num,Aux
1,00:00.9,286,N,0,0,0,,
2,00:02.0,580,N,0,0,0,,
3,00:03.2,872,N,0,0,0,,
4,00:04.3,1078,N,0,0,0,,
5,00:05.5,1364,N,0,0,0,,
6,00:06.5,1637,N,0,0,0,,
7,00:07.6,1904,N,0,0,0,,
8,00:08.8,2198,N,0,0,0,,
9,00:09.9,2477,N,0,0,0,,
10,00:11.0,2750,N,0,0,0,,
11,00:12.1,3022,N,0,0,0,,
12,00:13.1,3283,N,0,0,0,,
13,00:14.3,3569,N,0,0,0,,
14,00:15.4,3852,N,0,0,0,,
15,00:16.5,4123,N,0,0,0,,
16,00:17.6,4393,N,0,0,0,,
17,00:18.6,4659,N,0,0,0,,
18,00:19.7,4924,N,0,0,0,,
19,00:20.8,5212,N,0,0,0,,
20,00:22.0,5489,N,0,0,0,,
21,00:23.0,5761,N,0,0,0,,
22,00:24.1,6025,N,0,0,0,,
23,00:25.2,6292,N,0,0,0,,
24,00:26.3,6579,N,0,0,0,,
25,00:27.5,6872,N,0,0,0,,
26,00:28.6,7150,N,0,0,0,,
27,00:29.7,7428,N,0,0,0,,
28,00:30.9,7714,N,0,0,0,,
29,00:32.0,7996,N,0,0,0,,
30,00:33.2,8295,N,0,0,0,,
31,00:34.3,8584,N,0,0,0,,
32,00:35.4,8857,N,0,0,0,,
33,00:36.5,9136,N,0,0,0,,
34,00:37.6,9409,N,0,0,0,,
35,00:38.8,9691,N,0,0,0,,
36,00:39.9,9984,N,0,0,0,,
37,00:41.0,10254,N,0,0,0,,
38,00:42.1,10525,N,0,0,0,,
39,00:43.2,10790,N,0,0,0,,
40,00:44.3,11081,N,0,0,0,,
41,00:45.4,11362,N,0,0,0,,
42,00:46.6,11643,N,0,0,0,,
43,00:47.6,11909,N,0,0,0,,
44,00:48.7,12175,N,0,0,0,,
45,00:49.8,12450,N,0,0,0,,
46,00:50.9,12725,N,0,0,0,,
47,00:52.0,13002,N,0,0,0,,
48,00:53.1,13274,N,0,0,0,,
49,00:54.1,13526,N,0,0,0,,
50,00:55.1,13779,N,0,0,0,,
51,00:56.2,14058,N,0,0,0,,
52,00:57.3,14327,N,0,0,0,,
53,00:58.4,14600,N,0,0,0,,
54,00:59.4,14860,N,0,0,0,,
55,01:00.5,15118,N,0,0,0,,
56,01:01.5,15375,N,0,0,0,,
57,01:02.6,15656,N,0,0,0,,
58,01:03.7,15928,N,0,0,0,,
59,01:04.8,16202,N,0,0,0,,
60,01:05.8,16461,N,0,0,0,,
61,01:06.9,16719,N,0,0,0,,
62,01:08.0,16993,N,0,0,0,,
63,01:09.1,17270,N,0,0,0,,
64,01:10.2,17539,N,0,0,0,,
65,01:11.2,17810,N,0,0,0,,
66,01:12.3,18068,N,0,0,0,,
67,01:13.3,18317,N,0,0,0,,
68,01:14.4,18597,N,0,0,0,,
69,01:15.5,18867,N,0,0,0,,
70,01:16.5,19131,N,0,0,0,,
71,01:17.6,19397,N,0,0,0,,
72,01:18.6,19650,N,0,0,0,,
73,01:19.6,19906,N,0,0,0,,
74,01:20.7,20184,N,0,0,0,,
75,01:21.8,20454,N,0,0,0,,
76,01:22.9,20718,N,0,0,0,,
77,01:23.9,20979,N,0,0,0,,
78,01:24.9,21228,N,0,0,0,,
79,01:25.5,21364,V,1,0,0,,
80,01:27.1,21770,N,0,0,0,,
81,01:28.1,22035,N,0,0,0,,
82,01:29.2,22307,N,0,0,0,,
83,01:30.3,22565,N,0,0,0,,
84,01:31.3,22815,N,0,0,0,,
85,01:32.4,23088,N,0,0,0,,
86,01:33.5,23367,N,0,0,0,,
87,01:34.5,23625,N,0,0,0,,
