peak_index,peak_raw_ecg_value
14,0.546
39,0.49200000000000005
66,0.41700000000000004
94,0.6679999999999999
119,0.575
145,0.48700000000000004
172,0.638
197,0.39899999999999997
220,0.489
244,0.636
269,0.6629999999999999
294,0.507
317,0.625
339,0.5589999999999999
361,0.405
384,0.5329999999999999
408,0.608
431,0.514
454,0.37200000000000005
479,0.525
507,0.386
532,0.6679999999999999
557,0.652
581,0.652
605,0.67
626,0.5
649,0.387
672,0.425
696,0.27899999999999997
719,0.711
743,0.452
767,0.6859999999999999
792,0.64
815,0.499
837,0.027000000000000003
863,0.48200000000000004
887,0.573
910,0.379
933,0.685
980,0.706
1004,0.371
1024,0.51
1048,0.758
1071,0.431
1095,0.281
1118,0.615
1139,0.261
1167,0.38
1192,0.6779999999999999
1215,0.5429999999999999
1238,0.647
1260,0.662
1284,0.547
1306,0.6459999999999999
1332,0.644
1357,0.583
1382,0.569
1408,0.6659999999999999
1433,0.5770000000000001
1457,0.34600000000000003
1480,0.475
1504,0.34700000000000003
1529,0.632
1552,0.418
1574,0.316
1597,0.375
1620,0.644
1643,0.6609999999999999
1667,0.45899999999999996
1690,0.665
1714,0.535
1736,0.547
1759,0.491
1783,0.599
1808,0.531
1833,0.6940000000000001
1859,0.40299999999999997
1883,0.5820000000000001
1905,0.318
1930,0.53
1954,0.546
1978,0.642
2003,0.308
2025,0.611
2048,0.41200000000000003
2071,0.445
2094,0.314
2116,0.537
2137,0.47100000000000003
2159,0.628
2182,0.49700000000000005
2232,0.662
2257,0.72
2283,0.348
2309,0.639
2332,0.434
2356,0.439
2377,0.35600000000000004
2404,0.687
2426,0.588
2448,0.654
2471,0.40299999999999997
2493,0.706
2515,0.597
2536,0.5820000000000001
2559,0.298
2582,0.439
2608,0.711
2637,0.363
2663,0.462
2690,0.5820000000000001
2717,0.33899999999999997
2742,0.423
2765,0.491
2788,0.331
2812,0.612
2834,0.498
2857,0.6409999999999999
2881,0.475
2907,0.63
2930,0.621
2956,0.43
2983,0.466
3008,0.605
3033,0.637
3059,0.629
3086,0.505
3111,0.6729999999999999
3136,0.612
3160,0.588
3184,0.679
3210,0.7170000000000001
3236,0.613
3259,0.64
3283,0.68
3308,0.308
3328,0.562
3352,0.512
3375,0.616
3398,0.67
3421,0.369
3444,0.37
3466,0.29100000000000004
3488,0.745
3511,0.7120000000000001
3533,0.59
3554,0.616
3576,0.695
3598,0.4
3620,0.462
3642,0.59
3663,0.585
3684,0.604
3706,0.626
3727,0.5479999999999999
3749,0.376
3772,0.69
3796,0.45399999999999996
3820,0.682
3844,0.48200000000000004
3869,0.727
3893,0.502
3916,0.389
3938,0.354
3962,0.552
3984,0.584
4008,0.644
4032,0.563
4058,0.684
4084,0.516
4111,0.371
4136,0.627
4162,0.7609999999999999
4186,0.616
4211,0.451
4237,0.508
4261,0.698
4285,0.7190000000000001
4309,0.6629999999999999
4333,0.40700000000000003
4356,0.509
4377,0.304
4399,0.54
4422,0.727
4444,0.35100000000000003
4466,0.556
4490,0.5379999999999999
4517,0.495
4545,0.545
4572,0.318
4599,0.573
4624,0.48200000000000004
4648,0.585
4672,0.6829999999999999
4696,0.7040000000000001
4721,0.6609999999999999
4746,0.715
4771,0.615
4795,0.49200000000000005
4816,0.486
4839,0.413
4860,0.657
4881,0.519
4902,0.517
4923,0.639
4944,0.644
4958,0.187
4992,0.478
5016,0.7070000000000001
5041,0.445
5065,0.392
5089,0.653
5115,0.7070000000000001
5143,0.402
5169,0.44299999999999995
5197,0.358
5225,0.613
5249,0.684
5273,0.35700000000000004
5294,0.54
5316,0.569
5337,0.33299999999999996
5359,0.588
5373,0.152
5405,0.63
5427,0.377
5449,0.33399999999999996
5470,0.498
5493,0.55
5517,0.365
5538,0.379
5562,0.632
5587,0.342
5611,0.507
5636,0.604
5661,0.5329999999999999
5688,0.44299999999999995
5713,0.644
5737,0.46799999999999997
5761,0.523
5786,0.31
5811,0.657
5838,0.5820000000000001
5866,0.42200000000000004
5895,0.528
5923,0.409
5947,0.605
5972,0.7020000000000001
5998,0.687
6027,0.348
6056,0.7070000000000001
6086,0.723
6114,0.465
6142,0.522
6169,0.544
6195,0.625
6219,0.633
6243,0.632
6270,0.49700000000000005
6296,0.562
6322,0.628
6348,0.628
6375,0.384
6401,0.556
6428,0.7240000000000001
6453,0.35600000000000004
6503,0.519
6526,0.32799999999999996
6549,0.652
6574,0.452
6599,0.556
6626,0.603
6653,0.738
6679,0.48
6702,0.659
6727,0.503
6752,0.51
6777,0.669
6803,0.52
6827,0.406
6851,0.322
6874,0.43200000000000005
6900,0.49700000000000005
6927,0.47
6953,0.47200000000000003
6979,0.556
7007,0.599
7033,0.588
7060,0.628
7089,0.645
7116,0.706
7143,0.364
7167,0.325
7190,0.49
7212,0.42200000000000004
7235,0.465
7257,0.457
7281,0.41200000000000003
7311,0.495
7339,0.675
7367,0.67
7392,0.314
7418,0.625
7443,0.43
7469,0.32899999999999996
7495,0.708
7521,0.654
7548,0.584
7573,0.612
7599,0.6779999999999999
7624,0.405
7648,0.657
7673,0.7090000000000001
7699,0.643
7724,0.614
7748,0.231
7771,0.573
7794,0.465
7818,0.524
7840,0.562
7864,0.584
7888,0.674
7912,0.501
7934,0.5920000000000001
7957,0.6890000000000001
7980,0.439
8004,0.004
8022,0.387
8044,0.319
8065,0.39399999999999996
8087,0.462
8108,0.583
8130,0.634
8153,0.49200000000000005
8175,0.42700000000000005
8196,0.54
8219,0.56
8243,0.578
8267,0.672
8292,0.594
8318,0.628
8341,0.445
8365,0.645
8388,0.647
8410,0.478
8454,0.5479999999999999
8477,0.5539999999999999
8499,0.395
8523,0.569
8547,0.268
8568,0.5760000000000001
8591,0.5579999999999999
8613,0.47700000000000004
8637,0.37200000000000005
8660,0.564
8682,0.43
8706,0.5720000000000001
8728,0.29
8750,0.5479999999999999
8774,0.728
8797,0.737
8820,0.532
8843,0.569
8864,0.56
8886,0.475
8908,0.675
8933,0.556
8955,0.35600000000000004
8979,0.5489999999999999
9004,0.6609999999999999
9029,0.654
9052,0.445
9075,0.595
9099,0.594
9121,0.502
9142,0.612
9164,0.7070000000000001
9186,0.653
9208,0.595
9230,0.40700000000000003
9252,0.49700000000000005
9277,0.622
9304,0.631
9327,0.51
9351,0.6940000000000001
9374,0.574
9397,0.526
9419,0.583
9441,0.423
9462,0.405
9484,0.556
9504,0.5760000000000001
9524,0.327
9545,0.613
9568,0.613
9590,0.485
9614,0.71
9637,0.636
9659,0.648
9682,0.654
9703,0.317
9726,0.544
9748,0.524
9770,0.414
9790,0.24
9814,0.698
9837,0.6709999999999999
9860,0.41200000000000003
9882,0.511
9903,0.35100000000000003
9926,0.542
9952,0.58
9976,0.5479999999999999
10003,0.473
10032,0.636
10058,0.585
10082,0.275
10107,0.44799999999999995
10132,0.657
10160,0.44
10185,0.625
10211,0.667
10240,0.7
10266,0.353
10290,0.69
10317,0.735
10345,0.375
10371,0.5589999999999999
10399,0.616
10425,0.604
10451,0.7859999999999999
10479,0.45799999999999996
10505,0.649
10531,0.38799999999999996
10559,0.748
10586,0.73
10611,0.377
10636,0.568
10661,0.40299999999999997
10687,0.35100000000000003
10714,0.71
10739,0.34600000000000003
10762,0.322
10786,0.33299999999999996
10811,0.588
10837,0.537
10864,0.674
10891,0.6859999999999999
10917,0.496
10940,0.525
10964,0.7490000000000001
10987,0.723
11010,0.5579999999999999
11033,0.579
11055,0.47100000000000003
11078,0.624
11103,0.501
11125,0.446
11148,0.53
11162,0.15
11196,0.5720000000000001
11219,0.674
11242,0.34700000000000003
11264,0.638
11287,0.66
11309,0.569
11332,0.6829999999999999
11356,0.626
11384,0.501
11413,0.344
11439,0.605
11465,0.556
11493,0.616
11518,0.501
11546,0.58
11573,0.6579999999999999
11597,0.6579999999999999
11622,0.43200000000000005
11644,0.419
11670,0.727
11696,0.449
11722,0.581
11746,0.747
11768,0.451
11791,0.29100000000000004
11812,0.527
11832,0.405
11854,0.5920000000000001
11876,0.47
11898,0.638
11922,0.583
11970,0.517
11992,0.85
12014,0.616
12035,0.235
12056,0.772
12076,0.594
12097,0.49200000000000005
12116,0.402
12136,0.231
12159,0.321
12185,0.598
12213,0.557
12241,0.723
12269,0.469
12296,0.745
12323,0.73
12348,0.5660000000000001
12373,0.7240000000000001
12397,0.721
12420,0.685
12442,0.6459999999999999
12464,0.589
12485,0.622
12507,0.642
12529,0.47700000000000004
12556,0.486
12585,0.679
12614,0.376
12642,0.5760000000000001
12671,0.433
12700,0.562
12727,0.332
12751,0.47100000000000003
12774,0.366
12797,0.804
12819,0.636
12843,0.493
12871,0.455
12900,0.643
12927,0.6709999999999999
12956,0.546
12984,0.643
13012,0.731
13040,0.682
13067,0.7040000000000001
13091,0.47200000000000003
13116,0.38299999999999995
13140,0.494
13164,0.6409999999999999
13189,0.7340000000000001
13212,0.36
13237,0.516
13259,0.537
13284,0.40399999999999997
13309,0.574
13333,0.66
13360,0.574
13387,0.733
13415,0.35
13441,0.573
13464,0.659
13493,0.6459999999999999
13520,0.662
13547,0.599
13574,0.643
13598,0.624
13622,0.41700000000000004
13648,0.721
13672,0.578
13700,0.33799999999999997
13724,0.625
13747,0.6990000000000001
13771,0.387
13823,0.317
13848,0.61
13871,0.5589999999999999
13894,0.594
13918,0.675
13942,0.701
13966,0.409
13989,0.38
14012,0.43799999999999994
14034,0.43
14056,0.524
14079,0.5539999999999999
14104,0.619
14130,0.748
14155,0.505
14180,0.64
14203,0.615
14226,0.446
14249,0.722
14272,0.642
14294,0.593
14316,0.55
14330,0.18899999999999997
14367,0.475
14395,0.574
