peak_index,peak_raw_ecg_value
6,0.281
18,0.273
29,0.309
39,0.198
49,0.174
56,0.115
66,0.14800000000000002
76,0.161
87,0.192
100,0.21899999999999997
113,0.264
129,0.373
138,0.204
150,0.177
161,0.11800000000000001
171,0.122
181,0.105
191,0.12
201,0.138
211,0.174
223,0.182
236,0.275
249,0.268
262,0.259
274,0.222
286,0.149
299,0.18899999999999997
311,0.182
322,0.075
334,0.124
345,0.095
356,0.096
366,0.071
376,0.084
389,0.292
396,0.086
408,0.244
421,0.23600000000000002
433,0.209
446,0.19399999999999998
459,0.113
471,0.192
483,0.171
495,0.14400000000000002
507,0.149
519,0.12300000000000001
530,0.091
540,0.1
551,0.10099999999999999
561,0.11199999999999999
571,0.16399999999999998
582,0.171
594,0.19699999999999998
607,0.14400000000000002
619,0.163
630,0.021
645,0.258
655,-0.012
661,0.381
668,0.07
672,0.314
682,0.267
689,0.121
703,0.368
711,0.204
723,0.191
736,0.19899999999999998
749,0.177
761,0.092
772,0.08199999999999999
782,0.11199999999999999
792,0.106
803,0.205
815,0.213
827,0.20600000000000002
839,0.225
852,0.127
864,0.087
875,0.125
886,0.065
896,0.13
907,0.172
918,0.213
930,0.231
941,0.071
954,0.14
965,0.21
977,0.161
989,0.151
1000,0.14300000000000002
1010,0.092
1021,0.044000000000000004
1034,0.32299999999999995
1044,0.358
1055,0.358
1066,0.33
1075,0.20199999999999999
1090,0.35700000000000004
1102,0.34299999999999997
1114,0.36
1122,0.184
1133,0.17800000000000002
1144,0.154
1154,0.145
1164,0.16399999999999998
1175,0.187
1186,0.204
1201,0.35
1210,0.162
1222,0.154
1234,0.139
1247,0.147
1259,0.16399999999999998
1274,0.32899999999999996
1285,0.268
1295,0.244
1305,0.231
1316,0.33299999999999996
1327,0.373
1335,0.21
1351,0.386
1364,0.262
1373,0.17
1385,0.146
1396,0.114
1410,0.32799999999999996
1421,0.23600000000000002
1432,0.267
1440,0.171
1452,0.161
1464,0.151
1476,0.071
1492,0.324
1500,0.024
1512,0.168
1524,0.15
1535,0.131
1545,0.11900000000000001
1555,0.135
1565,0.2
1576,0.193
1587,0.125
1600,0.235
1612,0.225
1625,0.16699999999999998
1637,0.18100000000000002
1648,0.177
1659,0.151
1669,0.17
1680,0.203
1691,0.231
1703,0.191
1715,0.205
1727,0.183
1739,0.07400000000000001
1751,0.051
1761,0.109
1771,0.125
1781,0.122
1791,0.149
1802,0.149
1814,0.20199999999999999
1827,0.11599999999999999
1839,0.184
1851,0.162
1862,0.156
1873,0.134
1884,0.042
1894,0.155
1905,0.205
1916,0.215
1928,0.218
1939,0.11199999999999999
1951,0.201
1963,0.147
1974,0.107
1984,0.021
1995,0.053
2005,0.124
2015,0.185
2026,0.213
2038,0.201
2050,0.135
2065,0.332
2073,0.126
2083,0.13
2094,0.10099999999999999
2104,0.16399999999999998
2115,0.18899999999999997
2126,0.179
2138,0.162
2149,0.184
2160,0.158
2171,0.07400000000000001
2181,0.128
2190,0.184
2202,0.145
2212,0.152
2227,0.37
2235,0.11900000000000001
2245,0.128
2255,0.12300000000000001
2269,0.327
2276,0.183
2287,0.217
2298,0.19899999999999998
2309,0.166
2319,0.121
2330,0.126
2344,0.278
2354,0.32299999999999995
2361,0.17
2372,0.168
2383,0.152
2394,0.12300000000000001
2404,0.08
2415,0.011000000000000001
2425,0.077
