tag,start_time,end_time,duration,mean_nni,sdnn,sdsd,nni_50,pnni_50,nni_20,pnni_20,rmssd,median_nni,range_nni,cvsd,cvnni,mean_hr,max_hr,min_hr,std_hr,lf,hf,lf_hf_ratio,lfnu,hfnu,total_power,vlf
drive01,0.25806451612903225,60.129032258064555,59.87096774193552,668.1333333333333,123.95008056435506,134.6355130475015,66,73.33333333333333,66,73.33333333333333,134.70571336614918,645.0,1161,0.20161501701179782,0.18551698348287027,92.85848358046589,232.5581395348837,42.28329809725159,19.692321042369734,4606.052047285048,808.4918734093628,5.697091336071934,85.0681445150107,14.931855484989299,6005.90884890402,591.3649282096094
drive01,30.516129032258064,89.80645161290312,59.290322580645054,688.2298850574713,129.28287905762502,165.99454922730047,59,67.816091954023,59,67.816091954023,165.996217384754,645.0,903,0.24119298070134274,0.18784839464916456,89.31060990036178,116.27906976744185,42.28329809725159,12.349551574438918,11662.405022937854,8965.319039927286,1.3008354717773036,56.53752681292157,43.46247318707842,21756.604637236887,1128.8805743717467
drive01,60.838709677419395,120.32258064516101,59.483870967741616,691.9770114942529,121.60802232291489,168.60583840800916,53,60.91954022988506,53,60.91954022988506,168.60753245332785,645.0,839,0.24366059804391088,0.17573997445423067,88.45982625669303,116.27906976744185,44.28044280442804,10.54651426278265,3603.6031755778513,5380.132804978301,0.6697981827220686,40.112523157150534,59.887476842849466,10021.804255822284,1038.0682752661328
drive01,90.4516129032257,150.38709677419354,59.93548387096784,673.2111111111111,118.09579947095555,162.45905274937658,57,63.333333333333336,57,63.333333333333336,162.45905274937658,645.0,774,0.24131962480720745,0.17542164340698807,91.0534758393402,132.7433628318584,48.939641109298535,11.769586863417842,3888.2800664871856,5165.223244062921,0.752780641370439,42.947795268999876,57.05220473100013,9282.954289849931,229.4509792998239
drive01,121.54838709677391,181.3548387096778,59.8064516129039,670.8021978021978,110.01042574635267,121.41153615332898,59,64.83516483516483,59,64.83516483516483,121.62286882910723,645.0,838,0.18130958608601735,0.16399830845335406,91.23256212588919,132.7433628318584,46.51162790697674,11.741285748245756,1027.1421352069785,692.7483721029648,1.482705952940604,59.721367775528755,40.278632224471245,2816.960869890239,1097.0703625802955
drive01,151.03225806451613,210.580645161291,59.54838709677486,716.6904761904761,153.14250204401336,186.21746925493323,59,70.23809523809524,59,70.23809523809524,186.22395508039006,710.0,839,0.2598387466654391,0.21368011314735594,86.34410321694384,116.27906976744185,44.28044280442804,12.945226513823856,7920.383840818473,15057.98835645445,0.5259921613250207,34.46886390742014,65.53113609257984,26894.054965947795,3915.6827686748707
drive01,182.0000000000004,241.87096774193643,59.87096774193603,756.5125,210.5375875969401,261.81537605580104,62,77.5,62,77.5,261.81537605580104,710.0,968,0.3460820225122533,0.27830020997265753,83.50990915609746,116.27906976744185,40.43126684636118,15.737502795361266,5638.815591762635,10963.083231893397,0.5143457796031686,33.96488348506191,66.03511651493808,20656.689461177044,4054.7906375210123
drive01,211.3548387096781,271.2258064516137,59.87096774193563,758.1125,222.57065405013253,276.2617625522682,65,81.25,65,81.25,276.2665883672893,710.0,968,0.3644137095316187,0.2935852581907468,83.76586133621285,116.27906976744185,40.43126684636118,16.40981455996436,31159.657750488233,22920.185120560614,1.3594854311423679,57.61787774566422,42.382122254335776,58628.740942219316,4548.898071170469
drive01,242.51612903225902,302.451612903226,59.935483870967005,747.9629629629629,208.69370165654527,283.3687854964798,65,80.24691358024691,65,80.24691358024691,283.4618360555791,710.0,903,0.3789784388957978,0.2790160903553713,84.49677925768594,116.27906976744185,42.28329809725159,15.93409005319591,19242.91045455378,17550.11365754212,1.0964550332860201,52.300431722946016,47.69956827705399,39279.63424604696,2486.6101339510633
drive01,271.93548387096854,331.5483870967737,59.612903225805155,754.1,238.63475613464826,345.70481150259155,55,68.75,55,68.75,345.70579062388595,710.0,1613,0.45843494314266797,0.31644974954866495,83.96285356243146,116.27906976744185,28.182245185533112,15.005979787094146,23272.77741321331,21842.21443164764,1.0654953272271193,51.58546297258017,48.414537027419826,51294.312251502444,6179.320406641493
drive01,303.16129032258084,362.6451612903212,59.48387096774036,716.6428571428571,191.05626767589803,265.76980927621815,49,58.333333333333336,49,58.333333333333336,265.7709630852797,710.0,1613,0.37085552508660574,0.2665989980526834,86.39890659471946,116.27906976744185,28.182245185533112,11.209174252858432,14497.098504597547,13954.849332241587,1.038857400710385,50.9529210011658,49.047078998834195,31121.41574946559,2669.4679126264546
drive01,332.19354838709626,391.67741935483656,59.4838709677403,691.1954022988506,87.92489383194915,119.061635010251,55,63.2183908045977,55,63.2183908045977,119.06403397351575,710.0,774,0.1722581394169001,0.12720700042205035,87.88410858479268,116.27906976744185,46.51162790697674,9.001740442453135,2260.3874267579185,4135.448886546209,0.5465881670334752,35.34154590629585,64.65845409370414,7036.468437051739,640.6321237476111
drive01,363.354838709676,423.0322580645131,59.67741935483707,710.4823529411765,88.7176650371044,121.07239078139908,62,72.94117647058823,62,72.94117647058823,121.07239078139908,710.0,709,0.17040872342598934,0.12486962507913221,85.48357066762114,103.27022375215147,46.51162790697674,8.723115560429559,1130.218527189357,2775.9140793997367,0.40715184074924804,28.934463855191144,71.06553614480886,4169.976280742447,263.84367415335254
drive01,392.45161290322363,452.12903225806093,59.6774193548373,755.7,175.41844367040437,247.8573374625351,62,77.5,62,77.5,247.85870311300502,710.0,1032,0.3279855804062525,0.23212709232553178,82.21956587304334,116.27906976744185,38.75968992248062,12.935258938341278,8340.71860764227,9626.170231335129,0.8664628203323836,46.42272060785449,53.577279392145506,18865.666314703758,898.7774757263596
drive01,423.7419354838679,483.41935483870526,59.677419354837355,745.5802469135803,183.55672585045275,256.72207735214363,58,71.60493827160494,58,71.60493827160494,256.72207735214363,710.0,1032,0.34432521303357455,0.24619311819258632,83.66993743922214,116.27906976744185,38.75968992248062,13.726285787463766,6089.776481942139,14264.71241984759,0.42691197009124177,29.918591969197895,70.08140803080211,23858.61260103384,3504.123699244111
drive01,452.83870967741575,512.3225806451562,59.48387096774047,716.6428571428571,125.05474876760474,148.6401270069948,58,69.04761904761905,58,69.04761904761905,148.6421270290184,710.0,903,0.20741450995776517,0.17450079564900492,85.56518746534603,132.7433628318584,44.28044280442804,11.356655180344973,1477.4860688805431,1626.4635452102307,0.9084040482995078,47.60019499586292,52.399805004137065,3839.433404302563,735.4837902117889
drive01,484.0645161290278,543.9354838709629,59.87096774193509,738.060975609756,156.07811810796173,194.06645447298376,60,73.17073170731707,60,73.17073170731707,194.17098230778555,710.0,903,0.2630825754570879,0.21147049263648754,83.94366356589609,132.7433628318584,44.28044280442804,13.432143762133881,15420.275833338583,12350.401504504202,1.248564739188017,55.527186628341795,44.47281337165821,30383.442549314415,2612.7652114716343
drive01,513.0322580645111,572.3870967741888,59.354838709677665,780.0909090909091,258.9839042863974,340.9657608967184,53,68.83116883116882,53,68.83116883116882,340.9668335468237,710.0,1807,0.43708602365867155,0.33199195282022737,81.6800598784736,116.27906976744185,25.82866982350409,15.753900165976388,11310.162637417354,19645.26924206526,0.5757194008417847,36.53692405730503,63.46307594269497,32771.13018839751,1815.6983089149005
drive01,544.6451612903178,603.9354838709635,59.29032258064569,789.5394736842105,276.90197739943875,367.029937380227,51,67.10526315789474,51,67.10526315789474,367.03396754705597,710.0,1807,0.4648709529801892,0.3507132785994058,81.50362352062082,116.27906976744185,25.82866982350409,17.054065503803326,64152.511794293845,35960.12865977282,1.7839900519059804,64.08033141801718,35.91966858198283,116437.89594104602,16325.25548697936
drive01,573.0967741935436,632.7741935483829,59.67741935483923,764.4556962025316,189.56595479446537,263.570912788904,49,62.0253164556962,49,62.0253164556962,263.5722301624747,710.0,903,0.3447841797396261,0.24797507002190297,81.81540229445275,116.27906976744185,42.28329809725159,14.10565417013465,13873.714359400978,16096.606791125163,0.8619030420156767,46.29151049039532,53.708489509604675,33522.694202204104,3552.3730516779588
drive01,604.8387096774151,664.3225806451574,59.48387096774229,764.4303797468355,149.28347526874998,214.58214061061454,52,65.82278481012658,52,65.82278481012658,214.60763243052634,710.0,774,0.2807418937243183,0.19528720891258897,80.4433412991939,93.02325581395348,42.28329809725159,10.4137066247834,5421.1745334789275,7832.72596383251,0.6921184985292625,40.902484024069864,59.09751597593013,14078.819501955013,824.9190046435751
drive01,633.4838709677377,693.0967741935445,59.612903225806804,718.1666666666666,136.05932736218048,191.24122154827685,65,77.38095238095238,65,77.38095238095238,191.24122154827685,710.0,903,0.26629086314450245,0.18945369324044625,85.58485884784582,116.27906976744185,42.28329809725159,11.470678151407707,5770.070658663976,8449.278351967148,0.682906920366826,40.579007198922895,59.4209928010771,15271.334473216973,1051.985462585849
drive01,664.9677419354799,724.7096774193517,59.74193548387177,642.4893617021277,134.39003936791082,174.26342551724002,74,78.72340425531915,74,78.72340425531915,174.26478431904548,645.0,1032,0.27123372729062944,0.20917083982818852,96.21675885086087,155.03875968992247,42.28329809725159,15.086102313160742,3821.0430585058352,4656.80541643259,0.8205288211146683,45.0709053104843,54.9290946895157,10301.133799989231,1823.2853250508042
