tag,start_time,end_time,duration,ECG,EMG,foot_GSR,hand_GSR,HR,RESP,marker,mean_nni,sdnn,sdsd,nni_50,pnni_50,nni_20,pnni_20,rmssd,median_nni,range_nni,cvsd,cvnni,mean_hr,max_hr,min_hr,std_hr,lf,hf,lf_hf_ratio,lfnu,hfnu,total_power,vlf,tonic_mean,tonic_var,phasic_mean,phasic_var,phasic_sum,phasic_peaks,phasic_sum_over_1,phasic_peaks_over_1
drive01,0.258065,60.129031999999995,59.870968000000005,0.010485468245425188,-0.0049913885898815735,2.3563627556512374,11.147551130247571,90.7491926803014,10.646805166846066,,668.133333,123.95008100000001,134.63551299999997,66,73.333333,66,73.333333,134.705713,645.0,1161,0.20161500000000002,0.18551700000000002,92.85848399999999,232.55813999999998,42.283297999999995,19.692321,4606.052047,808.491873,5.697091,85.068145,14.931854999999999,6005.908849,591.3649280000001,0.002783,0.00158,1.23558,0.018068,0.291008,6,0.294375,5
drive01,30.516129,89.80645200000001,59.290323,-0.016771739130434803,-0.005022826086956504,2.2100467391304366,11.361215217391301,96.05760869565218,10.610054347826088,,688.229885,129.282879,165.994549,59,67.816092,59,67.816092,165.996217,645.0,903,0.241193,0.18784800000000001,89.31061,116.27906999999999,42.283297999999995,12.349552000000001,11662.405023000001,8965.31904,1.300835,56.537527000000004,43.462472999999996,21756.604637,1128.880574,-0.001816,0.00020800000000000001,1.0965280000000002,0.00907,0.087879,5,0.09124600000000001,4
drive01,60.83871,120.322581,59.48387099999999,4.767063921993245e-05,-0.0051560130010834026,2.0673856988082333,11.357156013001076,88.0866738894908,10.718702058504855,,691.9770110000001,121.60802199999999,168.60583799999998,53,60.919540000000005,53,60.919540000000005,168.60753200000002,645.0,839,0.24366100000000002,0.17574,88.459826,116.27906999999999,44.280443,10.546514,3603.6031759999996,5380.132804999999,0.669798,40.112522999999996,59.887477000000004,10021.804256,1038.068275,-0.002796,0.000244,0.9568469999999999,0.011893,0.084246,3,0.084246,3
drive01,90.451613,150.387097,59.935483999999995,0.0034333333333333186,-0.0052096774193548185,2.122079569892473,12.160237634408594,88.02150537634408,10.764206451612905,,673.2111110000001,118.095799,162.459053,57,63.333332999999996,57,63.333332999999996,162.459053,645.0,774,0.24131999999999998,0.175422,91.053476,132.743363,48.939640999999995,11.769587,3888.280066,5165.223244,0.752781,42.947795,57.05220500000001,9282.954290000001,229.450979,-0.00013000000000000002,0.001811,1.013267,0.031208999999999997,0.18526199999999998,3,0.195329,2
drive01,121.548387,181.354839,59.806452,0.0058176914778856545,-0.004891046386191991,2.3110550161812293,13.57320388349515,84.97626752966559,10.887033441208214,,670.8021980000001,110.010426,121.41153600000001,59,64.835165,59,64.835165,121.622869,645.0,838,0.18131,0.163998,91.232562,132.743363,46.511628,11.741286,1027.142135,692.748372,1.4827059999999999,59.721368000000005,40.278632,2816.96087,1097.070363,0.003243,0.003483,1.1988459999999999,0.018757,0.425887,4,0.435954,3
drive01,151.032258,210.58064500000003,59.548387,0.0036287878787878776,-0.004777056277056257,2.2425844155844192,13.437281385281388,87.01515151515152,11.059686147186142,,716.690476,153.142502,186.217469,59,70.238095,59,70.238095,186.22395500000002,710.0,839,0.259839,0.21368,86.344103,116.27906999999999,44.280443,12.945227000000001,7920.383841,15057.988356,0.525992,34.468864,65.531136,26894.054966000003,3915.6827689999996,0.000271,0.0018390000000000001,1.126639,0.023171999999999998,0.277992,3,0.277992,3
drive01,182.0,241.870968,59.870968000000005,0.004624731182795695,-0.004796774193548359,2.030151612903222,11.9162698924731,89.39354838709677,11.154789247311834,,756.5125,210.537588,261.81537599999996,62,77.5,62,77.5,261.81537599999996,710.0,968,0.346082,0.2783,83.509909,116.27906999999999,40.431267,15.737503,5638.815592,10963.083231999999,0.514346,33.964883,66.035117,20656.689461,4054.7906380000004,-0.00043,1.3000000000000001e-05,0.91276,0.012825,0.013166999999999998,1,0.013166999999999998,1
drive01,211.35483900000003,271.225806,59.870968000000005,0.005979547900968786,-0.004727664155005362,1.8740882669537187,10.442847147470395,85.01829924650161,10.882583423035522,,758.1125,222.570654,276.261763,65,81.25,65,81.25,276.266588,710.0,968,0.36441399999999996,0.293585,83.765861,116.27906999999999,40.431267,16.409815,31159.65775,22920.185121000002,1.359485,57.617878000000005,42.382121999999995,58628.740942,4548.8980710000005,-0.00023999999999999998,2e-06,0.756328,0.0052380000000000005,0.0,0,0.0,0
drive01,242.516129,302.451613,59.935483999999995,0.010079569892473116,-0.004856989247311808,1.7556548387096769,9.166589247311817,84.90537634408602,10.361619354838718,,747.962963,208.693702,283.368785,65,80.246914,65,80.246914,283.461836,710.0,903,0.37897800000000004,0.279016,84.496779,116.27906999999999,42.283297999999995,15.93409,19242.910455,17550.113658000002,1.096455,52.300432,47.699568,39279.634246,2486.610134,-0.000152,1e-06,0.639658,0.0032890000000000003,0.0,0,0.0,0
drive01,271.935484,331.548387,59.612903,0.006828108108108097,-0.004985945945945933,1.663033513513518,8.221171891891881,85.06702702702702,10.518598918918913,,754.1,238.634756,345.704812,55,68.75,55,68.75,345.70579100000003,710.0,1613,0.45843500000000004,0.31645,83.96285400000001,116.27906999999999,28.182245,15.00598,23272.777413,21842.214432,1.065495,51.585463,48.414537,51294.312251999996,6179.320407,-0.000126,1e-06,0.547114,0.002715,0.0,0,0.0,0
drive01,303.16129,362.645161,59.48387099999999,0.004419284940411697,-0.006716143011917647,1.573305525460457,7.349622968580716,84.78873239436619,11.041102925243766,,716.642857,191.056268,265.769809,49,58.333332999999996,49,58.333332999999996,265.770963,710.0,1613,0.370856,0.266599,86.398907,116.27906999999999,28.182245,11.209174,14497.098505000002,13954.849332,1.038857,50.952921,49.047079,31121.415749,2669.467913,-0.000123,1e-06,0.458821,0.002054,0.0,0,0.0,0
drive01,332.193548,391.677419,59.48387099999999,0.003194805194805187,-0.006739177489177483,1.500070346320345,6.6791590909090885,86.68831168831169,11.232463203463213,,691.195402,87.924894,119.06163500000001,55,63.218391000000004,55,63.218391000000004,119.064034,710.0,774,0.172258,0.127207,87.884109,116.27906999999999,46.511628,9.00174,2260.387427,4135.448887,0.546588,35.341546,64.658454,7036.468437,640.632124,-0.000113,1e-06,0.387272,0.00156,0.0,0,0.0,0
drive01,363.354839,423.032258,59.67741899999999,0.0031846652267818543,-0.0049492440604751485,1.435714902807773,6.13671490280778,85.829373650108,11.261505399568042,,710.482353,88.717665,121.072391,62,72.941176,62,72.941176,121.072391,710.0,709,0.170409,0.12487000000000001,85.483571,103.270224,46.511628,8.723116000000001,1130.218527,2775.914079,0.407152,28.934464000000002,71.065536,4169.976281,263.843674,-9.4e-05,1e-06,0.320992,0.001131,0.0,0,0.0,0
drive01,392.451613,452.12903200000005,59.67741899999999,0.007660907127429806,-0.004916846652267809,1.3849254859611169,5.819640388768897,83.82505399568035,11.29742980561556,,755.7,175.418444,247.857337,62,77.5,62,77.5,247.858703,710.0,1032,0.327986,0.232127,82.219566,116.27906999999999,38.75969,12.935259,8340.718608,9626.170231,0.8664629999999999,46.422721,53.577279000000004,18865.666315000002,898.777476,-6.7e-05,1e-06,0.268602,0.000822,0.0,0,0.0,0
drive01,423.74193499999996,483.419355,59.67741899999999,0.011849729729729721,-0.00485513513513512,1.337158918918924,5.563676756756762,84.59135135135135,11.348767567567565,,745.580247,183.556726,256.722077,58,71.604938,58,71.604938,256.722077,710.0,1032,0.344325,0.246193,83.669937,116.27906999999999,38.75969,13.726285999999998,6089.776482,14264.712419999998,0.426912,29.918591999999997,70.081408,23858.612601,3504.123699,-5.9999999999999995e-05,1e-06,0.21936799999999998,0.000659,0.0,0,0.0,0
drive01,452.83870999999994,512.322581,59.48387099999999,0.005824485373781135,-0.004852654387865647,1.29564030335861,5.322782231852648,85.32502708559046,11.3602795232936,,716.642857,125.054749,148.640127,58,69.047619,58,69.047619,148.642127,710.0,903,0.20741500000000002,0.174501,85.565187,132.743363,44.280443,11.356655,1477.486069,1626.4635449999998,0.9084040000000001,47.600195,52.399805,3839.433404,735.48379,-5.4000000000000005e-05,1e-06,0.179176,0.00048499999999999997,0.0,0,0.0,0
drive01,484.064516,543.935484,59.870968000000005,0.0015866523143164652,-0.004738428417653376,1.25571044133478,5.129474703982787,84.63186221743811,11.421918191603893,,738.060976,156.078118,194.066454,60,73.170732,60,73.170732,194.170982,710.0,903,0.263083,0.21147,83.943664,132.743363,44.280443,13.432144000000001,15420.275833000002,12350.401505,1.248565,55.527187,44.472813,30383.442549,2612.765211,-4.4e-05,1e-06,0.14056400000000002,0.000412,0.0,0,0.0,0
drive01,513.032258,572.3870969999999,59.354839,0.006802173913043459,-0.004777173913043469,1.223794565217387,5.018547826086938,84.09673913043478,11.367745652173921,,780.090909,258.983904,340.965761,53,68.83116899999999,53,68.83116899999999,340.966834,710.0,1807,0.437086,0.331992,81.68006,116.27906999999999,25.828670000000002,15.7539,11310.162637000001,19645.269242,0.575719,36.536924,63.463076,32771.130188,1815.6983089999999,-4e-05,1e-06,0.10862100000000001,0.000321,0.0,0,0.0,0
drive01,544.645161,603.935484,59.290323,0.0058945652173912995,-0.004669565217391289,1.1903315217391353,4.924972826086946,83.97065217391304,11.31198260869566,,789.539474,276.901977,367.029937,51,67.105263,51,67.105263,367.033968,710.0,1807,0.464871,0.350713,81.503624,116.27906999999999,25.828670000000002,17.054066,64152.511794000005,35960.12866,1.7839900000000002,64.080331,35.919669,116437.89594100001,16325.255487,-2.2e-05,1e-06,0.07760299999999999,0.000245,0.0,0,0.0,0
drive01,573.096774,632.7741940000001,59.67741899999999,0.005717062634989201,-0.004639308855291567,1.1664870410367167,4.862384449244063,81.63714902807776,11.26964794816416,,764.455696,189.565955,263.57091299999996,49,62.025316000000004,49,62.025316000000004,263.57223,710.0,903,0.34478400000000003,0.247975,81.815402,116.27906999999999,42.283297999999995,14.105654000000001,13873.714359,16096.606791,0.8619030000000001,46.291509999999995,53.708490000000005,33522.694202,3552.3730520000004,-4.8e-05,1e-06,0.053672000000000004,0.000172,0.0,0,0.0,0
drive01,604.83871,664.322581,59.48387099999999,0.004021668472372696,-0.004743228602383514,1.1468602383531903,4.811044420368352,83.34561213434453,11.202331527627301,,764.43038,149.283475,214.582141,52,65.822785,52,65.822785,214.607632,710.0,774,0.280742,0.195287,80.443341,93.023256,42.283297999999995,10.413707,5421.174532999999,7832.725964,0.692118,40.902484,59.097516000000006,14078.819502,824.919005,-1.7e-05,1e-06,0.030175999999999998,0.00015900000000000002,0.0,0,0.0,0
drive01,633.483871,693.096774,59.612903,-0.001287567567567564,-0.023061621621621606,1.2809124324324348,5.816290810810802,89.0681081081081,11.181457297297289,,718.166667,136.059327,191.241222,65,77.38095200000001,65,77.38095200000001,191.241222,710.0,903,0.266291,0.18945399999999998,85.584859,116.27906999999999,42.283297999999995,11.470678,5770.070659,8449.278352,0.6829069999999999,40.579007,59.420993,15271.334472999999,1051.985463,0.000606,0.002427,0.16621,0.112879,0.070037,2,0.10848699999999999,1
