peak_index,peak_raw_ecg_value
175,3.045
322,2.965
468,3.065
613,3.32
762,3.14
911,2.925
1064,3.0
1219,3.02
1377,3.125
1536,2.91
1697,3.005
1857,3.16
2021,3.12
2186,3.045
2352,2.985
2520,3.035
2690,2.995
2865,3.14
3045,3.245
3219,3.15
3400,3.08
3578,3.15
3751,3.0
3926,3.025
4105,2.99
4291,3.25
4472,3.11
4651,3.035
4830,3.325
5008,3.145
5190,3.0
5371,3.295
5564,3.225
5765,3.14
5968,3.08
6164,3.2
6375,3.095
6580,3.18
6779,3.37
6984,3.215
7191,3.11
7388,3.175
7595,3.11
7806,3.125
8015,3.19
8221,3.125
8433,3.165
8646,3.165
8850,3.205
9062,3.235
9274,3.1
9475,3.165
9685,3.2
9899,3.1
10103,3.06
10309,3.205
10522,3.11
10736,3.3
10939,3.325
11152,3.24
11367,3.12
11572,3.18
11772,3.13
11975,3.09
12182,3.105
12381,3.17
12582,3.395
12787,3.215
12994,3.285
13195,3.35
13408,3.34
13625,3.105
13834,3.135
14037,3.375
14249,3.07
14459,3.37
14658,3.375
14861,3.14
15070,3.225
15271,3.215
15478,3.195
15694,3.115
15914,3.29
16121,3.345
16338,3.265
16553,3.195
16762,3.255
16965,3.34
17174,3.34
17385,3.19
17588,3.37
17795,3.285
17994,3.075
18186,3.095
18384,3.155
18584,3.295
18777,3.15
18963,3.3
19149,3.155
19324,3.135
19499,3.025
19679,3.05
19865,3.125
20062,3.14
20273,3.21
20471,3.255
20680,3.225
20898,3.315
21098,3.185
21305,3.255
21518,3.135
21736,3.3
21943,3.29
22162,3.2
22398,3.16
22613,3.105
22824,3.175
23057,3.175
23295,3.36
23511,3.235
23746,3.37
23994,3.315
24221,3.11
24453,3.39
24699,3.045
24937,3.195
25154,3.325
25382,3.11
25626,3.12
25848,3.215
26064,3.12
26279,3.195
26477,3.155
26674,3.145
26877,3.295
27086,3.385
27324,3.18
27558,3.185
27775,3.315
28000,3.165
28221,3.16
28430,3.14
28641,3.13
28857,3.125
29074,3.32
29278,3.165
29501,3.125
29738,3.155
29969,3.305
30186,3.165
30406,3.16
30631,3.27
30840,3.245
31064,3.22
31297,3.26
31511,3.185
31728,3.285
31949,3.275
32155,3.17
32364,3.135
32582,3.285
32789,3.37
33001,3.105
33219,3.115
33418,3.3
33614,3.115
33805,3.08
33984,3.155
34172,3.35
34365,3.22
34563,3.01
34758,3.17
34947,3.24
35140,3.14
35344,3.15
35541,3.39
35734,3.245
35932,3.125
36131,3.185
36318,3.145
36514,3.16
36719,3.145
36933,3.095
37135,3.19
37348,3.145
37564,3.195
37776,3.07
37972,3.12
38170,3.17
38367,3.185
38566,3.185
38756,3.115
38955,3.245
39168,3.28
39371,3.26
39573,3.085
39779,3.265
40000,3.125
40205,3.365
40416,3.33
40632,3.05
40838,3.135
41045,3.2
41254,3.145
41465,3.155
41662,3.205
41865,3.22
42076,3.325
42281,3.19
42478,3.285
42678,3.18
42881,3.16
43074,3.255
43271,3.18
43474,3.12
43666,3.17
43857,3.19
44058,3.205
44261,3.175
44463,3.21
44670,3.355
44882,3.12
45080,3.305
45279,3.095
45479,3.075
45674,3.225
45863,3.19
46064,3.245
46275,3.2
46476,3.12
46680,3.22
46894,3.19
47105,3.095
47306,3.18
47513,3.145
47725,3.115
47922,3.16
48125,3.405
48324,3.305
48533,3.31
48732,3.22
48951,3.23
49182,3.125
49399,3.095
49619,3.14
49845,3.115
50057,3.185
50263,3.23
50473,3.15
50682,3.11
50881,3.325
51083,3.095
51287,3.09
51481,3.115
51680,3.21
51890,3.11
52125,3.255
52336,3.405
52552,3.21
52789,3.4
53027,3.19
53232,3.305
53437,3.145
53646,3.09
53851,3.235
54057,3.175
54295,3.205
54518,3.22
54734,3.38
54963,3.405
55198,3.19
55404,3.4
55619,3.25
55838,3.305
56042,3.11
56242,3.32
56455,3.34
56676,3.255
56884,3.275
57112,3.175
57350,3.145
57564,3.295
57768,3.205
57975,3.16
58193,3.175
58406,3.245
58613,3.235
58828,3.405
59058,3.19
59276,3.2
59484,3.305
59699,3.31
59928,3.2
60133,3.3
60334,3.36
60541,3.14
60760,3.195
60984,3.36
61191,3.32
61410,3.285
61638,3.13
61855,3.245
62064,3.285
62279,3.11
62494,3.305
62697,3.285
62902,3.245
63118,3.135
63344,3.205
63559,3.23
63785,3.285
64012,3.165
64224,3.245
64437,3.15
64650,3.175
64876,3.095
