peak_index,peak_raw_ecg_value
238,-1.67
476,-1.605
713,-1.88
947,-1.615
1185,-1.695
1432,-1.66
1675,-1.86
1912,-1.695
2135,-1.585
2367,-1.73
2598,-1.585
2828,-1.73
3053,-1.92
3283,-1.695
3517,-1.73
3750,-1.72
3971,-1.6
4192,-1.64
4410,-1.71
4633,-1.9
4871,-1.62
5115,-1.325
5354,-1.725
5598,-1.595
5838,-1.54
6080,-1.925
6305,-1.69
6529,-1.975
6752,-1.79
6973,-1.95
7197,-1.79
7443,-1.84
7677,-1.81
7914,-1.77
8166,-1.64
8410,-1.85
8651,-1.82
8889,-1.545
9115,-1.845
9352,-1.79
9590,-1.99
9828,-1.86
10072,-1.665
10326,-1.635
10578,-1.72
10828,-1.55
11090,-1.67
11343,-1.505
11584,-1.765
11824,-1.62
12053,-1.985
12277,-1.805
12497,-1.73
12721,-1.875
12965,-1.79
13207,-1.905
13451,-1.94
13696,-1.75
13934,-1.65
14168,-1.64
14408,-1.37
14647,-1.815
14887,-1.715
15121,-1.485
15348,-1.94
15567,-1.855
15785,-2.08
16004,-1.865
16247,-1.46
16500,-1.785
16764,-1.67
17039,-1.745
17309,-1.47
17582,-1.615
17852,-1.745
18117,-1.705
18375,-1.71
18627,-1.555
18869,-1.815
19108,-1.42
19346,-1.625
19590,-1.475
19844,-1.745
20098,-1.555
20359,-1.795
20618,-1.48
20871,-1.515
21129,-1.63
21377,-1.83
21626,-1.315
21867,-1.615
22114,-1.48
22361,-1.65
22605,-1.625
22852,-1.76
23084,-1.935
23323,-1.74
23560,-1.805
23799,-1.59
24051,-1.73
24295,-1.91
24534,-1.64
24775,-1.645
25016,-1.67
25250,-1.93
25496,-1.61
25746,-1.895
25994,-1.685
26232,-1.815
26473,-1.54
26717,-1.78
26957,-1.405
27195,-1.505
27430,-1.855
27670,-1.575
27904,-1.425
28141,-1.68
28383,-1.7
28611,-1.895
28842,-1.815
29082,-1.92
29320,-1.645
29567,-1.575
29819,-1.88
30066,-1.72
30324,-1.675
30592,-1.58
30858,-1.52
31117,-1.71
31377,-1.83
31634,-1.895
31885,-1.605
32135,-1.515
32381,-1.69
32621,-1.805
32863,-1.715
33102,-1.665
33338,-1.58
