peak_index,peak_raw_ecg_value
293,7.985
677,8.07
986,7.985
1400,8.005
1790,8.155
2182,8.05
2555,8.09
2830,8.145
3051,8.065
3462,8.015
3862,8.05
4201,8.015
4620,8.105
5030,8.065
5427,8.09
5747,8.09
6156,8.065
6537,8.155
6832,8.05
7077,8.07
7489,8.135
7886,8.04
8271,8.075
8646,8.18
9035,8.12
9348,8.135
9746,8.155
10143,8.09
10518,8.155
10790,8.07
11052,8.065
11461,8.125
11850,8.035
12161,8.105
12458,8.05
12878,7.985
13268,8.135
13575,8.015
13989,8.09
14287,8.005
14515,8.04
14937,8.075
15328,8.005
15508,8.04
15874,8.09
16264,7.985
16659,8.005
16971,8.075
17397,8.04
17788,8.07
18121,8.04
18440,8.155
18855,8.015
19245,8.1
19561,7.98
19963,8.125
20278,8.05
20494,8.075
20889,8.125
21286,8.05
21581,8.1
21990,8.035
22368,7.985
22641,8.125
22844,8.015
23241,7.96
23617,8.05
23890,7.96
24121,8.015
24511,8.02
24896,7.95
25200,8.09
25532,7.995
25941,8.015
26245,8.075
26472,8.02
26865,8.015
27168,8.04
27396,8.015
27786,8.015
28148,8.065
28449,7.995
28836,8.04
29202,7.98
29569,8.09
29850,8.04
30083,8.02
30472,8.05
30860,7.96
31138,8.04
31400,7.985
31809,7.95
32175,8.065
32450,8.02
32680,8.075
33079,8.065
33458,8.05
33717,8.16
33941,8.16
34288,8.04
34623,8.065
34882,8.205
35089,8.21
35415,8.09
35700,8.215
35921,8.12
36295,8.065
36633,8.16
36915,8.075
37171,8.07
37555,8.12
37937,8.035
38252,8.02
38673,8.125
39098,7.985
39485,8.105
39795,8.005
40226,8.065
40618,8.16
40950,8.12
41396,8.1
41777,8.16
42097,8.09
42544,8.07
42937,7.995
43265,8.005
43697,8.07
44106,8.015
44497,8.015
44883,8.09
45216,8.005
45647,7.995
46038,8.065
46430,7.985
46708,8.04
46929,8.035
47294,7.98
47687,8.075
47977,8.035
48205,8.07
48607,8.12
48987,8.05
49307,8.07
49710,8.19
50109,8.07
50481,8.04
50771,8.105
51027,8.05
51437,8.02
51832,8.07
52206,8.065
52521,8.16
52959,8.155
53341,8.24
53626,8.18
53885,8.155
54300,8.16
54685,8.135
54984,8.12
55380,8.155
55756,8.16
56061,8.275
56276,8.285
56671,8.18
57051,8.23
57336,8.16
57581,8.175
57972,8.16
58353,8.155
58706,8.275
58991,8.215
59291,8.175
59697,8.24
60067,8.245
60346,8.285
60610,8.345
61004,8.265
61370,8.275
61649,8.275
61863,8.24
62242,8.155
62611,8.205
62917,8.16
63309,8.21
63661,8.19
64033,8.16
64397,8.24
64682,8.21
64987,8.12
65386,8.175
65711,8.105
66091,8.12
66456,8.065
66820,8.125
67115,8.19
67335,8.175
67717,8.075
68058,8.24
68348,8.16
68629,8.16
68966,8.205
69311,8.12
69636,8.125
69960,8.125
70289,8.135
70628,8.16
70957,8.155
71284,8.19
71610,8.16
71946,8.18
72268,8.16
72593,8.175
72916,8.155
73234,8.125
73543,8.125
73849,8.135
74149,8.09
74444,8.075
74733,8.09
75020,8.05
75315,8.04
75607,8.065
75892,8.09
76184,8.005
76480,7.96
76765,8.035
77053,7.985
77338,8.005
77622,8.065
77901,7.965
78180,7.95
78456,7.95
78728,8.005
79006,7.98
79286,7.985
79557,8.015
79838,7.95
80116,7.935
80388,7.965
80687,7.895
80989,7.9
81288,7.96
81614,7.825
81931,7.855
82270,7.755
82595,7.76
82890,7.79
83183,7.795
83463,7.785
83737,7.855
84004,7.845
84272,7.825
84539,7.825
84807,7.88
85049,7.795
85336,7.82
85625,7.81
85906,7.84
86187,7.9
86462,7.895
86722,7.865
86962,7.93
87306,7.865
87621,7.88
87933,7.98
88235,7.965
88560,7.965
88879,7.93
89181,7.925
89495,8.015
89795,7.95
90007,8.005
90353,7.985
90683,7.895
90961,7.965
91218,8.02
91582,7.985
91925,7.98
92283,8.075
92638,8.04
92989,8.04
93349,8.005
93708,8.075
94049,8.05
94406,8.05
94742,8.02
95048,8.07
95434,8.16
95812,8.07
96161,8.145
96403,8.12
96603,8.075
96987,8.105
97285,8.02
97524,8.015
97910,8.09
98253,8.02
98531,8.035
98768,8.155
99140,8.05
99487,8.065
99840,8.175
100190,8.05
100530,8.12
100863,8.075
101192,8.05
101490,8.135
101860,8.075
102234,8.09
102590,8.18
102955,8.125
103316,8.175
103712,8.155
104109,8.09
104497,8.16
104868,8.105
105251,8.125
105559,8.155
105981,8.125
106360,8.16
106629,8.145
106843,8.125
107268,8.16
107661,8.205
108009,8.16
108431,8.26
108829,8.175
109220,8.16
109503,8.23
109713,8.19
110129,8.205
110531,8.21
110852,8.18
111281,8.265
111695,8.23
112079,8.26
112375,8.215
112635,8.205
113050,8.205
113448,8.135
113828,8.16
114196,8.24
114577,8.205
114875,8.295
115308,8.215
115694,8.265
115976,8.275
116197,8.205
116595,8.145
116930,8.21
117152,8.18
117561,8.135
117890,8.24
118316,8.175
118701,8.295
118983,8.24
119309,8.155
119738,8.205
120119,8.12
120531,8.105
120909,8.16
121303,8.075
121679,8.16
122046,8.125
122414,8.155
122830,8.21
123238,8.135
123631,8.125
124007,8.145
124398,8.12
124779,8.16
125152,8.07
125546,8.1
125880,8.125
126303,8.02
126699,8.155
127092,8.09
127497,8.07
