peak_index,peak_raw_ecg_value
131,1.13
463,1.175
797,1.195
1117,1.095
1430,1.175
1752,1.265
2073,1.13
2374,1.145
2688,1.22
3018,1.12
3330,1.155
3650,1.225
3979,1.135
4308,1.15
4640,1.21
4971,1.11
5279,1.155
5596,1.245
5921,1.13
6239,1.145
6567,1.18
6893,1.1
7193,1.145
7502,1.23
7820,1.095
8150,1.145
8476,1.21
8791,1.15
9103,1.175
9430,1.225
9760,1.095
10076,1.2
10402,1.19
10713,1.08
11020,1.19
11342,1.23
11664,1.14
11975,1.145
12293,1.205
12612,1.08
12945,1.16
13262,1.19
13574,1.075
13883,1.2
14250,1.235
14568,1.065
14890,1.115
15254,1.22
15570,1.075
15897,1.195
16232,1.22
16557,1.075
16874,1.13
17201,1.225
17517,1.095
17828,1.24
18149,1.2
18463,1.12
18773,1.16
19094,1.22
19416,1.09
19723,1.15
20059,1.205
20387,1.135
20699,1.11
21020,1.165
21348,1.13
21664,1.065
21984,1.19
22324,1.205
22652,1.085
22973,1.165
23311,1.185
23639,1.075
23958,1.165
24283,1.21
24600,1.135
24909,1.055
25237,1.205
25598,1.16
25904,1.115
26234,1.22
26569,1.11
26881,1.125
27214,1.175
27548,1.1
27867,1.215
28201,1.235
28529,1.1
28840,1.15
29159,1.185
29477,1.07
29785,1.195
30110,1.265
30428,1.13
30733,1.18
31043,1.165
31353,1.09
31674,1.215
32000,1.255
32316,1.12
32624,1.175
32944,1.175
33268,1.075
33584,1.165
33945,1.215
34250,1.135
34564,1.21
34885,1.22
35208,1.025
35536,1.175
35892,1.21
36199,1.09
36522,1.205
36860,1.215
37183,1.04
37492,1.145
37809,1.185
38124,1.09
38439,1.155
38805,1.225
39122,1.075
39435,1.085
39761,1.18
40097,1.125
40414,1.02
40730,1.23
41057,1.16
41377,1.05
41702,1.165
42018,1.125
42322,1.085
42626,1.2
42946,1.22
43283,1.105
43596,1.09
43915,1.23
44237,1.135
44556,1.13
44891,1.21
45215,1.12
45531,1.135
45862,1.185
46191,1.11
46501,1.125
46817,1.195
47131,1.12
47432,1.115
47754,1.205
48082,1.1
48398,1.2
48725,1.16
49047,1.11
49363,1.18
49719,1.24
50022,1.09
50338,1.165
50667,1.23
50984,1.14
51291,1.16
51613,1.18
51945,1.11
52262,1.1
52580,1.27
52902,1.21
53215,1.065
53529,1.08
53855,1.24
54170,1.095
54480,1.205
54801,1.15
55125,1.105
55434,1.195
55760,1.215
56090,1.135
56388,1.13
56691,1.235
57009,1.13
57315,1.17
57670,1.25
57984,1.11
58302,1.14
58629,1.235
58969,1.215
59293,1.19
59629,1.195
59957,1.17
60270,1.175
60594,1.24
60912,1.14
