peak_index,peak_raw_ecg_value
244,-0.61
389,-0.565
533,-0.58
678,-0.52
822,-0.58
933,-0.575
1105,-0.575
1252,-0.575
1395,-0.63
1539,-0.7
1683,-0.7
1828,-0.63
1937,-0.64
2111,-0.535
2258,-0.615
2402,-0.52
2526,-0.545
2689,-0.59
2836,-0.68
2979,-0.575
3100,-0.605
3265,-0.6
3412,-0.73
3555,-0.645
3680,-0.62
3844,-0.57
3990,-0.58
4135,-0.65
4279,-0.525
4399,-0.575
4565,-0.525
4711,-0.61
4855,-0.575
5001,-0.535
5144,-0.635
5289,-0.695
5398,-0.67
5571,-0.525
5718,-0.545
5861,-0.59
5990,-0.59
6149,-0.575
6295,-0.615
6438,-0.53
6582,-0.58
6699,-0.58
6869,-0.63
7013,-0.615
7156,-0.59
7301,-0.565
7445,-0.57
7591,-0.575
7702,-0.615
7874,-0.545
8020,-0.595
8164,-0.57
8308,-0.57
8453,-0.575
8596,-0.645
8705,-0.67
8878,-0.555
9025,-0.58
9170,-0.525
9295,-0.635
9457,-0.61
9602,-0.59
9746,-0.62
9866,-0.6
10033,-0.56
10178,-0.615
10322,-0.63
10467,-0.69
10611,-0.615
10756,-0.57
10867,-0.61
11039,-0.565
11186,-0.58
11304,-0.535
11457,-0.58
11619,-0.56
11765,-0.52
11908,-0.595
12041,-0.65
12197,-0.65
12344,-0.665
12490,-0.625
12607,-0.63
12775,-0.565
12922,-0.54
13066,-0.51
13211,-0.59
13354,-0.55
13501,-0.51
13611,-0.535
13783,-0.575
13928,-0.645
14073,-0.61
14217,-0.6
14363,-0.575
14508,-0.565
14619,-0.615
14793,-0.555
14938,-0.53
15082,-0.54
15209,-0.575
15372,-0.525
15517,-0.59
15662,-0.68
15807,-0.665
15951,-0.605
16069,-0.595
16238,-0.6
16385,-0.625
16529,-0.61
16674,-0.615
16819,-0.57
16964,-0.55
17076,-0.625
17250,-0.635
17394,-0.595
17540,-0.595
17684,-0.555
17830,-0.57
17975,-0.535
18086,-0.66
18260,-0.59
18406,-0.57
18551,-0.61
18696,-0.56
18840,-0.605
18985,-0.58
19100,-0.655
19271,-0.585
19418,-0.625
19564,-0.525
19709,-0.595
19854,-0.545
19999,-0.51
20111,-0.565
20285,-0.56
20430,-0.57
20576,-0.59
20721,-0.59
20865,-0.67
21010,-0.685
21121,-0.73
21295,-0.6
21442,-0.55
21586,-0.565
21731,-0.57
21877,-0.605
22021,-0.53
22130,-0.545
22304,-0.505
22451,-0.57
22596,-0.64
22726,-0.67
22884,-0.605
23029,-0.59
23174,-0.605
23318,-0.555
23463,-0.625
23576,-0.63
23747,-0.53
23891,-0.525
24037,-0.56
24180,-0.6
24324,-0.615
24469,-0.65
24579,-0.645
24754,-0.57
24898,-0.555
25043,-0.665
25164,-0.59
25475,-0.545
25621,-0.585
25737,-0.555
25904,-0.535
26049,-0.58
26193,-0.59
26316,-0.605
26480,-0.52
26626,-0.475
26769,-0.525
26889,-0.61
27054,-0.615
27199,-0.55
27344,-0.565
27475,-0.59
27631,-0.58
27776,-0.545
27920,-0.655
28039,-0.635
28206,-0.52
28353,-0.58
28496,-0.51
28641,-0.51
28787,-0.6
28932,-0.585
29041,-0.57
29215,-0.585
29361,-0.6
29506,-0.645
29649,-0.62
29793,-0.645
29938,-0.555
30047,-0.605
30154,-0.46
30367,-0.54
30512,-0.58
30631,-0.58
30797,-0.555
30941,-0.56
31084,-0.545
31229,-0.555
31371,-0.68
31516,-0.665
31625,-0.595
31797,-0.585
31943,-0.615
32086,-0.535
32232,-0.59
32340,-0.415
32443,-0.605
32576,-0.43
32801,-0.545
33070,-0.63
33236,-0.64
33381,-0.665
33500,-0.655
33666,-0.54
33810,-0.505
33926,-0.565
34092,-0.495
34237,-0.545
34355,-0.55
34522,-0.52
34666,-0.58
34809,-0.56
34945,-0.455
35099,-0.585
35219,-0.61
35327,-0.425
35529,-0.57
35674,-0.63
35817,-0.585
35955,-0.5
36105,-0.575
36217,-0.645
36348,-0.465
36533,-0.555
36676,-0.63
36818,-0.59
36963,-0.575
37074,-0.56
37186,-0.445
37389,-0.575
37535,-0.61
37656,-0.61
37820,-0.6
37963,-0.6
38107,-0.55
38223,-0.435
38394,-0.565
38537,-0.6
38647,-0.6
38819,-0.485
38965,-0.555
39108,-0.545
39211,-0.405
39370,-0.55
39537,-0.595
39681,-0.525
39826,-0.52
39938,-0.43
40113,-0.63
40258,-0.615
40366,-0.66
40537,-0.55
40684,-0.57
40808,-0.565
40971,-0.545
41115,-0.565
41258,-0.565
41402,-0.495
41543,-0.555
41688,-0.58
41799,-0.65
41969,-0.625
42116,-0.64
42258,-0.64
42383,-0.62
42545,-0.565
42690,-0.55
42834,-0.545
42953,-0.54
43119,-0.565
43263,-0.565
43406,-0.595
43529,-0.575
43693,-0.615
43837,-0.64
43980,-0.63
44098,-0.63
44266,-0.51
44410,-0.53
44549,-0.635
44697,-0.635
44840,-0.555
44984,-0.54
45127,-0.57
45270,-0.58
45414,-0.59
45523,-0.68
45695,-0.54
45840,-0.57
45968,-0.575
46126,-0.53
46271,-0.6
46414,-0.56
46557,-0.585
46701,-0.62
46842,-0.585
46986,-0.565
47096,-0.625
47267,-0.585
47412,-0.57
47555,-0.6
47678,-0.615
47842,-0.56
47986,-0.58
48129,-0.565
48260,-0.635
48416,-0.62
48560,-0.575
48703,-0.6
48820,-0.605
48986,-0.655
49131,-0.615
49275,-0.585
49418,-0.585
49562,-0.53
49705,-0.585
49816,-0.565
49987,-0.515
50131,-0.595
50265,-0.605
50416,-0.56
50560,-0.6
50704,-0.605
50819,-0.645
50986,-0.58
51131,-0.555
51273,-0.54
51418,-0.595
51561,-0.575
51703,-0.55
51818,-0.58
51986,-0.56
52131,-0.615
52273,-0.58
52418,-0.705
52562,-0.64
52705,-0.635
52816,-0.605
52988,-0.585
53133,-0.605
53260,-0.565
53420,-0.545
53564,-0.515
53707,-0.56
53850,-0.595
53994,-0.585
54137,-0.605
54250,-0.705
54418,-0.625
54565,-0.585
54691,-0.59
54850,-0.555
54996,-0.58
55128,-0.59
55281,-0.555
55424,-0.6
55566,-0.575
55687,-0.56
55851,-0.585
55996,-0.665
56138,-0.61
56260,-0.645
56422,-0.58
56567,-0.585
56711,-0.59
56852,-0.585
56996,-0.61
57137,-0.615
57251,-0.57
57420,-0.59
57564,-0.56
57695,-0.57
57848,-0.6
57992,-0.57
58135,-0.545
58260,-0.6
58565,-0.53
58709,-0.615
58823,-0.595
58990,-0.6
59135,-0.56
59277,-0.61
59422,-0.66
59564,-0.635
59708,-0.545
59818,-0.555
59989,-0.51
60133,-0.555
60277,-0.575
60422,-0.535
60565,-0.565
60708,-0.555
60820,-0.595
60991,-0.56
61137,-0.67
61280,-0.61
61426,-0.675
61570,-0.595
61715,-0.565
61825,-0.555
62000,-0.625
62144,-0.585
62289,-0.615
62434,-0.565
62578,-0.535
62723,-0.605
62834,-0.675
63006,-0.67
63152,-0.655
63298,-0.58
63420,-0.68
63586,-0.62
63732,-0.535
63876,-0.53
64000,-0.585
64164,-0.54
64309,-0.535
64453,-0.55
64579,-0.555
64740,-0.585
64887,-0.68
65031,-0.6
65149,-0.605
65316,-0.58
65461,-0.65
65605,-0.62
65750,-0.555
65893,-0.58
66036,-0.555
66148,-0.595
66318,-0.55
66463,-0.625
66606,-0.615
66728,-0.64
66893,-0.51
67037,-0.56
67180,-0.57
67324,-0.585
67467,-0.585
67611,-0.575
67722,-0.595
68039,-0.55
68182,-0.58
68303,-0.67
68467,-0.505
68612,-0.57
68756,-0.575
68881,-0.605
69043,-0.465
69189,-0.55
69332,-0.62
69453,-0.545
69617,-0.59
69763,-0.59
69908,-0.665
70031,-0.66
70194,-0.55
70340,-0.605
70484,-0.555
70604,-0.57
70770,-0.505
70916,-0.58
71059,-0.515
71205,-0.54
71348,-0.575
71492,-0.63
71603,-0.65
71776,-0.62
71922,-0.66
72066,-0.605
72197,-0.635
72354,-0.515
72501,-0.485
72644,-0.545
72763,-0.59
72930,-0.515
73075,-0.555
73218,-0.565
73362,-0.625
73506,-0.65
73650,-0.61
73758,-0.64
73933,-0.57
74078,-0.56
74221,-0.58
74348,-0.575
74508,-0.565
74655,-0.56
74798,-0.52
74941,-0.55
75084,-0.605
75227,-0.61
75338,-0.685
75510,-0.61
75655,-0.565
75781,-0.59
75943,-0.595
76088,-0.665
76231,-0.595
76354,-0.56
76518,-0.51
76662,-0.54
76807,-0.53
76928,-0.59
77094,-0.635
77240,-0.6
77387,-0.59
77510,-0.62
77679,-0.56
77826,-0.595
77973,-0.555
78125,-0.485
78270,-0.535
78416,-0.57
78527,-0.63
78705,-0.6
78855,-0.62
78971,-0.645
79144,-0.52
79293,-0.485
79402,-0.52
79580,-0.525
79730,-0.57
79877,-0.605
80024,-0.58
80170,-0.63
80317,-0.59
80428,-0.635
80606,-0.58
80754,-0.615
80902,-0.54
81031,-0.55
81194,-0.52
81342,-0.59
81488,-0.565
81605,-0.57
81778,-0.535
81926,-0.565
82072,-0.605
82219,-0.64
82365,-0.645
82512,-0.58
82622,-0.5
82801,-0.525
82948,-0.555
83096,-0.6
83242,-0.61
83387,-0.56
83534,-0.575
83644,-0.58
83820,-0.62
83969,-0.615
84115,-0.625
84236,-0.645
84405,-0.56
84551,-0.56
84698,-0.565
84820,-0.61
84987,-0.535
85136,-0.52
85281,-0.53
85410,-0.595
85572,-0.6
85721,-0.63
85869,-0.65
85984,-0.64
86160,-0.575
86310,-0.595
86459,-0.615
86596,-0.58
86758,-0.58
86909,-0.61
87059,-0.59
87209,-0.535
87323,-0.58
87502,-0.63
87652,-0.635
87801,-0.485
87951,-0.54
88100,-0.615
88249,-0.545
88361,-0.65
88541,-0.63
88693,-0.585
88842,-0.615
88990,-0.615
89139,-0.62
89287,-0.695
89397,-0.62
89579,-0.525
89728,-0.535
89877,-0.585
90025,-0.57
90172,-0.6
90320,-0.6
90430,-0.595
90609,-0.54
90758,-0.645
90897,-0.625
91053,-0.675
91200,-0.605
91310,-0.58
91488,-0.535
91639,-0.555
91785,-0.575
91932,-0.575
92078,-0.58
92225,-0.58
92336,-0.525
92514,-0.585
92662,-0.65
92808,-0.645
92928,-0.615
93100,-0.55
93250,-0.575
93396,-0.58
93520,-0.43
93689,-0.54
93836,-0.59
93982,-0.55
94111,-0.365
94279,-0.565
94425,-0.575
94537,-0.64
94702,-0.415
94871,-0.56
95022,-0.575
95173,-0.54
95293,-0.475
95478,-0.56
95588,-0.615
95743,-0.425
95932,-0.505
96084,-0.595
96203,-0.63
96383,-0.655
96536,-0.53
96687,-0.55
96840,-0.575
96988,-0.465
97144,-0.545
97254,-0.575
97394,-0.45
97592,-0.54
97746,-0.6
97865,-0.62
98041,-0.61
98193,-0.58
98344,-0.525
98467,-0.605
98642,-0.45
98791,-0.56
98916,-0.64
99088,-0.565
99240,-0.6
99389,-0.52
99512,-0.535
99684,-0.6
99835,-0.645
99984,-0.585
100102,-0.57
100278,-0.51
100430,-0.555
100578,-0.51
100705,-0.48
100877,-0.615
101025,-0.59
101135,-0.62
101316,-0.545
101465,-0.68
101614,-0.605
101734,-0.6
101906,-0.555
102055,-0.57
102181,-0.595
102350,-0.505
102499,-0.525
102646,-0.525
102795,-0.505
102941,-0.55
103060,-0.575
103232,-0.66
103381,-0.675
103524,-0.595
103676,-0.605
103824,-0.56
103971,-0.56
104082,-0.6
104262,-0.565
104410,-0.58
104557,-0.5
104705,-0.545
104853,-0.565
104980,-0.615
105086,-0.69
105278,-0.555
105435,-0.575
105550,-0.545
105726,-0.645
105874,-0.54
105988,-0.58
106164,-0.52
106311,-0.52
106427,-0.53
106600,-0.535
106750,-0.665
106863,-0.67
107037,-0.54
107185,-0.555
107298,-0.605
107473,-0.55
107621,-0.625
107734,-0.605
107909,-0.54
108058,-0.57
108168,-0.605
108344,-0.555
108494,-0.67
108602,-0.625
108781,-0.515
108928,-0.565
109041,-0.42
109223,-0.575
109369,-0.565
109518,-0.58
109633,-0.645
109807,-0.58
109955,-0.56
110101,-0.6
110250,-0.655
110395,-0.585
110508,-0.625
110684,-0.535
110832,-0.56
110961,-0.58
111127,-0.565
111275,-0.54
111389,-0.555
111564,-0.55
111713,-0.595
111826,-0.59
112002,-0.57
112150,-0.61
112262,-0.635
112439,-0.525
112586,-0.495
112697,-0.56
112876,-0.47
113023,-0.55
113136,-0.515
113311,-0.52
113459,-0.545
113572,-0.625
113746,-0.6
113894,-0.62
114041,-0.63
114187,-0.55
114334,-0.595
114480,-0.53
114596,-0.545
114768,-0.515
114914,-0.555
115061,-0.555
115207,-0.55
115353,-0.585
115467,-0.585
115640,-0.585
115789,-0.57
115935,-0.56
116080,-0.545
116227,-0.58
116340,-0.63
116514,-0.59
116661,-0.555
116807,-0.545
116951,-0.555
117097,-0.545
117211,-0.59
117383,-0.62
117531,-0.55
117676,-0.535
117822,-0.545
117968,-0.57
118082,-0.66
118254,-0.555
118402,-0.53
118547,-0.55
118692,-0.535
118838,-0.565
118951,-0.64
119125,-0.635
119271,-0.53
119416,-0.57
119560,-0.56
119707,-0.54
119818,-0.545
119991,-0.52
120137,-0.59
120283,-0.595
120428,-0.58
120572,-0.565
120686,-0.615
120857,-0.605
121006,-0.51
121129,-0.625
121295,-0.505
121441,-0.54
121586,-0.565
121731,-0.515
121876,-0.515
121988,-0.61
122160,-0.605
122305,-0.59
122449,-0.605
122595,-0.605
122740,-0.57
122851,-0.625
123025,-0.555
123170,-0.535
123316,-0.53
123461,-0.54
123605,-0.445
123717,-0.515
123888,-0.52
124034,-0.59
124179,-0.64
124323,-0.61
124468,-0.525
124580,-0.645
124752,-0.565
124898,-0.58
125035,-0.575
125186,-0.505
125332,-0.55
125475,-0.54
125621,-0.58
125764,-0.53
125876,-0.57
126047,-0.59
126193,-0.605
126316,-0.6
126481,-0.555
126629,-0.575
126754,-0.62
126916,-0.58
127062,-0.52
127191,-0.54
127350,-0.57
127496,-0.56
127639,-0.575
127785,-0.57
127929,-0.555
128043,-0.655
128215,-0.52
128360,-0.52
128486,-0.59
128651,-0.545
128795,-0.535
128940,-0.475
129084,-0.575
129228,-0.525
129342,-0.535
129512,-0.59
129658,-0.59
129802,-0.49
129946,-0.57
130091,-0.55
130203,-0.61
130374,-0.515
130520,-0.585
130664,-0.61
130809,-0.55
130953,-0.555
131066,-0.575
131236,-0.58
131381,-0.655
131508,-0.545
131670,-0.505
131814,-0.51
131937,-0.545
132100,-0.51
132246,-0.595
132377,-0.525
132533,-0.565
132678,-0.59
132820,-0.535
132965,-0.685
133108,-0.61
133234,-0.57
133395,-0.515
133541,-0.57
133684,-0.495
133827,-0.52
133971,-0.54
134084,-0.585
134254,-0.57
134398,-0.58
134541,-0.66
134684,-0.625
134805,-0.635
134969,-0.565
135113,-0.54
135246,-0.575
135402,-0.515
135545,-0.55
135690,-0.505
135814,-0.56
135976,-0.53
136121,-0.595
136265,-0.535
136390,-0.585
136551,-0.635
136697,-0.565
136842,-0.58
136965,-0.615
137130,-0.55
137274,-0.595
137418,-0.615
137543,-0.595
137705,-0.515
137851,-0.54
137995,-0.495
138139,-0.57
138285,-0.615
138428,-0.595
138539,-0.69
138858,-0.565
139004,-0.655
139125,-0.645
139290,-0.545
139435,-0.57
139579,-0.47
139723,-0.56
139867,-0.585
140010,-0.625
140121,-0.7
140293,-0.595
140438,-0.575
140568,-0.59
140725,-0.595
140869,-0.61
141012,-0.57
141140,-0.545
141299,-0.525
141443,-0.55
141586,-0.61
141729,-0.565
141875,-0.665
142016,-0.53
142126,-0.47
142297,-0.48
142443,-0.605
142572,-0.63
142730,-0.54
142875,-0.615
143016,-0.555
143144,-0.585
143301,-0.545
143447,-0.585
143590,-0.63
143711,-0.64
143876,-0.475
144021,-0.545
144164,-0.515
144293,-0.595
144451,-0.55
144596,-0.565
144739,-0.535
144867,-0.61
145027,-0.625
145172,-0.63
145316,-0.58
145437,-0.62
145602,-0.53
145750,-0.595
145892,-0.55
146037,-0.56
146181,-0.535
146325,-0.55
146437,-0.565
146549,-0.15
146754,-0.505
146898,-0.585
147041,-0.54
147187,-0.57
147332,-0.61
147443,-0.595
147613,-0.52
147760,-0.56
147904,-0.5
148033,-0.5
148191,-0.525
148338,-0.56
148481,-0.53
148624,-0.515
148744,-0.65
148912,-0.61
149031,-0.595
149197,-0.56
149342,-0.54
149488,-0.57
149602,-0.565
149772,-0.505
149918,-0.575
150062,-0.52
150207,-0.53
150350,-0.53
150496,-0.615
150605,-0.635
150779,-0.545
150926,-0.52
151053,-0.56
151215,-0.535
151361,-0.57
151506,-0.555
151626,-0.51
151793,-0.495
151936,-0.53
152080,-0.555
152205,-0.545
152367,-0.545
152473,-0.61
152647,-0.505
152801,-0.54
152912,-0.615
153084,-0.505
153229,-0.555
153375,-0.615
153517,-0.555
153660,-0.57
153777,-0.575
153945,-0.565
154090,-0.615
154204,-0.635
154522,-0.485
154666,-0.58
154775,-0.595
154949,-0.56
155094,-0.57
155238,-0.55
155383,-0.565
155526,-0.56
155670,-0.6
155779,-0.585
155953,-0.595
156100,-0.585
156219,-0.565
156387,-0.555
156533,-0.51
156660,-0.545
156820,-0.545
156965,-0.555
157092,-0.56
157254,-0.6
157400,-0.61
157544,-0.585
157689,-0.55
157834,-0.615
157949,-0.6
158119,-0.53
158266,-0.49
158398,-0.56
158557,-0.48
158701,-0.53
158846,-0.54
158977,-0.585
159136,-0.55
159283,-0.645
159428,-0.635
159575,-0.575
159720,-0.51
159865,-0.53
159976,-0.605
160152,-0.5
160299,-0.595
160445,-0.53
160570,-0.515
160733,-0.53
160879,-0.625
161024,-0.57
161145,-0.61
161311,-0.545
161459,-0.585
161604,-0.55
161728,-0.59
161892,-0.54
162038,-0.535
162183,-0.51
162307,-0.52
162473,-0.535
162618,-0.55
162763,-0.56
162884,-0.605
163052,-0.525
163197,-0.575
163342,-0.555
163465,-0.655
163632,-0.555
163779,-0.57
163924,-0.57
164056,-0.565
164213,-0.525
164358,-0.51
164504,-0.635
164648,-0.6
164764,-0.595
164934,-0.495
165080,-0.525
165227,-0.555
165371,-0.595
165516,-0.555
165660,-0.575
165773,-0.6
165945,-0.555
166090,-0.57
166236,-0.585
166362,-0.56
166525,-0.585
166672,-0.53
166816,-0.535
166939,-0.575
167105,-0.555
167252,-0.63
167397,-0.54
167521,-0.55
167685,-0.53
167832,-0.58
167977,-0.615
168102,-0.655
168266,-0.55
168412,-0.55
168558,-0.53
168682,-0.555
168847,-0.52
168994,-0.555
169139,-0.605
169268,-0.605
169429,-0.54
169576,-0.6
169719,-0.615
169838,-0.66
170006,-0.58
170152,-0.565
170299,-0.535
170441,-0.535
170588,-0.55
170731,-0.505
170844,-0.57
171014,-0.57
171160,-0.595
171306,-0.57
171449,-0.525
171594,-0.58
171738,-0.66
171848,-0.61
172022,-0.555
172168,-0.595
172314,-0.5
172440,-0.58
172600,-0.515
172746,-0.56
172891,-0.53
173014,-0.555
173178,-0.6
173324,-0.64
173468,-0.57
173613,-0.565
173758,-0.565
173902,-0.54
174012,-0.565
174111,-0.4
174328,-0.54
174476,-0.525
174605,-0.52
174763,-0.51
174908,-0.57
175052,-0.62
175168,-0.645
175336,-0.545
175483,-0.535
175603,-0.515
