peak_index,peak_raw_ecg_value
295,-4.67
473,-4.545
649,-4.55
831,-4.66
1023,-4.59
1223,-4.585
1416,-4.65
1601,-4.435
1779,-4.475
1956,-4.44
2133,-4.45
2307,-4.535
2483,-4.505
2661,-4.58
2840,-4.535
3018,-4.505
3198,-4.55
3378,-4.46
3557,-4.57
3735,-4.52
3912,-4.515
4088,-4.51
4262,-4.485
4436,-4.595
4612,-4.49
4788,-4.525
4965,-4.505
5142,-4.535
5322,-4.56
5503,-4.455
5687,-4.55
5870,-4.47
6052,-4.45
6232,-4.55
6413,-4.455
6593,-4.505
6775,-4.48
6954,-4.505
7136,-4.55
7318,-4.425
7503,-4.475
7687,-4.49
7871,-4.435
8056,-4.515
8241,-4.485
8426,-4.51
8609,-4.56
8791,-4.48
8972,-4.565
9153,-4.525
9337,-4.505
9526,-4.545
9720,-4.48
9911,-4.585
10103,-4.52
10294,-4.48
10488,-4.595
10680,-4.55
10873,-4.495
11068,-4.6
11267,-4.545
11467,-4.535
11667,-4.615
11869,-4.53
12076,-4.505
12278,-4.615
12478,-4.56
12676,-4.5
12875,-4.575
13072,-4.52
13271,-4.545
13472,-4.59
13674,-4.545
13873,-4.52
14070,-4.625
14269,-4.54
14470,-4.52
14669,-4.625
14867,-4.59
15070,-4.585
15274,-4.67
15479,-4.58
15685,-4.54
15894,-4.645
16093,-4.585
16287,-4.475
16485,-4.595
16682,-4.55
16879,-4.445
17075,-4.545
17267,-4.49
17459,-4.47
17652,-4.57
17843,-4.485
18036,-4.5
18232,-4.565
18430,-4.52
18625,-4.52
18819,-4.565
19018,-4.52
19214,-4.545
19408,-4.54
19597,-4.49
19789,-4.57
19978,-4.525
20166,-4.47
20352,-4.56
20538,-4.48
20725,-4.545
20911,-4.525
21096,-4.48
21280,-4.515
21465,-4.46
21652,-4.49
21843,-4.55
22039,-4.495
22235,-4.56
22424,-4.57
22611,-4.48
22799,-4.54
22986,-4.54
23176,-4.49
23367,-4.545
23558,-4.445
23749,-4.47
23940,-4.57
24135,-4.505
24335,-4.53
24535,-4.625
24734,-4.52
24933,-4.545
25137,-4.635
25339,-4.545
25539,-4.535
25738,-4.58
25936,-4.49
26131,-4.515
26328,-4.56
26529,-4.49
26735,-4.54
26940,-4.63
27143,-4.55
27347,-4.53
27553,-4.585
27757,-4.57
27962,-4.565
28170,-4.595
28379,-4.56
28583,-4.545
28788,-4.615
28994,-4.575
29201,-4.55
29403,-4.585
29604,-4.565
29806,-4.53
30009,-4.585
